SEQUENCE_NUM,RESPONSE_DATE,REFRIGERATOR_COST,INCOME,MORTGAGE,REASON,JOB,YEARS_AT_HOME,WASHER_PURCHASES,DRYER_PURCHASES,OLDEST_INQUIRY,OVEN_PURCHASES,OTHER_PURCHASES,ONLINE_CONV_RATIO,ACTION
404900,2018-06-10,32200,118793.0,171024.0,RESIDEN,ProfEx,16.0,0.0,0.0,120.0,1.0,16.0,29.01132772,Offer New Oven
826582,2006-01-31,8300,44783.0,63424.0,COMMERC,Other,2.0,0.0,0.0,98.0,0.0,12.0,36.5878698,Offer New Oven
435022,2010-02-13,13500,63150.0,77787.0,0,Other,10.0,0.0,0.0,259.0,0.0,27.0,29.33014205,Offer New Oven
128140,2019-03-15,8800,51740.0,60852.0,RESIDEN,Other,23.0,0.0,0.0,278.0,3.0,29.0,39.88548381,Offer New Oven
719622,2012-04-15,5000,6000.0,38575.0,COMMERC,Self,7.0,0.0,1.0,335.0,3.0,42.0,0.0,Offer New Oven
232483,2007-01-18,14900,58204.0,71257.0,RESIDEN,Office,3.0,3.0,2.0,207.0,1.0,50.0,43.76293027,Offer New Oven
252359,2013-10-01,15800,0.0,96579.0,RESIDEN,Office,28.0,0.0,0.0,328.0,0.0,15.0,12.1535212,Offer New Oven
118667,2018-03-31,27200,70730.0,93752.0,RESIDEN,Office,8.0,0.0,0.0,166.0,0.0,20.0,36.17090549,Offer New Oven
465795,2019-07-29,11300,77846.0,101984.0,COMMERC,ProfEx,5.0,0.0,0.0,112.0,1.0,27.0,28.29873364,Offer New Oven
888372,2005-12-26,7500,59000.0,72000.0,COMMERC,Office,5.0,0.0,3.0,296.0,0.0,19.0,0.0,Offer New Oven
332792,2017-10-20,22300,75600.0,102000.0,RESIDEN,Mgr,5.0,0.0,1.0,65.0,2.0,28.0,0.0,Offer New Oven
279312,2011-02-06,20700,100778.0,142271.0,COMMERC,0,0.0,0.0,0.0,0.0,0.0,0.0,39.98309593,Offer New Oven
380340,2021-01-19,22100,0.0,65192.0,COMMERC,Office,9.0,0.0,0.0,128.0,1.0,4.0,18.8829556,Offer New Oven
174124,2014-08-02,22600,131098.0,176119.0,0,Mgr,26.0,0.0,5.0,340.0,1.0,28.0,33.05755986,Offer New Oven
364822,2018-10-13,4200,44000.0,55085.0,RESIDEN,0,6.0,0.0,1.0,75.0,0.0,16.0,0.0,Offer New Oven
916541,2013-06-14,13900,127259.0,194233.0,COMMERC,Office,1.0,0.0,1.0,342.0,0.0,16.0,40.10765909,Offer New Oven
568689,2017-10-25,22400,89985.0,121601.0,COMMERC,Mgr,11.0,0.0,0.0,112.0,2.0,24.0,30.9911741,Offer New Oven
215261,2010-01-22,13000,177000.0,200000.0,RESIDEN,Mgr,3.0,0.0,2.0,196.0,1.0,50.0,0.0,Offer New Oven
493437,2012-01-12,39700,146341.0,208296.0,COMMERC,ProfEx,5.0,0.0,0.0,139.0,0.0,31.0,35.4591605,Offer New Oven
738049,2010-12-27,19900,96435.0,130019.0,RESIDEN,Office,27.0,0.0,0.0,274.0,3.0,16.0,32.46920265,Offer New Oven
639456,2016-03-08,10500,57372.0,67960.0,RESIDEN,ProfEx,1.5,0.0,0.0,158.0,2.0,35.0,0.0,Offer New Oven
602275,2014-03-06,19000,43479.0,78631.0,RESIDEN,Other,1.0,0.0,1.0,301.0,1.0,10.0,38.25309687,Offer New Oven
827210,2010-04-02,14400,78777.0,103344.0,COMMERC,ProfEx,5.0,0.0,0.0,104.0,1.0,27.0,24.35085757,Offer New Oven
667172,2006-04-04,9700,73085.0,92000.0,RESIDEN,Other,8.0,0.0,3.0,174.0,0.0,34.0,0.0,Offer New Oven
533800,2007-05-20,16900,88143.0,115365.0,RESIDEN,Other,19.0,0.0,0.0,282.0,0.0,16.0,24.96285137,Offer New Oven
219425,2018-09-07,54000,176922.0,256977.0,RESIDEN,ProfEx,6.0,0.0,0.0,226.0,2.0,33.0,37.98968921,Offer New Oven
244358,2019-10-24,12900,34655.0,57787.0,0,Other,31.0,0.0,0.0,245.0,0.0,18.0,21.4155043,Offer New Oven
500577,2018-01-11,24700,44306.0,74197.0,RESIDEN,Other,5.0,0.0,0.0,74.0,1.0,18.0,35.44157026,Offer New Oven
972489,2013-04-15,12900,58566.0,74655.0,RESIDEN,Mgr,5.0,0.0,0.0,117.0,0.0,24.0,39.97705119,Offer New Oven
587013,2019-06-18,10600,61513.0,73143.0,RESIDEN,ProfEx,2.0,0.0,0.0,165.0,2.0,34.0,43.20495313,Offer New Oven
972743,2013-12-12,17100,54598.0,115838.0,RESIDEN,ProfEx,14.0,0.0,0.0,247.0,0.0,20.0,25.63211642,Offer New Oven
922083,2015-08-27,6200,45356.0,82054.0,RESIDEN,0,2.0,0.0,0.0,201.0,4.0,29.0,29.66171016,Offer New Oven
722924,2011-11-18,30800,54981.0,82038.0,RESIDEN,Office,2.0,0.0,0.0,165.0,2.0,19.0,41.23925628,Offer New Oven
59662,2020-02-14,15000,0.0,74750.0,RESIDEN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Offer New Oven
452861,2012-01-20,41200,48400.0,99500.0,RESIDEN,Other,3.0,1.0,1.0,204.0,2.0,38.0,0.0,Offer New Oven
722127,2020-11-13,20500,169689.0,198931.0,RESIDEN,ProfEx,9.0,0.0,0.0,259.0,1.0,37.0,26.36612627,Offer New Oven
887395,2015-02-28,31500,49020.0,100700.0,RESIDEN,Office,4.0,0.0,0.0,170.0,1.0,25.0,36.03464456,Offer New Oven
668165,2018-07-28,40700,150283.0,208676.0,COMMERC,ProfEx,5.0,0.0,0.0,152.0,0.0,31.0,36.90999415,Offer New Oven
897704,2016-03-03,10400,56610.0,86831.0,COMMERC,Other,19.0,0.0,0.0,190.0,0.0,28.0,24.60265855,Offer New Oven
738670,2017-12-15,23800,45279.0,68939.0,RESIDEN,Other,6.0,0.0,0.0,77.0,1.0,19.0,35.5214873,Offer New Oven
105933,2011-05-06,22900,41279.0,59993.0,RESIDEN,Other,0.0,0.0,0.0,111.0,0.0,17.0,20.9297294,Offer New Oven
330845,2007-04-10,16100,45973.0,64430.0,COMMERC,Office,3.0,0.0,0.0,117.0,0.0,17.0,33.8247164,Offer New Oven
440689,2009-05-09,8400,39991.0,58511.0,COMMERC,Office,10.0,0.0,0.0,177.0,0.0,19.0,24.29863608,Offer New Oven
29439,2011-05-05,22900,0.0,148018.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.93805779,Offer New Oven
370528,2007-03-08,15500,46846.0,70082.0,RESIDEN,ProfEx,7.0,0.0,0.0,152.0,2.0,12.0,30.13149723,Offer New Oven
870341,2006-09-04,12300,27859.0,48393.0,COMMERC,Other,10.0,0.0,0.0,83.0,0.0,3.0,34.38536707,Offer New Oven
691665,2017-07-04,19800,56745.0,83146.0,RESIDEN,Other,11.0,0.0,0.0,85.0,0.0,10.0,7.862193632,Offer New Oven
464608,2012-07-04,7500,63573.0,80601.0,COMMERC,Other,4.0,0.0,0.0,111.0,0.0,14.0,41.77344662,Offer New Oven
21108,2017-05-12,18300,31427.0,60249.0,RESIDEN,Other,16.0,0.0,0.0,111.0,0.0,18.0,40.00125599,Offer New Oven
158977,2018-07-26,40300,369874.0,467112.0,COMMERC,ProfEx,2.0,0.0,0.0,328.0,4.0,15.0,40.79992141,Offer New Oven
462477,2017-11-30,23400,91165.0,99564.0,COMMERC,0,8.0,0.0,0.0,0.0,0.0,0.0,28.97862141,Offer New Oven
367502,2011-10-01,27600,64818.0,91915.0,RESIDEN,Other,16.0,0.0,0.0,100.0,0.0,17.0,32.46114433,Offer New Oven
269689,2016-11-02,14900,60667.0,81293.0,RESIDEN,0,6.0,0.0,0.0,0.0,0.0,0.0,27.5737365,Offer New Oven
711582,2006-07-18,11500,63136.0,81099.0,RESIDEN,Other,3.0,0.0,0.0,149.0,0.0,35.0,28.97594012,Offer New Oven
361574,2007-07-17,18000,74162.0,89823.0,RESIDEN,Other,0.0,2.0,1.0,122.0,1.0,26.0,34.02520751,Offer New Oven
954995,2011-05-21,23300,27793.0,50177.0,RESIDEN,Other,16.0,0.0,0.0,136.0,1.0,24.0,28.0529211,Offer New Oven
34896,2018-11-29,6100,79636.0,87276.0,COMMERC,Other,20.0,0.0,0.0,350.0,0.0,47.0,28.84827658,Offer New Oven
88016,2007-02-17,15200,47200.0,74510.0,RESIDEN,ProfEx,17.0,0.0,0.0,175.0,0.0,23.0,41.86337612,Offer New Oven
61187,2019-07-27,11300,46120.0,52911.0,COMMERC,Mgr,19.0,0.0,0.0,229.0,1.0,17.0,36.33481436,Offer New Oven
926835,2017-10-10,22000,71858.0,99000.0,RESIDEN,Other,18.0,0.0,0.0,202.0,1.0,13.0,0.0,Offer New Oven
318377,2012-05-20,6100,48300.0,53388.0,COMMERC,Office,9.0,0.0,0.0,178.0,0.0,19.0,26.72002818,Offer New Oven
16308,2009-09-26,11000,54100.0,70438.0,RESIDEN,Self,2.0,3.0,1.0,116.0,1.0,25.0,0.0,Offer New Oven
630194,2016-12-17,15500,59316.0,80837.0,RESIDEN,Other,1.0,0.0,0.0,127.0,3.0,11.0,35.90146304,Offer New Oven
425178,2009-03-02,6600,0.0,46516.0,COMMERC,0,0.0,0.0,0.0,0.0,0.0,0.0,14.84599073,Offer New Oven
824440,2014-02-21,18700,58498.0,90135.0,RESIDEN,Office,30.0,0.0,0.0,199.0,0.0,21.0,33.18223949,Offer New Oven
279680,2011-11-27,31800,226152.0,283022.0,RESIDEN,ProfEx,4.0,0.0,1.0,209.0,0.0,29.0,15.73414368,Offer New Oven
188394,2015-04-23,40600,14534.0,60000.0,RESIDEN,Other,20.0,0.0,0.0,207.0,1.0,31.0,0.0,Offer New Oven
648104,2015-01-25,28400,112996.0,175817.0,RESIDEN,Sales,17.0,0.0,0.0,303.0,1.0,31.0,36.2890026,Offer New Oven
868730,2020-04-16,15900,43830.0,59530.0,RESIDEN,Other,4.6,1.0,0.0,148.0,1.0,27.0,0.0,Offer New Oven
419548,2007-10-30,20600,124323.0,166781.0,RESIDEN,Office,4.0,0.0,1.0,381.0,0.0,51.0,37.16904808,Offer New Oven
674708,2013-04-11,12800,76783.0,95007.0,RESIDEN,Mgr,6.0,0.0,0.0,141.0,2.0,26.0,42.15361693,Offer New Oven
856350,2011-08-19,25900,21852.0,57518.0,COMMERC,Other,2.0,0.0,0.0,80.0,2.0,11.0,31.98368604,Offer New Oven
596021,2010-06-27,15800,58388.0,100944.0,COMMERC,Other,0.0,0.0,3.0,52.0,1.0,10.0,39.86252014,Offer New Oven
806176,2016-10-11,14500,71511.0,88632.0,RESIDEN,Other,9.0,0.0,0.0,86.0,2.0,11.0,31.54781167,Offer New Oven
327379,2016-10-05,14300,85478.0,113372.0,RESIDEN,ProfEx,9.0,0.0,0.0,191.0,1.0,36.0,40.77814232,Offer New Oven
143823,2019-05-14,10000,64320.0,102375.0,RESIDEN,Office,10.0,0.0,0.0,148.0,1.0,13.0,0.0,Offer New Oven
790502,2013-05-18,13400,69612.0,87728.0,RESIDEN,Other,3.0,0.0,0.0,165.0,0.0,35.0,30.44483907,Offer New Oven
578921,2017-08-23,20800,136884.0,180053.0,COMMERC,Mgr,9.0,0.0,0.0,324.0,0.0,17.0,43.03775004,Offer New Oven
871618,2012-05-07,5700,26927.0,35461.0,RESIDEN,Other,0.0,1.0,0.0,22.0,10.0,6.0,29.43966424,Offer New Oven
382628,2014-04-30,20400,29985.0,54038.0,RESIDEN,ProfEx,15.0,0.0,0.0,178.0,1.0,20.0,35.55430368,Offer New Oven
582140,2010-02-01,13200,59422.0,88308.0,COMMERC,Other,0.0,0.0,0.0,295.0,0.0,19.0,29.95255446,Offer New Oven
524269,2007-11-19,21100,55863.0,81406.0,RESIDEN,Mgr,10.0,1.0,0.0,75.0,2.0,27.0,36.76027571,Offer New Oven
227402,2019-07-16,11000,48893.0,113223.0,RESIDEN,ProfEx,7.0,0.0,1.0,237.0,0.0,9.0,22.00337641,Offer New Oven
201496,2008-09-05,33500,73761.0,117729.0,RESIDEN,Mgr,11.0,0.0,0.0,62.0,0.0,35.0,25.46161407,Offer New Oven
550592,2006-11-17,13600,55864.0,87500.0,RESIDEN,ProfEx,9.0,0.0,0.0,194.0,0.0,20.0,0.0,Offer New Oven
928100,2005-04-12,28400,183314.0,232345.0,RESIDEN,ProfEx,1.0,0.0,0.0,301.0,1.0,32.0,42.3362269,Offer New Oven
591705,2006-07-07,11300,61810.0,79817.0,RESIDEN,Office,6.0,0.0,0.0,98.0,1.0,14.0,25.52507894,Offer New Oven
959004,2007-09-11,19400,178000.0,219300.0,COMMERC,ProfEx,12.0,0.0,0.0,214.0,0.0,26.0,0.0,Offer New Oven
108875,2017-09-28,21700,93868.0,147228.0,RESIDEN,ProfEx,22.0,0.0,0.0,154.0,0.0,25.0,39.53395424,Offer New Oven
396214,2020-10-10,19900,64620.0,91504.0,RESIDEN,Office,6.0,0.0,0.0,179.0,0.0,16.0,37.72580119,Offer New Oven
941439,2007-04-17,16200,86021.0,113030.0,RESIDEN,Other,20.0,0.0,0.0,284.0,0.0,17.0,26.65016531,Offer New Oven
181720,2016-04-17,11200,29348.0,87351.0,COMMERC,ProfEx,20.0,0.0,0.0,224.0,0.0,11.0,26.1296273,Offer New Oven
200480,2015-07-03,3800,11543.0,46045.0,COMMERC,Self,0.0,0.0,0.0,205.0,0.0,11.0,42.17316588,Offer New Oven
459547,2008-06-30,27700,77886.0,114494.0,RESIDEN,ProfEx,9.0,0.0,0.0,118.0,0.0,18.0,28.34407839,Offer New Oven
54526,2016-01-12,9600,84333.0,201281.0,COMMERC,Self,14.0,0.0,0.0,13.0,0.0,7.0,17.82563094,Offer New Oven
107639,2006-06-29,11100,82329.0,100139.0,COMMERC,ProfEx,5.0,0.0,0.0,109.0,0.0,26.0,26.0992587,Offer New Oven
498110,2012-04-24,5100,62702.0,79784.0,COMMERC,Other,2.0,0.0,0.0,108.0,0.0,15.0,43.29013982,Offer New Oven
270115,2014-05-09,20600,0.0,24894.0,RESIDEN,ProfEx,3.0,0.0,0.0,91.0,0.0,18.0,22.03357993,Offer New Oven
191723,2016-05-28,12000,0.0,63000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Offer New Oven
370640,2010-04-18,14800,43983.0,60826.0,RESIDEN,0,4.0,1.0,1.0,114.0,1.0,9.0,27.10808171,Offer New Oven
577600,2014-02-04,18300,55584.0,95236.0,0,ProfEx,10.0,0.0,0.0,0.0,1.0,15.0,24.59063319,Offer New Oven
667950,2016-06-21,12300,64265.0,90956.0,RESIDEN,Other,10.0,0.0,1.0,233.0,0.0,32.0,32.90882386,Offer Extended Warranty
662362,2017-09-27,21700,24771.0,48361.0,RESIDEN,Other,0.0,0.0,0.0,309.0,0.0,24.0,33.8772643,Offer Extended Warranty
389902,2019-04-19,9600,56224.0,60260.0,RESIDEN,Other,15.0,0.0,3.0,220.0,0.0,36.0,25.43946354,Offer Extended Warranty
653012,2020-12-17,21400,88147.0,115000.0,RESIDEN,Self,3.0,0.0,0.0,213.0,2.0,27.0,0.0,Offer Extended Warranty
668560,2008-12-25,4000,58000.0,69440.0,COMMERC,Other,3.5,0.0,1.0,169.0,0.0,18.0,0.0,Offer Extended Warranty
321517,2009-12-16,12500,37562.0,57081.0,COMMERC,Other,22.0,0.0,1.0,129.0,0.0,23.0,39.08300244,Offer Extended Warranty
940696,2005-03-08,27000,45482.0,77000.0,RESIDEN,Office,0.8,0.0,0.0,164.0,3.0,19.0,0.0,Offer Extended Warranty
178415,2010-04-12,14700,89448.0,115380.0,RESIDEN,Office,11.0,0.0,0.0,223.0,0.0,12.0,40.52479687,Offer Extended Warranty
477576,2012-05-17,6000,14000.0,61493.0,COMMERC,Office,23.0,0.0,0.0,322.0,1.0,13.0,0.0,Offer Extended Warranty
283892,2017-07-22,20000,22036.0,51068.0,RESIDEN,Other,25.0,0.0,2.0,211.0,0.0,25.0,29.16004451,Offer Extended Warranty
829492,2019-04-08,9400,49484.0,59137.0,RESIDEN,Other,10.0,0.0,0.0,102.0,0.0,22.0,37.26913108,Offer Extended Warranty
248306,2020-06-21,17100,43085.0,68758.0,RESIDEN,Other,7.0,0.0,1.0,104.0,3.0,49.0,30.3535487,Offer Extended Warranty
474931,2019-10-31,13000,81972.0,102295.0,COMMERC,ProfEx,5.0,0.0,0.0,107.0,0.0,26.0,24.72083108,Offer Extended Warranty
655481,2014-02-11,18400,62300.0,95869.0,RESIDEN,Other,2.0,0.0,0.0,173.0,1.0,31.0,35.18944727,Offer Extended Warranty
214434,2019-09-20,12300,24552.0,48278.0,RESIDEN,Other,0.0,0.0,0.0,171.0,0.0,16.0,29.29955094,Offer Extended Warranty
279807,2015-10-19,7700,51045.0,91068.0,COMMERC,Other,20.0,0.0,0.0,179.0,0.0,28.0,27.23109397,Offer Extended Warranty
402517,2018-11-27,6000,0.0,43683.0,COMMERC,Other,0.0,0.0,0.0,0.0,0.0,0.0,21.93549881,Offer Extended Warranty
319386,2006-07-31,11800,86785.0,125552.0,RESIDEN,Office,11.0,0.0,0.0,148.0,1.0,22.0,37.88444933,Offer Extended Warranty
46207,2017-09-23,21600,41105.0,65411.0,RESIDEN,Other,25.0,0.0,0.0,303.0,3.0,32.0,35.24732771,Offer Extended Warranty
65118,2005-01-29,25600,111000.0,153000.0,RESIDEN,ProfEx,7.0,0.0,0.0,113.0,3.0,27.0,0.0,Offer Extended Warranty
710791,2012-11-14,10100,55559.0,89231.0,COMMERC,Other,16.0,1.0,0.0,176.0,0.0,29.0,26.900321,Offer Extended Warranty
362558,2013-03-22,12500,69117.0,101503.0,COMMERC,ProfEx,13.0,0.0,7.0,146.0,0.0,36.0,36.75998466,Offer Extended Warranty
302542,2013-01-17,11300,66814.0,82021.0,RESIDEN,Office,4.0,2.0,3.0,174.0,3.0,29.0,38.55692945,Offer Extended Warranty
931484,2013-06-18,14000,67881.0,93390.0,RESIDEN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Offer Extended Warranty
959543,2013-12-03,17000,54780.0,93091.0,RESIDEN,ProfEx,4.0,0.0,0.0,115.0,1.0,21.0,37.50862467,Offer Extended Warranty
526065,2013-03-29,12600,83921.0,90876.0,RESIDEN,Other,3.0,0.0,0.0,107.0,1.0,32.0,41.47300108,Offer Extended Warranty
344689,2015-11-23,8500,83157.0,202962.0,COMMERC,Self,14.0,0.0,0.0,14.0,0.0,8.0,21.29733923,Offer Extended Warranty
902535,2013-07-11,14600,58229.0,74027.0,RESIDEN,Other,2.0,0.0,0.0,229.0,0.0,9.0,34.12424228,Offer Extended Warranty
916199,2020-02-12,15000,89000.0,122400.0,COMMERC,Mgr,1.0,0.0,2.0,136.0,0.0,19.0,0.0,Offer Extended Warranty
741663,2011-09-28,27500,132000.0,179000.0,RESIDEN,ProfEx,1.0,1.0,0.0,226.0,2.0,19.0,0.0,Offer Extended Warranty
805718,2008-06-08,26900,74982.0,126972.0,RESIDEN,Office,0.0,0.0,0.0,316.0,0.0,23.0,38.32598985,Offer Extended Warranty
897095,2013-04-18,12900,149297.0,177044.0,COMMERC,Office,4.0,0.0,0.0,206.0,0.0,56.0,34.97573417,Offer Extended Warranty
786980,2005-12-24,7500,57340.0,80000.0,RESIDEN,ProfEx,4.0,0.0,5.0,86.0,3.0,14.0,0.0,Offer Extended Warranty
29375,2016-07-12,12700,37346.0,53511.0,COMMERC,Other,23.0,0.0,0.0,137.0,0.0,22.0,39.43166373,Offer Extended Warranty
46978,2008-01-26,22800,74979.0,109716.0,RESIDEN,Mgr,9.0,0.0,1.0,290.0,1.0,28.0,31.47990688,Offer Extended Warranty
259876,2009-07-25,10000,57238.0,101500.0,RESIDEN,ProfEx,10.0,0.0,0.0,107.0,0.0,36.0,0.0,Offer Extended Warranty
961799,2010-11-30,19000,7524.0,28639.0,RESIDEN,Other,0.0,0.0,0.0,60.0,1.0,18.0,42.35846148,Offer Extended Warranty
742951,2013-06-26,14200,44412.0,72946.0,RESIDEN,ProfEx,19.0,0.0,0.0,196.0,0.0,15.0,23.77320187,Offer Extended Warranty
648200,2008-01-02,22200,0.0,60904.0,RESIDEN,Other,0.0,0.0,0.0,288.0,0.0,18.0,37.74701961,Offer Extended Warranty
664477,2013-07-13,14600,21340.0,44605.0,RESIDEN,Office,13.0,0.0,0.0,127.0,0.0,5.0,36.46319167,Offer Extended Warranty
649810,2011-01-08,20000,16000.0,87300.0,RESIDEN,Other,28.0,1.0,6.0,232.0,1.0,21.0,0.0,Offer Extended Warranty
727343,2020-11-06,20300,63803.0,89079.0,RESIDEN,ProfEx,21.0,0.0,4.0,324.0,4.0,28.0,45.8759169,Offer Extended Warranty
54439,2005-02-27,26600,128238.0,165316.0,RESIDEN,Mgr,1.0,0.0,0.0,236.0,2.0,23.0,36.93931917,Offer Extended Warranty
566021,2014-12-02,26300,52394.0,93307.0,RESIDEN,Other,24.0,0.0,1.0,185.0,0.0,19.0,23.54869835,Offer Extended Warranty
103002,2018-10-08,4000,105164.0,112774.0,COMMERC,Office,1.0,0.0,0.0,95.0,0.0,13.0,29.39092806,Offer Extended Warranty
542464,2017-10-08,21900,105787.0,142466.0,COMMERC,ProfEx,8.0,0.0,0.0,145.0,0.0,22.0,32.33389934,Offer Extended Warranty
95125,2007-11-09,20900,71972.0,101745.0,RESIDEN,Mgr,6.0,0.0,0.0,67.0,6.0,23.0,38.51325618,Offer Extended Warranty
709420,2006-08-01,11800,65012.0,91614.0,COMMERC,Office,26.0,0.0,0.0,172.0,2.0,13.0,42.48851705,Offer Extended Warranty
135740,2006-12-21,14300,37000.0,54000.0,RESIDEN,0,0.0,0.0,0.0,321.0,2.0,26.0,0.0,Offer Extended Warranty
175761,2010-02-06,13300,66502.0,78138.0,RESIDEN,Other,4.0,0.0,0.0,178.0,1.0,16.0,33.79509124,Offer Extended Warranty
624011,2012-09-24,9300,0.0,36793.0,COMMERC,Other,0.0,0.0,0.0,305.0,0.0,11.0,30.73881376,Offer Extended Warranty
780857,2015-01-10,27700,0.0,42515.0,RESIDEN,Other,11.0,1.0,0.0,95.0,0.0,13.0,20.20903769,Offer Extended Warranty
538298,2018-05-12,29200,50105.0,83815.0,RESIDEN,Other,21.0,0.0,0.0,188.0,0.0,26.0,35.59575067,Offer Extended Warranty
793730,2008-09-03,33200,36705.0,78040.0,RESIDEN,Mgr,19.0,2.0,0.0,120.0,0.0,13.0,35.01574872,Offer Extended Warranty
550697,2018-05-22,30200,106594.0,148695.0,RESIDEN,Other,13.0,0.0,0.0,240.0,1.0,39.0,41.27520899,Offer Extended Warranty
836695,2020-05-12,16400,73466.0,89453.0,RESIDEN,Other,4.0,0.0,0.0,199.0,3.0,19.0,41.52349741,Offer Extended Warranty
61994,2010-05-11,15000,62100.0,40000.0,RESIDEN,ProfEx,1.0,0.0,0.0,112.0,2.0,13.0,0.0,Offer Extended Warranty
719295,2015-02-05,29200,116202.0,160084.0,RESIDEN,ProfEx,6.0,0.0,0.0,124.0,3.0,26.0,32.64452984,Offer Extended Warranty
888771,2007-02-11,15100,96763.0,114896.0,COMMERC,Office,2.0,0.0,0.0,145.0,0.0,21.0,36.37170403,Offer Extended Warranty
776515,2020-02-19,15000,89126.0,118300.0,RESIDEN,Office,0.4,0.0,3.0,263.0,1.0,30.0,0.0,Offer Extended Warranty
61916,2018-07-03,35600,20552.0,46697.0,RESIDEN,Mgr,7.0,0.0,0.0,45.0,0.0,6.0,36.06282742,Offer Extended Warranty
44337,2018-05-04,28600,94165.0,130285.0,RESIDEN,Office,10.0,0.0,1.0,138.0,0.0,28.0,42.08001604,Offer Extended Warranty
399454,2011-09-20,27100,118200.0,159739.0,RESIDEN,ProfEx,6.0,0.0,1.0,117.0,3.0,27.0,34.20600845,Offer Extended Warranty
389463,2006-07-01,11100,31999.0,61406.0,0,Other,31.0,0.0,0.0,239.0,0.0,19.0,20.96127294,Offer Extended Warranty
22809,2014-11-16,25700,31333.0,56733.0,RESIDEN,Other,13.0,0.0,0.0,97.0,2.0,25.0,30.61978675,Offer Extended Warranty
883004,2005-06-26,38000,97759.0,139899.0,RESIDEN,Other,11.0,0.0,0.0,63.0,1.0,36.0,41.78849217,Offer Extended Warranty
845977,2008-05-19,26100,0.0,151429.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.56700107,Offer Extended Warranty
54917,2011-01-27,20400,41985.0,100096.0,COMMERC,Other,4.0,0.0,0.0,141.0,0.0,14.0,32.93078188,Offer Extended Warranty
151439,2017-08-29,21000,113954.0,136249.0,RESIDEN,Office,2.0,0.0,0.0,98.0,13.0,14.0,33.62088343,Offer Extended Warranty
828611,2019-08-20,11800,0.0,51246.0,COMMERC,Other,11.0,0.0,0.0,306.0,2.0,13.0,32.50005907,Offer Extended Warranty
332278,2013-06-28,14200,102789.0,123691.0,RESIDEN,0,3.0,0.0,0.0,127.0,1.0,26.0,31.33876448,Offer Extended Warranty
920684,2014-01-18,18000,68000.0,98898.0,RESIDEN,Office,10.0,0.0,0.0,207.0,2.0,13.0,0.0,Offer Extended Warranty
41328,2021-03-09,23500,68049.0,93394.0,RESIDEN,Mgr,6.0,0.0,0.0,191.0,2.0,18.0,32.13282224,Offer Extended Warranty
724153,2007-01-05,14700,30210.0,42751.0,RESIDEN,Mgr,17.0,0.0,0.0,87.0,0.0,17.0,23.39736224,Offer Extended Warranty
556039,2005-02-19,26400,79163.0,123792.0,RESIDEN,Office,0.0,0.0,0.0,311.0,0.0,24.0,38.1099786,Offer Extended Warranty
585140,2006-10-02,12800,46043.0,62531.0,RESIDEN,Other,4.0,0.0,0.0,184.0,0.0,13.0,26.10080257,Offer Extended Warranty
488799,2019-06-13,10500,0.0,18600.0,COMMERC,Other,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Offer Extended Warranty
614292,2010-03-13,14000,0.0,28992.0,COMMERC,Other,0.0,0.0,0.0,342.0,2.0,14.0,0.0,Offer Extended Warranty
745660,2010-07-20,16200,62783.0,94394.0,RESIDEN,Office,1.0,0.0,0.0,167.0,0.0,25.0,23.69115685,Offer Extended Warranty
557805,2005-05-25,32500,193409.0,297294.0,RESIDEN,Other,30.0,0.0,0.0,151.0,0.0,22.0,40.59278045,Offer Extended Warranty
132473,2008-12-18,3200,67848.0,74566.0,COMMERC,Mgr,10.0,0.0,1.0,206.0,0.0,25.0,40.11567728,Offer Extended Warranty
656292,2018-09-11,63900,62200.0,140030.0,COMMERC,Office,10.0,0.0,1.0,127.0,0.0,12.0,0.0,Offer Extended Warranty
842547,2014-05-01,20400,44746.0,63433.0,RESIDEN,Office,5.0,0.0,0.0,176.0,2.0,26.0,36.67687831,Offer Extended Warranty
539170,2008-08-21,31800,34302.0,77481.0,RESIDEN,Other,10.0,0.0,0.0,123.0,0.0,24.0,33.63468905,Offer Extended Warranty
838337,2007-04-12,16100,0.0,29725.0,RESIDEN,Other,11.0,0.0,0.0,86.0,2.0,8.0,33.49604656,Offer Extended Warranty
501778,2013-06-10,13900,0.0,0.0,COMMERC,Other,4.0,0.0,2.0,209.0,0.0,15.0,35.77489179,Offer Extended Warranty
292594,2007-05-05,16600,77380.0,123638.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,34.11861536,Offer Extended Warranty
866239,2014-09-22,24200,92572.0,121310.0,COMMERC,Mgr,9.0,0.0,0.0,117.0,1.0,24.0,30.48278003,Offer Extended Warranty
472081,2007-09-17,19700,33529.0,61209.0,RESIDEN,Other,17.0,0.0,0.0,112.0,0.0,18.0,40.72529612,Offer Extended Warranty
475945,2020-08-15,18300,26982.0,59552.0,RESIDEN,ProfEx,15.0,0.0,0.0,184.0,1.0,19.0,36.29961798,Offer Extended Warranty
