CALL_CENTER_ID,RESPONSE_DATE,DAILY_CALLS,MONTHLY_CALLS,CALL_TARGET,REASON,MONTHS_CUSTOMER,NEGATIVE_RATING,DAYS_PROD_OUT_OF_SERVICE,PRODUCT_AGE,CALL_INQUIRIES,NUM_CALLERS,CALL_TIME,PRODUCT_TYPE,FEEDBACK,Sentiment,ACTION
260386,2012-11-23,538,,813.0,ProdGlitch,9.0,0.0,0.0,171.4475547,0.0,22.0,24.70906036,Server,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for opti",1,Dismiss
623862,2019-03-17,137,460.0,810.0,ProdFailure,1.5,0.0,1.0,101.5666667,0.0,25.0,,Laptop,The ear buds only play music in one ear.,0,Dismiss
303485,2008-04-22,219,534.0,774.0,ProdFailure,10.0,0.0,0.0,192.8877492,1.0,42.0,40.95631078,Laptop,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedde,1,Dismiss
455193,2012-05-10,409,147.0,694.0,ProdGlitch,,0.0,0.0,318.0554593,0.0,18.0,15.07801115,Software,Linked to my phone without effort.,1,Dismiss
822881,2020-07-23,154,1044.0,1191.0,ProdFailure,5.0,0.0,0.0,264.7616522,0.0,34.0,29.96327278,Software,Also difficult to put on.I'd recommend avoiding this product.,0,Dismiss
506972,2018-04-14,125,176.0,318.0,ProdFailure,7.0,0.0,1.0,107.7410948,0.0,16.0,19.30085445,Software,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,Dismiss
348137,2016-02-27,99,1170.0,2197.0,ProdGlitch,1.0,0.0,0.0,130.7663862,0.0,14.0,25.6226109,Laptop,Not enough volume.,0,Dismiss
600587,2023-08-05,200,1296.0,1807.0,,24.0,,4.0,322.2002586,0.0,27.0,30.89117139,Desktop,Do NOT buy if you want to use the holster.,0,Dismiss
551926,2009-10-04,250,890.0,1220.0,ProdFailure,0.0,1.0,0.0,193.8,3.0,38.0,,Laptop,"Obviously they have a terrible customer service, so you get what you pay for.",0,Dismiss
356729,2019-08-17,143,703.0,886.0,ProdFailure,3.0,0.0,0.0,244.8398642,2.0,26.0,32.64754112,Other,Excellent wallet type phone case.,1,Dismiss
288432,2019-11-03,147,351.0,680.0,ProdFailure,5.0,0.0,0.0,245.6705776,1.0,16.0,23.11228982,Laptop,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0,Dismiss
835342,2019-11-13,148,1002.0,1161.0,ProdFailure,10.0,0.0,0.0,184.7772142,0.0,26.0,34.48399039,Other,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons",1,Dismiss
758521,2021-12-09,172,552.0,1187.0,ProdFailure,15.0,0.0,0.0,276.9110829,0.0,20.0,26.69615871,Laptop,Made very sturdy.,1,Dismiss
496167,2020-10-19,157,745.0,931.0,ProdFailure,19.0,0.0,0.0,263.1591633,10.0,24.0,35.40441453,Desktop,Can't upload ringtones from a third party.,0,Dismiss
525829,2017-01-11,109,250.0,357.0,ProdFailure,3.0,,,,,,37.10471224,Other,Customer service was terrible.,0,Dismiss
243360,2008-12-19,231,428.0,639.0,ProdFailure,5.0,0.0,0.0,182.93212,1.0,26.0,35.58378924,Software,Their network coverage in Los Angeles is horrible.,0,Dismiss
664751,2022-09-14,185,109.0,663.0,ProdFailure,1.0,0.0,0.0,326.5673282,0.0,5.0,38.15167101,FARMING,"I'll be drivng along, and my headset starts ringing for no reason.",0,Dismiss
709317,2017-10-21,120,960.0,1350.0,ProdGlitch,14.0,0.0,0.0,126.8,5.0,22.0,,Laptop,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard r",0,Dismiss
925087,2013-09-15,53,269.0,360.0,ProdGlitch,,0.0,0.0,302.3587095,0.0,8.0,39.1969854,Other,"This item worked great, but it broke after 6 months of use.",0,Dismiss
671787,2023-08-01,200,97.0,1735.0,ProdGlitch,21.0,0.0,0.0,89.21195484,2.0,20.0,31.12087741,Desktop,Clear crisp sound.,1,Dismiss
735593,2013-10-26,56,694.0,834.0,ProdFailure,14.0,0.0,0.0,200.418434,1.0,17.0,22.84109285,Laptop,Great audio!.,1,Dismiss
879420,2013-03-13,29,786.0,1130.0,ProdFailure,6.0,1.0,0.0,165.3333333,2.0,26.0,,Laptop,Everything about this product is wrong.First,0,Dismiss
929053,2021-08-03,168,504.0,717.0,ProdFailure,5.0,0.0,0.0,71.23076169,5.0,18.0,40.58291348,Other,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and",1,Dismiss
45070,2023-09-11,202,346.0,629.0,ProdFailure,1.0,0.0,0.0,112.7990866,0.0,17.0,22.09304595,Other,T-Mobile has the best customer service anywhere.,1,Dismiss
147528,2012-08-23,476,,866.0,ProdGlitch,7.0,0.0,0.0,304.0581023,0.0,13.0,31.57129492,Software,The phone can also take great pictures and even video clips.,1,Dismiss
36020,2020-11-29,159,385.0,503.0,ProdFailure,6.0,1.0,0.0,101.8261423,1.0,16.0,38.87780839,Other,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best he",1,Dismiss
941640,2012-07-24,440,556.0,1019.0,ProdFailure,3.0,0.0,1.0,194.2349529,2.0,37.0,43.33855659,Other,Nice Sound.,1,Dismiss
547281,2009-09-20,250,940.0,1250.0,ProdFailure,11.0,0.0,1.0,151.1333333,0.0,29.0,,Software,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,Dismiss
649413,2014-07-02,71,984.0,1144.0,ProdGlitch,23.0,0.0,0.0,116.1000871,0.0,11.0,35.60189425,Software,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,Dismiss
531534,2015-10-03,93,,576.0,ProdGlitch,11.0,1.0,0.0,308.3394397,2.0,13.0,31.55383541,Other,dont buy it.,0,Dismiss
982470,2010-10-14,274,,398.0,ProdFailure,11.0,1.0,,87.37900765,,14.0,20.58821436,Other,So Far So Good!.,1,Dismiss
971206,2016-01-20,98,545.0,621.0,ProdFailure,10.0,0.0,0.0,124.021625,0.0,19.0,32.56568637,Desktop,I have tried these cables with my computer and my iPod and it works just fine.,1,Dismiss
919738,2019-08-06,143,218.0,380.0,ProdFailure,17.0,1.0,0.0,103.5,1.0,17.0,,Desktop,One of my favorite purchases ever.,1,Dismiss
149950,2022-12-07,189,345.0,592.0,ProdFailure,15.0,0.0,0.0,89.34062711,0.0,17.0,39.99018836,Other,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,Dismiss
349003,2013-06-25,49,677.0,846.0,ProdGlitch,4.0,0.0,0.0,112.5734189,0.0,15.0,41.67399636,Other,Great for the jawbone.,1,Dismiss
271977,2018-07-30,129,670.0,1109.0,ProdFailure,9.0,0.0,0.0,147.1974137,0.0,12.0,37.08598608,Software,"I have only had it for a few weeks, but so far, so good.",1,Dismiss
222690,2017-01-08,109,,666.0,ProdGlitch,,0.0,0.0,349.7523621,0.0,7.0,34.34334852,Other,This is hands down the best phone I've ever had.,1,Dismiss
463135,2020-07-03,153,544.0,951.0,ProdFailure,6.0,0.0,0.0,134.2426479,2.0,22.0,35.08572068,Laptop,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,Dismiss
980746,2010-01-16,254,1493.0,2107.0,ProdGlitch,10.0,0.0,0.0,266.5067241,1.0,34.0,41.61798303,Other,"stay away from this store, be careful.",0,Dismiss
35778,2010-10-27,275,1506.0,1923.0,ProdGlitch,3.0,0.0,0.0,177.8714733,0.0,17.0,39.97865033,Server,"This is a simple little phone to use, but the breakage is unacceptible.",0,Dismiss
767521,2008-12-10,230,719.0,1017.0,ProdGlitch,5.0,0.0,0.0,214.3892524,0.0,13.0,29.04596406,Other,Worst customer service.,0,Dismiss
255063,2018-07-12,128,291.0,392.0,ProdGlitch,7.0,0.0,0.0,93.39500247,2.0,12.0,31.28306102,Other,Stay Away From the Q!.,0,Dismiss
475945,2022-08-05,183,269.0,595.0,ProdFailure,15.0,0.0,0.0,183.6144149,1.0,19.0,36.29961798,Laptop,VERY comfortable.,1,Dismiss
511657,2008-10-30,229,180.0,571.0,ProdFailure,26.0,0.0,1.0,213.0362848,0.0,24.0,25.54701032,Other,Good price.,1,Dismiss
694387,2008-04-24,219,701.0,1883.0,,9.0,0.0,0.0,367.5414905,0.0,17.0,32.69251534,Other,Absolutely great.,1,Dismiss
891440,2012-02-22,378,312.0,582.0,ProdFailure,,0.0,0.0,,7.0,0.0,34.22618958,Other,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so fa,1,Dismiss
653746,2012-01-15,362,366.0,536.0,ProdFailure,,0.0,0.0,,6.0,0.0,32.01469166,Other,Very easy to use.,1,Dismiss
320181,2009-12-23,252,262.0,509.0,ProdFailure,24.0,0.0,0.0,302.4312241,,12.0,31.25832865,Other,This is simply the BEST bluetooth headset for sound quality!,1,Dismiss
686649,2020-04-30,151,449.0,684.0,ProdFailure,27.0,1.0,0.0,279.9479886,1.0,17.0,37.18094785,Desktop,I would have given no star if I was able.,0,Dismiss
831410,2023-08-30,202,1256.0,1664.0,ProdFailure,1.0,,0.0,395.1487613,,51.0,36.13250999,Software,"Good value, works fine - power via USB, car, or wall outlet.",1,Dismiss
866704,2024-01-16,209,452.0,738.0,ProdFailure,1.0,0.0,0.0,235.3955528,0.0,12.0,34.57184425,Software,"Terrible product, and waste of money!",0,Dismiss
882544,2023-10-21,205,259.0,955.0,ProdFailure,28.0,1.0,5.0,248.4048782,0.0,21.0,17.80584889,Other,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,Dismiss
724097,2020-12-09,159,895.0,1042.0,ProdFailure,15.0,0.0,3.0,183.6333333,0.0,37.0,,Laptop,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,Dismiss
728572,2013-10-16,55,874.0,1166.0,ProdGlitch,6.0,0.0,0.0,186.424416,1.0,27.0,28.4175309,Laptop,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1,Dismiss
544245,2011-09-14,323,234.0,455.0,ProdFailure,0.0,0.0,0.0,69.19973077,0.0,7.0,15.77819668,Other,"Comfortable, Nice Range, Good Battery Life.",1,Dismiss
352077,2015-11-14,94,777.0,1012.0,ProdFailure,2.0,0.0,0.0,65.87658672,1.0,23.0,38.10800099,Desktop,Good Quality.,1,Dismiss
198954,2013-10-12,55,434.0,816.0,ProdFailure,4.0,0.0,0.0,216.1333333,4.0,30.0,,,This phone is slim and light and the display is beautiful.,1,Dismiss
790148,2018-09-30,130,,255.0,ProdGlitch,28.0,0.0,0.0,198.0728056,0.0,5.0,25.50782049,,Motorola finally got the voice quality of a bluetooth headset right.,1,Dismiss
652960,2023-03-14,194,393.0,1035.0,ProdGlitch,6.0,0.0,0.0,127.5305161,0.0,15.0,31.36762719,Other,Thank you for such great service.,1,Dismiss
242417,2018-08-31,130,539.0,700.0,ProdGlitch,28.0,0.0,3.0,212.3869245,1.0,24.0,36.72874424,Other,It was quite comfortable in the ear.,1,Dismiss
92476,2018-04-08,125,620.0,1026.0,ProdGlitch,10.0,2.0,6.0,226.4333333,4.0,42.0,,Other,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time",1,Dismiss
593134,2017-04-05,112,668.0,1077.0,ProdFailure,10.0,0.0,0.0,152.9298285,1.0,12.0,39.64082898,Software,Same problem as others have mentioned.,0,Dismiss
421916,2013-03-23,30,200.0,297.0,ProdFailure,2.0,0.0,0.0,187.0666667,0.0,12.0,,Other,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,Dismiss
587101,2019-02-22,136,127.0,520.0,ProdGlitch,24.0,0.0,1.0,269.6287109,0.0,19.0,28.17242611,Software,Mic Doesn't work.,0,Dismiss
71503,2020-10-01,157,480.0,656.0,ProdFailure,3.0,0.0,0.0,149.9063788,1.0,12.0,30.48636123,Laptop,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall,",1,Dismiss
645680,2022-07-02,181,271.0,776.0,ProdGlitch,,0.0,0.0,249.4133616,0.0,50.0,43.72793048,Other,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1,Dismiss
377573,2011-05-20,300,1760.0,2400.0,ProdFailure,1.0,1.0,0.0,198.8666667,2.0,13.0,,Laptop,One of my favorite purchases ever.,1,Dismiss
350951,2015-11-27,95,470.0,594.0,ProdFailure,4.0,0.0,0.0,78.02555168,0.0,11.0,31.41813239,Other,Best headset ever!!!.,1,Dismiss
568720,2014-08-28,75,,498.0,,,,,,,,12.39123504,,It finds my cell phone right away when I enter the car.,1,Dismiss
214337,2011-01-14,281,721.0,1120.0,ProdFailure,20.0,4.0,1.0,120.7333333,1.0,58.0,,Laptop,I purcashed this for the car charger and it does not work.,0,Dismiss
18913,2012-06-26,428,1009.0,1589.0,ProdFailure,14.0,,1.0,221.1178184,4.0,30.0,42.58161533,Other,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable wa,1,Dismiss
202225,2011-02-10,283,1046.0,1360.0,ProdGlitch,13.0,0.0,2.0,291.1716614,1.0,27.0,5.762994872,Laptop,Very good stuff for the price.,1,Dismiss
422626,2020-08-14,155,937.0,1068.0,ProdFailure,13.0,,1.0,132.8205709,0.0,18.0,33.29297369,FARMING,It fits my ear well and is comfortable on.,1,Dismiss
795388,2021-09-16,170,700.0,815.0,ProdFailure,7.0,0.0,0.0,117.1953992,1.0,20.0,21.98183572,Software,If you are Razr owner...you must have this!,1,Dismiss
422683,2017-07-20,117,516.0,723.0,ProdGlitch,15.0,0.0,1.0,125.36337,4.0,20.0,,Other,"Then I exchanged for the same phone, even that had the same problem.",0,Dismiss
61322,2015-05-15,86,577.0,708.0,ProdGlitch,5.0,0.0,0.0,87.84531097,3.0,19.0,41.75352499,Other,Clear crisp sound.,1,Dismiss
324381,2023-10-18,205,826.0,1099.0,ProdFailure,,0.0,0.0,176.3666652,1.0,25.0,37.86483283,Other,Crisp and Clear.,1,Dismiss
727681,2023-05-17,199,936.0,1300.0,ProdFailure,9.0,2.0,5.0,210.9666667,2.0,18.0,,Software,the charger worked for about a week and then completely stopped charging my phone.,0,Dismiss
148631,2020-12-16,159,880.0,1095.0,ProdFailure,7.0,0.0,0.0,138.0,2.0,21.0,,Laptop,Arrived quickly and much less expensive than others being sold.,1,Dismiss
898508,2009-02-02,235,189.0,516.0,ProdFailure,26.0,0.0,1.0,206.765495,0.0,24.0,27.55140882,Other,"Sounds good reasonably priced and effective, Its that simple !",1,Dismiss
433625,2018-04-03,125,550.0,753.0,ProdFailure,0.75,0.0,1.0,113.0333333,1.0,16.0,,Other,Fantastic buy and will get again for whatever my next phone is,1,Dismiss
364822,2013-05-24,42,440.0,550.0,ProdFailure,6.0,,1.0,75.43333333,,16.0,,,I plugged it in only to find out not a darn thing worked.,0,Dismiss
132676,2009-01-02,232,1445.0,1766.0,ProdFailure,5.0,,,179.239077,5.0,42.0,40.82316043,Laptop,"I had ordered a motorola data cable, got a very well finished and working product.",1,Dismiss
326577,2010-05-29,263,,459.0,ProdFailure,,,,92.57722408,,13.0,27.92400089,Other,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,Dismiss
456753,2019-03-31,137,886.0,1140.0,ProdGlitch,10.0,0.0,0.0,250.3295845,0.0,25.0,30.97173013,Desktop,"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a",1,Dismiss
194642,2008-11-19,230,,1503.0,,,,,,,,17.12566043,,I was able to do voice dialing in the car with no problem.,1,Dismiss
574049,2018-05-09,126,582.0,721.0,ProdGlitch,30.0,0.0,3.0,198.243176,0.0,23.0,35.79425984,Other,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,Dismiss
704470,2023-10-28,205,418.0,654.0,ProdFailure,12.0,0.0,2.0,113.4824598,1.0,22.0,43.20659883,Software,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,Dismiss
70132,2013-11-02,57,1009.0,1114.0,ProdGlitch,23.0,0.0,0.0,117.4995929,0.0,12.0,38.75056267,Software,Headset works great & was packaged nicely to avoid any damage.,1,Dismiss
35940,2012-08-04,457,1182.0,1747.0,ProdFailure,11.0,0.0,0.0,170.6522245,0.0,5.0,37.73075139,Server,Truly awful.,0,Dismiss
265085,2020-12-22,160,562.0,771.0,ProdFailure,0.0,0.0,0.0,190.3964069,0.0,24.0,31.73703429,Software,I great reception all the time.,1,Dismiss
533877,2021-01-31,161,766.0,1031.0,ProdFailure,5.0,2.0,0.0,76.07793545,0.0,20.0,24.18793386,Other,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,Dismiss
176700,2011-12-25,352,2346.0,370.0,ProdFailure,2.0,0.0,1.0,216.6666372,2.0,50.0,40.41005141,Desktop,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,Dismiss
727667,2020-12-02,159,388.0,689.0,ProdFailure,9.0,0.0,0.0,250.9275029,1.0,16.0,22.17526323,Laptop,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,Dismiss
149264,2014-07-06,71,1201.0,1801.0,ProdFailure,8.0,0.0,0.0,221.6073242,0.0,18.0,32.67435897,Other,"Clear Skype Calls, Long Battery Life, Long Range.",1,Dismiss
913742,2012-02-20,377,316.0,764.0,ProdFailure,5.0,0.0,0.0,192.3516702,2.0,18.0,23.87340882,Laptop,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,Dismiss
393182,2010-08-17,269,478.0,788.0,ProdFailure,11.0,0.0,0.0,132.3473921,0.0,19.0,41.13070668,Other,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,Verify Product Defect History
775924,2023-07-24,200,1425.0,1900.0,ProdFailure,0.2,2.0,4.0,313.5333333,3.0,18.0,,Desktop,I love the ringtones because they are so upbeat!,1,Verify Product Defect History
399947,2013-03-27,30,345.0,459.0,ProdGlitch,8.5,0.0,2.0,62.36666667,0.0,10.0,,Desktop,It always cuts out and makes a beep beep beep sound then says signal failed.,0,Verify Product Defect History
389463,2017-03-25,111,319.0,614.0,,31.0,0.0,0.0,239.0505566,0.0,19.0,20.96127294,Other,Display is excellent and camera is as good as any from that year.,1,Verify Product Defect History
722865,2015-02-08,82,674.0,801.0,ProdGlitch,2.0,0.0,0.0,104.3965066,0.0,7.0,36.91231088,Other,"What possesed me to get this junk, I have no idea...",0,Verify Product Defect History
227761,2017-01-15,109,450.0,610.0,ProdFailure,10.0,0.0,0.0,72.49466093,0.0,23.0,35.66764597,Other,Someone shouldve invented this sooner.,1,Verify Product Defect History
230920,2012-06-21,426,224.0,664.0,ProdFailure,17.0,0.0,0.0,204.2036332,0.0,30.0,41.15627594,Other,You get what you pay for I guess.,0,Verify Product Defect History
917556,2019-11-07,147,829.0,1148.0,,,,,,,,34.47807397,,AMAZON SUCKS.,0,Verify Product Defect History
704999,2021-02-19,161,510.0,727.0,ProdFailure,8.0,0.0,0.0,90.32595067,2.0,15.0,43.89773033,Other,$50 Down the drain.,0,Verify Product Defect History
339308,2022-08-25,184,610.0,963.0,ProdFailure,2.0,0.0,0.0,80.15575717,0.0,23.0,35.42557919,Software,Were JERKS on the phone.,0,Verify Product Defect History
440606,2018-11-17,133,614.0,721.0,,12.0,0.0,0.0,260.0716499,0.0,27.0,27.28688203,Other,Lousy product.,0,Verify Product Defect History
299362,2022-05-15,180,658.0,1002.0,ProdGlitch,22.0,0.0,0.0,237.1016319,0.0,24.0,36.33819671,Laptop,Internet is excrutiatingly slow.,0,Verify Product Defect History
128140,2015-06-28,88,517.0,608.0,ProdFailure,23.0,0.0,0.0,277.5895886,3.0,29.0,39.88548381,Other,"Provides good protection and looks classy, too.",1,Verify Product Defect History
77203,2015-02-27,83,1787.0,2519.0,ProdFailure,,0.0,0.0,130.7309108,0.0,22.0,42.35805988,FARMING,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,Verify Product Defect History
122019,2008-07-11,224,745.0,1023.0,ProdFailure,18.0,0.0,0.0,206.5813951,1.0,12.0,40.84802282,Other,Lately they have been extremely nice and helpful on the phone.,1,Verify Product Defect History
244231,2022-05-25,180,880.0,1313.0,ProdFailure,14.0,0.0,0.0,179.5666667,2.0,26.0,,Desktop,Excellent hands free tool.,1,Verify Product Defect History
330845,2021-02-07,161,459.0,644.0,ProdGlitch,3.0,0.0,0.0,117.0737532,0.0,17.0,33.8247164,Software,They work about 2 weeks then break.,0,Verify Product Defect History
906170,2021-07-25,168,692.0,,ProdFailure,21.0,0.0,0.0,190.6933138,1.0,20.0,35.89402586,Software,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,Verify Product Defect History
890210,2009-01-17,234,643.0,957.0,ProdGlitch,13.0,0.0,0.0,128.2392225,0.0,13.0,35.15764561,Software,Same problem as others have mentioned.,0,Verify Product Defect History
17809,2008-01-16,215,1107.0,1780.0,ProdFailure,6.0,0.0,0.0,212.6040797,4.0,24.0,43.3108563,Software,Highly recommend for any one who has a blue tooth phone.,1,Verify Product Defect History
343090,2011-11-05,336,874.0,1319.0,ProdFailure,30.0,0.0,0.0,342.4680597,0.0,20.0,40.89238843,Desktop,don't waste your money and time.,0,Verify Product Defect History
617673,2019-12-17,149,445.0,723.0,ProdFailure,6.0,0.0,0.0,156.3317445,2.0,11.0,28.16444054,Laptop,Love This Phone.,1,Verify Product Defect History
472299,2023-04-16,196,859.0,1127.0,ProdFailure,18.0,0.0,0.0,239.1377941,4.0,31.0,36.03118029,Desktop,Better than expected.,1,Verify Product Defect History
330139,2017-04-15,112,627.0,730.0,ProdFailure,13.0,0.0,0.0,226.5659049,3.0,31.0,38.33979805,Laptop,This is a great deal.,1,Verify Product Defect History
945695,2017-10-06,120,78.0,653.0,ProdGlitch,8.0,2.0,0.0,347.1233258,0.0,21.0,16.81630749,Other,Cumbersome design.,0,Verify Product Defect History
628980,2016-06-02,100,419.0,516.0,ProdFailure,15.0,0.0,0.0,84.12345095,0.0,12.0,31.26731878,Other,Love this product.,1,Verify Product Defect History
332451,2023-02-16,192,313.0,602.0,ProdFailure,18.0,0.0,0.0,170.5812991,1.0,20.0,35.60054495,Laptop,REALLY UGLY.,0,Verify Product Defect History
618896,2020-10-09,157,603.0,800.0,ProdFailure,0.2,1.0,0.0,85.2,1.0,23.0,,Desktop,I could not recommend these more.,0,Verify Product Defect History
457617,2018-07-09,128,773.0,976.0,ProdFailure,6.0,0.0,0.0,125.5348018,2.0,27.0,39.46266339,Desktop,Terrible.. My car will not accept this cassette.,0,Verify Product Defect History
268424,2011-08-14,318,602.0,978.0,ProdFailure,6.0,0.0,11.0,312.4333333,0.0,46.0,,Desktop,I ordered this product first and was unhappy with it immediately.,0,Verify Product Defect History
805495,2015-07-04,88,321.0,375.0,ProdFailure,3.0,0.0,0.0,74.44929477,3.0,19.0,25.34174093,Other,"Couldn't use the unit with sunglasses, not good in Texas!",0,Verify Product Defect History
166576,2020-11-12,158,718.0,897.0,ProdFailure,0.0,1.0,1.0,122.9555871,1.0,25.0,33.51907044,Other,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day",1,Verify Product Defect History
590633,2018-03-04,124,267.0,524.0,ProdGlitch,0.0,0.0,0.0,253.3180433,0.0,11.0,38.82102132,Other,The phone crashed completely and now I have to get it replaced.,0,Verify Product Defect History
793375,2023-11-30,206,1850.0,2340.0,ProdFailure,3.0,0.0,0.0,313.6044894,0.0,27.0,40.04911263,Laptop,Battery charge-life is quite long.,1,Verify Product Defect History
808322,2010-03-24,258,1371.0,1670.0,ProdFailure,7.0,0.0,1.0,209.085283,1.0,19.0,36.18947433,Other,The Jabra EarGels fit my ears very well.,1,Verify Product Defect History
976112,2019-10-07,146,761.0,1064.0,ProdFailure,4.0,0.0,0.0,80.70619763,1.0,13.0,34.52955009,Other,This one works and was priced right.,1,Verify Product Defect History
252359,2020-11-11,158,,965.0,ProdFailure,28.0,0.0,0.0,328.2104926,0.0,15.0,12.1535212,Software,"Because both ears are occupied, background is not distracting at all.",1,Verify Product Defect History
108234,2015-01-09,81,666.0,827.0,ProdFailure,4.0,0.0,0.0,184.1934176,0.0,15.0,32.39650949,,Disapointing Results.,0,Verify Product Defect History
227817,2014-12-08,80,792.0,1165.0,ProdGlitch,8.0,,,,,,,Other,So I basically threw my money out the window for nothing.,0,Verify Product Defect History
25308,2009-09-02,249,461.0,775.0,ProdFailure,9.0,0.0,0.0,120.0835519,1.0,19.0,42.92950927,Other,It doesn't work in Europe or Asia.,0,Verify Product Defect History
43949,2015-07-03,88,333.0,510.0,ProdFailure,2.0,0.0,0.0,80.82247969,1.0,20.0,16.88303101,Software,I would highly recommend this product.,1,Verify Product Defect History
19890,2021-11-17,172,70.0,578.0,ProdFailure,0.0,0.0,0.0,330.9709043,0.0,6.0,37.94331514,FARMING,This device is great in several situations:1.),1,Verify Product Defect History
926803,2021-04-30,164,1000.0,1222.0,ProdFailure,0.0,0.0,0.0,123.1339876,0.0,30.0,34.93667391,Laptop,The item received was Counterfeit.,0,Verify Product Defect History
663782,2014-06-19,70,388.0,535.0,ProdGlitch,15.0,0.0,0.0,96.36666667,0.0,18.0,,Laptop,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,Verify Product Defect History
786980,2014-08-23,75,573.0,800.0,ProdFailure,4.0,0.0,5.0,86.23333333,3.0,14.0,,Laptop,"every thing on phone work perfectly, she like it.",1,Verify Product Defect History
923614,2009-06-07,242,398.0,,ProdFailure,3.0,1.0,0.0,184.7251127,0.0,16.0,51.63038059,Server,I had to go to a store and bought a new NOKIA phone which is working great.,1,Verify Product Defect History
406433,2012-06-09,421,178.0,658.0,ProdFailure,18.0,0.0,0.0,201.4302702,1.0,30.0,43.19519357,Other,DO NOT BUY DO NOT BUYIT SUCKS,0,Verify Product Defect History
82319,2020-04-14,151,1401.0,1763.0,ProdFailure,11.0,0.0,0.0,248.1884191,0.0,20.0,30.0801582,Desktop,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone i,0,Verify Product Defect History
401392,2013-01-07,708,1920.0,2923.0,ProdFailure,10.0,0.0,0.0,221.6084858,2.0,25.0,30.37854757,Server,"My father has the V265, and the battery is dying.",0,Verify Product Defect History
517306,2012-07-25,441,,511.0,ProdFailure,,5.0,,130.4969829,,19.0,27.10511582,Other,"Looks good in the picture, but this case was a huge disappointment!!",0,Verify Product Defect History
288908,2016-06-10,101,812.0,985.0,ProdFailure,1.0,0.0,0.0,73.16044771,1.0,23.0,38.33125572,Desktop,The battery runs down quickly.,0,Verify Product Defect History
565831,2008-04-19,219,104.0,248.0,ProdFailure,,0.0,0.0,61.28669845,2.0,19.0,40.01662162,Other,I purcashed this for the car charger and it does not work.,0,Verify Product Defect History
105727,2016-02-17,99,354.0,580.0,ProdFailure,11.0,0.0,0.0,229.5228444,1.0,31.0,37.2974321,Other,I'm trying to return it for a refund.,0,Verify Product Defect History
933908,2018-07-08,128,751.0,1052.0,ProdGlitch,8.0,0.0,0.0,151.8511659,0.0,35.0,31.21070474,Laptop,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,Verify Product Defect History
954995,2009-01-12,233,277.0,501.0,ProdFailure,16.0,0.0,0.0,136.401603,1.0,24.0,28.0529211,Other,This is a VERY average phone with bad battery life that operates on a weak network.,0,Verify Product Defect History
739237,2013-03-22,30,1198.0,1935.0,ProdGlitch,8.0,0.0,0.0,130.0333585,0.0,27.0,,Other,How stupid is that?,0,Verify Product Defect History
304082,2022-09-05,184,754.0,1017.0,ProdFailure,0.0,0.0,0.0,279.3700507,1.0,20.0,38.75029966,Laptop,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,Verify Product Defect History
