Loan_ID,APP_DATE,LOAN,LOANDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,ACTION
797740,2007-06-10,9000,50513.0,61190.0,DebtCon,Other,5.0,0.0,0.0,75.38855124,1.0,11.0,30.49800512,Swith to Lease
400955,2019-08-13,30300,0.0,52545.0,0,0,1.0,1.0,3.0,187.7221845,10.0,15.0,2.594364447,Swith to Lease
498602,2005-03-28,4000,67625.0,80698.0,CarImp,Mgr,11.0,0.0,1.0,212.3493039,0.0,25.0,39.12871763,Swith to Lease
139365,2009-04-08,11400,28043.0,87684.0,CarImp,ProfExe,20.0,1.0,1.0,229.1779592,0.0,10.0,25.48999451,Swith to Lease
938846,2015-11-05,20800,29503.0,54923.0,DebtCon,Other,0.0,0.0,0.0,215.4807143,0.0,12.0,38.73213217,Swith to Lease
761935,2009-02-13,11100,50350.0,58837.0,DebtCon,Other,6.0,0.0,0.0,80.84321682,0.0,10.0,28.79316627,Swith to Lease
921907,2016-06-06,21800,48162.0,70361.0,DebtCon,Office,2.0,0.0,0.0,227.9862791,0.0,12.0,36.0618164,Swith to Lease
624891,2020-03-10,35800,207312.0,271738.0,DebtCon,ProfExe,4.0,0.0,0.0,228.8020074,0.0,32.0,32.68199935,Swith to Lease
333791,2018-02-27,25200,51789.0,75569.0,DebtCon,Other,25.0,0.0,1.0,281.9286846,1.0,30.0,40.87461909,Swith to Lease
334203,2008-05-10,10200,44000.0,57000.0,DebtCon,Other,0.0,1.0,0.0,191.7333333,2.0,13.0,0.0,Swith to Lease
890207,2015-01-04,19300,148542.0,195791.0,DebtCon,ProfExe,12.0,0.0,0.0,110.3276351,0.0,23.0,30.53661059,Swith to Lease
607132,2011-08-13,14600,59658.0,80384.0,DebtCon,0,8.0,0.0,0.0,0.0,0.0,0.0,25.1928694,Swith to Lease
751315,2009-09-20,12000,64000.0,80000.0,DebtCon,Other,2.0,0.0,0.0,239.5333333,3.0,26.0,0.0,Swith to Lease
593134,2009-02-15,11200,66868.0,107794.0,DebtCon,Office,10.0,0.0,0.0,152.9298285,1.0,12.0,39.64082898,Swith to Lease
800230,2012-06-29,15500,98646.0,115669.0,DebtCon,Other,13.0,0.0,0.0,177.5489659,0.0,26.0,33.350529,Swith to Lease
620773,2021-01-14,52700,0.0,80747.0,CarImp,Self,10.0,0.0,0.0,174.1256156,0.0,21.0,25.26444754,Swith to Lease
594232,2005-09-17,5700,76948.0,85753.0,CarImp,Other,7.0,0.0,0.0,128.4764515,0.0,25.0,37.85968784,Swith to Lease
875249,2020-03-03,35300,83439.0,134691.0,DebtCon,Mgr,30.0,0.0,0.0,355.8060308,0.0,20.0,41.88307125,Swith to Lease
501219,2014-06-14,18300,109437.0,114900.0,DebtCon,Other,1.0,0.0,0.0,138.1718508,1.0,20.0,38.33231689,Swith to Lease
374213,2013-01-07,16200,104896.0,137950.0,DebtCon,Office,2.0,0.0,0.0,112.2830944,2.0,15.0,32.76133796,Swith to Lease
25073,2016-02-14,21300,99613.0,147991.0,CarImp,0,0.0,0.0,0.0,0.0,0.0,0.0,38.49756059,Swith to Lease
227562,2012-02-10,15000,79000.0,108000.0,CarImp,Other,0.4,0.0,0.0,385.5,3.0,31.0,0.0,Swith to Lease
324531,2009-04-17,11500,53651.0,87547.0,CarImp,Other,18.0,0.0,0.0,191.3968875,0.0,16.0,34.36865089,Swith to Lease
165197,2013-06-22,16800,144756.0,183810.0,DebtCon,Mgr,11.0,0.0,0.0,243.5422549,0.0,20.0,26.73398284,Swith to Lease
618756,2016-08-08,22100,86148.0,141472.0,DebtCon,Other,11.0,0.0,0.0,89.16146609,2.0,14.0,40.67729771,Swith to Lease
447813,2016-03-06,21400,53071.0,104997.0,DebtCon,Office,1.0,0.0,4.0,173.5751047,0.0,47.0,37.82317309,Swith to Lease
188551,2010-02-08,12500,83924.0,100114.0,CarImp,ProfExe,0.0,0.0,0.0,71.30419761,1.0,20.0,34.71276881,Swith to Lease
776621,2009-05-06,11600,82326.0,94599.0,DebtCon,Other,0.0,4.0,0.0,0.0,0.0,3.0,29.89362148,Swith to Lease
609524,2016-04-05,21500,94310.0,142986.0,DebtCon,ProfExe,22.0,1.0,0.0,170.2049996,0.0,25.0,39.56664624,Swith to Lease
744347,2006-12-11,8200,51730.0,59025.0,DebtCon,Other,16.0,0.0,3.0,220.8132902,0.0,37.0,24.38009265,Swith to Lease
562898,2013-09-06,17100,0.0,96036.0,DebtCon,Office,27.0,0.0,0.0,327.0017911,0.0,15.0,12.4986698,Swith to Lease
702104,2011-05-15,14100,51723.0,77207.0,DebtCon,ProfExe,21.0,0.0,0.0,199.533048,0.0,15.0,25.09214722,Swith to Lease
777573,2020-12-11,50400,43635.0,104114.0,CarImp,Self,10.0,0.0,0.0,224.4829394,3.0,35.0,40.8514441,Swith to Lease
60799,2006-02-14,6600,40926.0,50486.0,CarImp,Office,10.0,0.0,0.0,179.8008681,0.0,19.0,27.53237611,Swith to Lease
678433,2007-08-30,9300,81986.0,94513.0,DebtCon,Other,2.0,3.0,0.0,0.0,0.0,4.0,31.89390379,Swith to Lease
216298,2009-02-27,11200,153103.0,181849.0,CarImp,Office,6.0,0.0,0.0,186.249507,0.0,55.0,33.99556536,Swith to Lease
474618,2017-06-12,23800,188250.0,233800.0,DebtCon,ProfExe,2.0,0.0,0.0,307.5727526,1.0,27.0,36.6907244,Swith to Lease
657960,2016-08-17,22200,125703.0,162648.0,DebtCon,Office,3.0,0.0,0.0,374.2114868,0.0,51.0,37.58435894,Swith to Lease
789347,2015-03-16,19800,99137.0,121781.0,CarImp,Mgr,4.0,0.0,1.0,302.1278732,1.0,20.0,39.51062834,Swith to Lease
835418,2016-04-20,21600,70832.0,96503.0,CarImp,Office,13.0,0.0,0.0,136.3971417,0.0,14.0,37.58053042,Swith to Lease
717008,2005-12-29,6300,49498.0,64296.0,DebtCon,Mgr,6.0,0.0,4.0,111.2065132,1.0,10.0,38.57713194,Swith to Lease
333755,2012-11-17,16000,42000.0,63400.0,CarImp,Office,3.5,0.0,0.0,123.8,0.0,18.0,0.0,Swith to Lease
172227,2021-02-16,62500,124491.0,198338.0,DebtCon,ProfExe,10.0,0.0,0.0,324.3207318,1.0,26.0,38.06975144,Swith to Lease
100950,2007-04-03,8600,44992.0,66403.0,DebtCon,Other,8.0,0.0,0.0,172.551555,1.0,27.0,43.87561082,Swith to Lease
314508,2015-12-25,21000,87000.0,140000.0,DebtCon,ProfExe,22.0,1.0,0.0,163.3666667,1.0,25.0,0.0,Swith to Lease
287104,2015-06-27,20100,62661.0,87329.0,DebtCon,Other,18.0,0.0,0.0,198.3413433,0.0,22.0,32.83817817,Swith to Lease
953519,2008-05-12,10200,102281.0,114277.0,0,Office,15.0,0.0,0.0,263.2869775,0.0,16.0,36.82778595,Swith to Lease
926912,2020-06-08,39500,132485.0,192838.0,DebtCon,Mgr,0.0,1.0,0.0,176.1238814,0.0,24.0,31.7374782,Swith to Lease
453181,2011-08-27,14600,82837.0,95796.0,DebtCon,Other,0.0,0.0,0.0,148.3552211,0.0,23.0,42.03308487,Swith to Lease
725670,2019-09-25,31100,136521.0,188264.0,DebtCon,ProfExe,1.0,1.0,0.0,227.6518778,2.0,19.0,38.51864488,Swith to Lease
34179,2007-11-14,9700,0.0,64644.0,CarImp,Other,0.0,0.0,0.0,368.0709241,0.0,6.0,36.5731696,Swith to Lease
139715,2019-05-27,28800,132019.0,168828.0,DebtCon,Mgr,0.0,0.0,0.0,231.286134,1.0,24.0,35.49030567,Swith to Lease
230920,2020-08-27,42600,22446.0,66485.0,DebtCon,Other,17.0,0.0,0.0,204.2036332,0.0,30.0,41.15627594,Swith to Lease
936439,2010-03-22,12600,100590.0,138649.0,CarImp,ProfExe,14.0,0.0,0.0,138.1647046,4.0,22.0,34.5987274,Swith to Lease
811190,2016-03-02,21400,85609.0,108469.0,DebtCon,Mgr,24.0,0.0,1.0,306.1836619,0.0,43.0,39.91928991,Swith to Lease
344068,2006-04-20,7000,120000.0,175450.0,DebtCon,Other,8.0,0.0,0.0,219.1666667,1.0,20.0,0.0,Swith to Lease
484511,2005-12-30,6300,79667.0,96988.0,DebtCon,ProfExe,1.0,0.0,0.0,0.0,0.0,0.0,29.83596072,Swith to Lease
778048,2005-08-16,5400,78300.0,88000.0,CarImp,ProfExe,8.0,0.0,0.0,102.5,3.0,19.0,0.0,Swith to Lease
546256,2015-08-15,20400,86559.0,123114.0,DebtCon,Other,9.0,0.0,0.0,280.7932257,2.0,16.0,34.43917111,Swith to Lease
627469,2007-05-01,8700,58060.0,65605.0,DebtCon,Other,23.0,0.0,0.0,259.6838134,3.0,29.0,39.82999946,Swith to Lease
881597,2012-07-30,15600,63500.0,80000.0,DebtCon,Sales,0.2,3.0,0.0,104.5666667,2.0,20.0,0.0,Swith to Lease
169031,2011-01-14,13700,81378.0,108628.0,CarImp,ProfExe,12.0,0.0,2.0,181.7225343,0.0,27.0,32.65202263,Swith to Lease
625959,2012-11-02,15900,16744.0,52234.0,DebtCon,ProfExe,3.0,0.0,0.0,288.4159495,0.0,16.0,17.45222743,Swith to Lease
389634,2019-05-07,28500,43413.0,73248.0,DebtCon,Mgr,13.0,0.0,0.0,102.5670171,6.0,16.0,35.67150507,Swith to Lease
717193,2007-01-19,8400,75912.0,95329.0,DebtCon,Mgr,18.0,0.0,1.0,294.1642246,0.0,24.0,38.64180454,Swith to Lease
901872,2018-06-20,26000,107291.0,137426.0,DebtCon,Mgr,9.0,2.0,0.0,191.57344,4.0,18.0,40.76740141,Swith to Lease
141320,2018-11-27,27200,61000.0,104044.0,DebtCon,Other,16.0,0.0,1.0,141.9812345,0.0,30.0,39.54650758,Swith to Lease
388690,2009-03-19,11300,16115.0,69113.0,DebtCon,ProfExe,22.0,0.0,2.0,403.5149997,0.0,12.0,22.16824452,Swith to Lease
929649,2010-08-09,13000,110094.0,145807.0,DebtCon,ProfExe,2.0,0.0,0.0,285.2759347,0.0,45.0,35.04547106,Swith to Lease
544245,2019-11-20,32300,23448.0,45557.0,DebtCon,Other,0.0,0.0,0.0,69.19973077,0.0,7.0,15.77819668,Swith to Lease
356318,2014-06-26,18300,68096.0,99051.0,DebtCon,Mgr,1.0,0.0,0.0,85.8431617,0.0,17.0,27.63351648,Swith to Lease
279035,2006-01-02,6300,26655.0,29792.0,DebtCon,Other,1.0,1.0,0.0,12.75926745,10.0,6.0,28.36185178,Swith to Lease
577150,2009-09-12,12000,72000.0,106000.0,DebtCon,Other,6.0,0.0,0.0,78.06666667,2.0,14.0,0.0,Swith to Lease
745660,2013-01-15,16200,62783.0,94394.0,DebtCon,Office,1.0,0.0,0.0,167.429347,0.0,25.0,23.69115685,Swith to Lease
147528,2020-10-29,47600,0.0,86652.0,CarImp,Office,7.0,0.0,0.0,304.0581023,0.0,13.0,31.57129492,Swith to Lease
372600,2008-12-20,11000,102000.0,120000.0,DebtCon,0,3.0,0.0,0.0,125.8,1.0,26.0,0.0,Swith to Lease
13588,2008-07-09,10400,64904.0,76767.0,DebtCon,Office,11.0,0.0,0.0,245.0180119,4.0,37.0,41.42384413,Swith to Lease
45099,2017-08-02,24100,95549.0,112283.0,DebtCon,Other,22.0,0.0,0.0,243.3497326,0.0,28.0,39.08269663,Swith to Lease
421346,2019-07-03,29500,118000.0,169900.0,DebtCon,Mgr,8.0,0.0,0.0,138.9666667,1.0,23.0,0.0,Swith to Lease
527720,2018-06-26,26000,154000.0,190000.0,0,Other,0.0,0.0,4.0,171.4333333,3.0,58.0,0.0,Swith to Lease
267719,2008-08-29,10600,81151.0,200459.0,CarImp,Self,14.0,0.0,0.0,9.53414271,0.0,7.0,21.22321399,Swith to Lease
933908,2010-05-20,12800,75139.0,105289.0,CarImp,ProfExe,8.0,0.0,0.0,151.8511659,0.0,35.0,31.21070474,Swith to Lease
540399,2017-07-01,23900,85097.0,100730.0,CarImp,0,9.0,0.0,0.0,0.0,0.0,0.0,29.50851727,Swith to Lease
793182,2006-10-22,8000,41000.0,54000.0,DebtCon,Mgr,4.0,0.0,0.0,189.7,1.0,22.0,0.0,Swith to Lease
252580,2010-07-27,13000,20200.0,37245.0,DebtCon,ProfExe,21.0,0.0,1.0,199.9,2.0,16.0,0.0,Swith to Lease
533828,2018-11-20,27100,20479.0,46735.0,DebtCon,Other,24.0,0.0,0.0,103.8162897,0.0,10.0,24.25867722,Swith to Lease
473882,2015-10-25,20700,69810.0,100756.0,CarImp,Other,3.0,0.0,0.0,213.7282918,1.0,13.0,32.87190897,Swith to Lease
419767,2006-09-09,7800,0.0,30320.0,DebtCon,Other,2.0,0.0,0.0,295.1134207,0.0,13.0,23.24567301,Swith to Lease
838044,2014-06-09,18200,63852.0,93356.0,DebtCon,Other,1.0,0.0,0.0,181.9117699,0.0,31.0,33.20940925,Swith to Lease
283113,2005-08-21,5500,52897.0,65054.0,CarImp,Office,20.0,0.0,0.0,189.2953185,0.0,19.0,20.6541289,Swith to Lease
114504,2006-12-24,8200,135929.0,200275.0,DebtCon,ProfExe,0.0,0.0,0.0,69.61717488,1.0,23.0,37.80543265,Swith to Lease
220745,2006-02-15,6600,95450.0,112630.0,CarImp,Office,23.0,0.0,0.0,122.8155841,0.0,12.0,36.77345872,Swith to Lease
276341,2011-02-27,13800,75142.0,95667.0,DebtCon,Mgr,19.0,0.0,0.0,230.4575544,10.0,24.0,33.38331418,Swith to Lease
394129,2007-07-13,9100,0.0,50391.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.02470583,Swith to Lease
21710,2018-10-20,26900,115638.0,145440.0,DebtCon,Office,4.0,0.0,0.0,294.7001921,2.0,36.0,43.90864533,Swith to Lease
908275,2020-12-02,50100,48370.0,106233.0,CarImp,Self,8.0,0.0,0.0,193.6509051,3.0,36.0,39.93534357,Swith to Lease
757694,2005-11-22,6100,0.0,35250.0,CarImp,Other,0.0,0.0,0.0,303.0,0.0,12.0,0.0,Swith to Lease
166576,2012-09-24,15800,71820.0,89739.0,DebtCon,Other,0.0,1.0,1.0,122.9555871,1.0,25.0,33.51907044,Swith to Lease
361172,2009-11-09,12100,46152.0,72773.0,DebtCon,Other,0.0,0.0,0.0,270.4899801,0.0,20.0,29.49511599,Swith to Lease
877065,2014-01-13,17600,64857.0,82449.0,DebtCon,Other,1.0,0.0,0.0,312.882474,3.0,15.0,43.47886256,Swith to Lease
638677,2021-01-10,52200,0.0,81115.0,CarImp,Self,10.0,0.0,0.0,173.2142842,1.0,21.0,24.98188282,Swith to Lease
772924,2017-06-30,23900,27800.0,43403.0,DebtCon,Other,27.0,0.0,0.0,307.6242388,0.0,12.0,31.91370468,Swith to Lease
607481,2018-02-24,25200,55283.0,103324.0,DebtCon,ProfExe,0.0,0.0,0.0,181.4513682,0.0,26.0,32.92386047,Swith to Lease
594252,2007-02-23,8500,30077.0,42770.0,DebtCon,Office,0.25,0.0,0.0,89.26666667,0.0,10.0,0.0,Swith to Lease
87031,2015-12-13,21000,53572.0,80048.0,DebtCon,Mgr,9.0,2.0,0.0,69.90656984,2.0,27.0,34.9310865,Swith to Lease
149294,2007-07-27,9100,78210.0,86558.0,DebtCon,Mgr,8.0,0.0,0.0,92.11150428,0.0,23.0,28.1670747,Swith to Lease
507692,2018-07-02,26100,0.0,36277.0,DebtCon,Other,9.0,0.0,0.0,79.33145984,0.0,13.0,20.51714628,Swith to Lease
229293,2006-06-20,7400,0.0,44651.0,CarImp,Other,2.0,0.0,0.0,271.9181691,0.0,25.0,42.9300431,Swith to Lease
265085,2012-11-03,16000,56295.0,77146.0,DebtCon,Office,0.0,0.0,0.0,190.3964069,0.0,24.0,31.73703429,Swith to Lease
404681,2017-01-18,22900,131767.0,174684.0,0,Mgr,24.0,0.0,4.0,329.647795,1.0,28.0,32.36162706,Swith to Lease
835303,2011-03-21,13900,0.0,40881.0,CarImp,Other,0.0,0.0,0.0,297.9070847,1.0,8.0,25.94071095,Swith to Lease
367502,2019-01-15,27600,64818.0,91915.0,DebtCon,Other,16.0,0.0,0.0,99.60460781,0.0,17.0,32.46114433,Swith to Lease
24782,2008-01-13,9900,108155.0,219936.0,CarImp,ProfExe,2.0,0.0,0.0,126.9393774,1.0,15.0,27.99205166,Swith to Lease
786979,2010-09-19,13200,77241.0,112904.0,DebtCon,Other,5.0,0.0,0.0,68.54904501,2.0,14.0,34.53524372,Swith to Lease
221616,2016-09-21,22400,52597.0,69312.0,DebtCon,Office,2.0,0.0,0.0,224.2413307,0.0,12.0,33.82410789,Swith to Lease
971274,2012-04-14,15200,65000.0,92000.0,DebtCon,Office,1.0,0.0,0.0,152.1333333,4.0,20.0,0.0,Swith to Lease
123677,2007-12-31,9900,79379.0,205346.0,CarImp,Self,14.0,0.0,0.0,20.21419487,0.0,7.0,19.79942792,Swith to Lease
88168,2006-07-06,7500,47518.0,60252.0,DebtCon,Other,16.0,0.0,3.0,220.6249839,0.0,37.0,26.71153647,Swith to Lease
898181,2009-11-27,12200,45095.0,64736.0,DebtCon,Other,9.0,0.0,0.0,249.6737711,0.0,18.0,31.63530262,Swith to Lease
667069,2013-12-22,17500,46636.0,72908.0,DebtCon,Other,7.0,0.0,0.0,110.2309072,3.0,15.0,41.51229209,Swith to Lease
431120,2013-12-27,17500,87294.0,114031.0,DebtCon,Other,15.0,0.0,0.0,147.0985835,2.0,8.0,34.46794,Swith to Lease
876093,2006-05-24,7200,62329.0,78007.0,DebtCon,ProfExe,8.0,0.0,0.0,55.35880309,1.0,23.0,38.64027711,Swith to Lease
779744,2008-08-08,10500,42003.0,53754.0,DebtCon,Other,16.0,0.0,0.0,84.55110419,0.0,12.0,32.34295932,Swith to Lease
279681,2014-09-10,18700,39441.0,71345.0,DebtCon,Other,11.0,0.0,4.0,132.8367575,0.0,13.0,27.69164816,Swith to Lease
389161,2019-06-09,28900,102108.0,147463.0,DebtCon,Mgr,19.0,0.0,0.0,205.8658949,0.0,13.0,41.65421132,Swith to Lease
912049,2009-11-02,12100,31400.0,48000.0,DebtCon,Other,6.0,1.0,0.0,107.5333333,2.0,16.0,0.0,Swith to Lease
55410,2017-07-26,24100,57041.0,92081.0,DebtCon,Other,7.0,0.0,0.0,230.0597297,0.0,19.0,35.89670864,Swith to Lease
76207,2017-05-22,23700,0.0,78878.0,DebtCon,Sales,4.0,0.0,0.0,408.1876462,0.0,23.0,24.20093583,Swith to Lease
456222,2017-09-15,24400,93411.0,140031.0,CarImp,ProfExe,6.0,0.0,0.0,177.5112494,0.0,32.0,31.02733592,Swith to Lease
366197,2014-10-05,18800,73396.0,137076.0,DebtCon,Office,18.0,0.0,1.0,163.5920452,4.0,20.0,40.37537241,Swith to Lease
14924,2014-07-15,18400,40673.0,60418.0,CarImp,Other,27.0,0.0,0.0,247.6495789,0.0,13.0,24.98029896,Swith to Lease
790963,2011-02-20,13800,40674.0,61216.0,DebtCon,Other,0.0,0.0,0.0,108.7902333,2.0,19.0,40.99070382,Swith to Lease
919738,2011-06-18,14300,21828.0,38000.0,DebtCon,Mgr,17.0,1.0,0.0,103.5,1.0,17.0,0.0,Swith to Lease
899832,2006-09-15,7900,126919.0,166566.0,CarImp,Mgr,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Swith to Lease
848924,2014-07-22,18500,46555.0,69186.0,DebtCon,ProfExe,19.0,0.0,0.0,187.2301325,0.0,22.0,38.18814386,Swith to Lease
160833,2017-12-05,25000,188545.0,241279.0,DebtCon,Other,9.0,0.0,0.0,102.5,2.0,26.0,0.0,Swith to Lease
556929,2019-02-02,27700,25947.0,49836.0,DebtCon,Other,24.0,0.0,0.0,120.0258521,0.0,10.0,23.81017336,Swith to Lease
670004,2011-09-09,14700,94672.0,0.0,0,Other,14.0,0.0,1.0,67.03803191,0.0,11.0,40.31743443,Swith to Lease
26005,2016-02-15,21300,67282.0,86861.0,DebtCon,Office,4.0,0.0,0.0,173.7925073,0.0,15.0,37.36452883,Swith to Lease
17863,2010-06-12,12900,89510.0,102628.0,CarImp,Other,20.0,0.0,0.0,117.8571727,3.0,24.0,28.53735409,Swith to Lease
44337,2019-05-12,28600,94165.0,130285.0,DebtCon,Office,10.0,0.0,1.0,137.8133309,0.0,28.0,42.08001604,Swith to Lease
492106,2011-06-03,14200,100664.0,129166.0,DebtCon,Mgr,4.0,0.0,0.0,255.6876484,2.0,41.0,38.74675979,Swith to Lease
614663,2017-09-07,24400,50317.0,71327.0,DebtCon,Other,6.0,0.0,0.0,45.48580177,1.0,18.0,37.01414079,Swith to Lease
711360,2010-05-18,12800,91040.0,114331.0,DebtCon,Other,12.0,0.0,0.0,175.8773501,0.0,26.0,34.74718504,Swith to Lease
155777,2008-11-21,10900,17282.0,70783.0,DebtCon,ProfExe,19.0,0.0,1.0,404.9043933,0.0,11.0,23.61012437,Swith to Lease
697366,2009-10-19,12100,48622.0,83158.0,CarImp,Other,4.0,0.0,2.0,191.5692916,0.0,12.0,29.20449955,Swith to Lease
306548,2015-09-01,20500,64123.0,103728.0,DebtCon,Office,8.0,0.0,1.0,112.5822669,1.0,17.0,35.84627282,Swith to Lease
179951,2018-11-15,27100,140305.0,237302.0,CarImp,ProfExe,27.0,0.0,0.0,349.5142676,2.0,18.0,37.42084716,Swith to Lease
532042,2011-12-21,15000,48882.0,156000.0,DebtCon,ProfExe,20.0,0.0,0.0,239.5,0.0,28.0,0.0,Swith to Lease
735055,2014-09-24,18700,66003.0,82410.0,DebtCon,Mgr,0.0,1.0,0.0,85.77380757,1.0,23.0,51.5173853,Swith to Lease
829276,2016-01-27,21200,70000.0,101250.0,DebtCon,Other,1.0,1.0,0.0,43.6,7.0,49.0,0.0,Swith to Lease
947773,2015-02-09,19500,50000.0,89100.0,0,ProfExe,7.0,2.0,1.0,86.23333333,4.0,25.0,0.0,Swith to Lease
547184,2018-01-13,25000,68000.0,0.0,DebtCon,Other,8.0,0.0,1.0,134.7666667,3.0,33.0,0.0,Swith to Lease
343752,2019-05-03,28500,97262.0,131830.0,DebtCon,Office,10.0,0.0,0.0,168.8035325,0.0,29.0,42.3249247,Swith to Lease
870850,2010-01-23,12400,57105.0,74582.0,DebtCon,Other,12.0,0.0,0.0,134.0317679,0.0,20.0,36.92573641,Swith to Lease
932618,2014-11-22,19000,122000.0,158000.0,DebtCon,Office,2.0,0.0,1.0,374.0333333,0.0,52.0,0.0,Swith to Lease
488519,2008-08-06,10500,69656.0,88198.0,DebtCon,Office,15.0,0.0,0.0,97.31940617,0.0,8.0,27.32239655,Swith to Lease
532917,2019-11-03,31900,16363.0,43218.0,DebtCon,Other,29.0,0.0,0.0,200.3016025,0.0,14.0,42.09417911,Swith to Lease
640533,2006-06-09,7300,28500.0,42050.0,CarImp,Other,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Swith to Lease
434228,2018-02-03,25100,77088.0,111568.0,DebtCon,Mgr,7.0,0.0,0.0,288.0080252,2.0,29.0,32.55083764,Swith to Lease
154620,2009-06-08,11700,59506.0,85000.0,DebtCon,Other,3.0,0.0,0.0,37.56666667,2.0,4.0,0.0,Swith to Lease
970708,2007-09-04,9300,21979.0,39880.0,DebtCon,Other,3.0,0.0,0.0,0.0,0.0,0.0,38.84408933,Swith to Lease
937664,2017-06-05,23700,18825.0,55549.0,DebtCon,Other,26.0,0.0,1.0,203.8609299,0.0,25.0,26.62907739,Swith to Lease
937166,2010-08-14,13000,44875.0,57713.0,DebtCon,Other,0.0,1.0,0.0,184.9903244,1.0,12.0,28.60207607,Swith to Lease
148631,2012-10-28,15900,88000.0,109500.0,DebtCon,ProfExe,7.0,0.0,0.0,138.0,2.0,21.0,0.0,Swith to Lease
529125,2013-11-07,17300,65077.0,91991.0,DebtCon,Other,0.0,2.0,3.0,114.0234424,2.0,26.0,35.90776048,Swith to Lease
471554,2020-12-19,50800,44992.0,108486.0,CarImp,Self,6.0,0.0,0.0,204.9624883,2.0,36.0,40.771305,Swith to Lease
528584,2012-11-29,16000,98338.0,115759.0,DebtCon,Other,8.0,0.0,0.0,296.0762618,1.0,19.0,30.06273571,Swith to Lease
528147,2014-01-09,17600,44571.0,66088.0,CarImp,Office,2.0,0.0,0.0,126.0903816,0.0,17.0,30.87190179,Swith to Lease
385892,2010-12-28,13600,18232.0,75898.0,DebtCon,ProfExe,19.0,0.0,2.0,399.3557015,0.0,12.0,21.26089485,Swith to Lease
308103,2016-11-18,22600,31933.0,47669.0,CarImp,Self,4.0,0.0,0.0,133.447479,0.0,11.0,24.20108619,Swith to Lease
163716,2018-08-29,26500,0.0,38964.0,DebtCon,Other,11.0,1.0,0.0,102.7529024,0.0,14.0,20.35358208,Swith to Lease
876430,2010-12-18,13600,66754.0,80156.0,DebtCon,Other,5.0,0.0,0.0,238.62182,3.0,26.0,31.55270697,Swith to Lease
796606,2020-09-02,42900,8117.0,66731.0,CarImp,Office,0.0,0.0,0.0,315.2548189,0.0,19.0,13.31235591,Swith to Lease
482950,2019-06-17,29000,79000.0,0.0,CarImp,ProfExe,8.0,0.0,1.0,189.7,1.0,33.0,0.0,Swith to Lease
469762,2010-06-06,12900,102905.0,117694.0,CarImp,Office,1.0,0.0,0.0,137.1424731,1.0,21.0,35.86546621,Swith to Lease
513260,2020-10-26,47500,95847.0,152789.0,DebtCon,Other,16.0,0.0,0.0,230.0672773,8.0,18.0,38.95925288,Swith to Lease
294007,2020-08-05,41700,0.0,854112.0,CarImp,Other,16.0,0.0,0.0,180.6088782,0.0,23.0,42.07164538,Swith to Lease
976251,2007-08-13,9300,30204.0,57036.0,0,Other,30.0,0.0,0.0,235.492813,0.0,19.0,23.13784056,Swith to Lease
369824,2012-09-04,15800,91095.0,109401.0,DebtCon,Sales,12.0,0.0,1.0,154.3601832,0.0,17.0,33.52627067,Swith to Lease
796271,2006-02-18,6700,0.0,55396.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.70399156,Swith to Lease
370356,2014-03-09,17900,97335.0,167384.0,0,Other,0.0,0.0,0.0,250.4871084,0.0,24.0,39.15632328,Swith to Lease
250822,2012-03-22,15200,58000.0,77000.0,DebtCon,Other,0.9,1.0,0.0,127.8666667,3.0,26.0,0.0,Swith to Lease
480893,2012-06-02,15400,63456.0,96794.0,DebtCon,ProfExe,3.0,0.0,0.0,85.52936247,0.0,28.0,37.362645,Swith to Lease
145755,2018-07-28,26300,118304.0,177819.0,DebtCon,Sales,17.0,0.0,0.0,299.2172523,1.0,30.0,34.36826933,Swith to Lease
761619,2018-05-12,25700,32039.0,54499.0,DebtCon,Other,15.0,0.0,0.0,114.8074121,2.0,24.0,31.14295705,Swith to Lease
582386,2018-05-05,25600,65030.0,92453.0,DebtCon,Other,5.0,0.0,0.0,0.0,0.0,0.0,35.02885642,Swith to Lease
320706,2009-06-29,11800,21813.0,30436.0,DebtCon,Office,5.0,0.0,1.0,104.0116359,0.0,16.0,19.40846123,Swith to Lease
968103,2008-07-06,10400,63626.0,79477.0,0,Other,12.0,0.0,0.0,260.7972622,0.0,27.0,27.94286603,Swith to Lease
398653,2010-07-06,13000,80587.0,110064.0,DebtCon,Other,6.0,0.0,0.0,85.00919673,1.0,13.0,33.99003974,Swith to Lease
70541,2013-11-04,17300,110614.0,137552.0,DebtCon,ProfExe,6.0,0.0,0.0,85.23250072,0.0,13.0,31.34436552,Swith to Lease
475045,2009-02-08,11100,67366.0,102936.0,DebtCon,Other,9.0,0.0,0.0,213.2814957,0.0,20.0,19.07865117,Swith to Lease
472937,2006-03-22,6900,70717.0,87466.0,CarImp,Other,2.0,0.0,0.0,112.5890607,0.0,15.0,41.4280899,Swith to Lease
40156,2008-05-31,10200,61179.0,69591.0,DebtCon,0,18.0,0.0,0.0,148.7044776,1.0,11.0,34.47220461,Swith to Lease
