MACHINE_ID,REPAIR_DATE,S_0,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,ACTION
5305833,2014-07-31,-1.0641923,-3.4432433,-4.0276544,-4.0201691,-3.4153193,-3.3599483,-2.4662136,-1.3520667,-1.0964331,-0.74291719,Check Bearings
3757704,2014-11-15,-0.7209994,-2.5652911,-4.0089174,-4.9440794,-4.2423484,-2.8441103,-1.8024182,-1.7049477,-1.3512557,-0.40323882,Check Bearings
2424695,2019-01-16,-1.2312705,-1.6132898,-1.767079,-1.9571294,-2.1097039,-2.0488546,-1.7955729,-1.3879453,-0.98395458,-0.871842,Check for Misalignment
4692568,2008-08-12,-1.0528602,-3.9544183,-4.6029308,-4.4974587,-3.744105,-2.6310894,-1.6911189,-1.508471,-0.67587076,-0.19836652,Turn Off Machine
1362569,2011-06-27,-1.2663774,-2.5112793,-2.9786176,-3.3492861,-3.7104385,-3.7922504,-3.0500617,-1.9477515,-1.4091824,-1.0942809,Run at 50% Capacity
5505449,2013-07-05,-0.6069442,-3.7746347,-4.6437723,-4.5946453,-3.8176648,-2.561339,-1.7924083,-1.613861,-0.78299952,-0.20948968,Run at 75% Capacity
8170600,2015-01-27,-0.94533508,-2.9439997,-3.9188611,-4.9644584,-4.5237728,-3.2581152,-1.9045365,-1.5231892,-0.84005253,-0.088373882,Check Belts
4022025,2015-06-19,-1.5864571,-3.2761632,-3.521174,-4.0215019,-4.2432004,-3.8472021,-2.6927804,-1.6571786,-1.1976367,-0.53274776,Check Belts
2564329,2014-02-01,-0.90170791,-2.1250956,-2.6131284,-3.3987729,-3.9253166,-3.7824588,-2.8994678,-1.9352966,-1.6553872,-1.3477084,Check Bearings
7494255,2010-08-19,0.37994618,-1.1638676,-2.1417313,-3.5535545,-3.8960352,-3.3253178,-2.2986633,-1.7238435,-1.4717531,-0.61112612,Run at 25% Capacity
4513132,2011-05-13,-0.80730173,-2.9792921,-3.6274281,-4.2530214,-3.6501405,-2.6694967,-1.7977217,-1.5916281,-0.79374403,-0.045937806,Run at 50% Capacity
495000,2019-06-13,1.3793059,0.10323766,-1.0441523,-1.7611831,-2.1691283,-2.4534825,-2.5712142,-2.5918597,-2.3786902,-1.6223261,Test Electrical
3388153,2020-04-19,-1.1161139,-1.8437318,-2.298493,-2.6259211,-2.8623969,-2.7714447,-2.3894453,-1.7891605,-1.2070661,-0.95239988,Test HVAC
132610,2014-10-12,-4.7359489,-4.9931637,-2.1376164,-2.5728643,-2.8563911,-2.9773452,-2.7015729,-2.187331,-1.353493,-0.87967534,Check Bearings
1817346,2018-10-14,0.83657978,0.0071061271,-0.7640599,-1.6144197,-1.9472098,-1.9229871,-1.6519307,-1.1312158,-0.46088443,-0.035993952,Check for Misalignment
648646,2014-11-19,-1.8732863,-3.4740679,-3.6644116,-3.7829103,-3.5500898,-2.9387332,-2.0657053,-1.6707446,-1.4031064,-0.85378139,Check Bearings
5148699,2016-10-25,-0.43321745,-0.91154318,-1.0005809,-1.5205838,-1.6743403,-1.8432173,-2.1414842,-2.1065378,-1.9385616,-1.7710814,Check for Corrosion
9443366,2010-10-14,0.89864697,-1.4131763,-2.947144,-4.1652556,-4.7705841,-3.8713108,-2.2543828,-1.894149,-1.0674495,-0.022335911,Run at 25% Capacity
5343248,2008-06-05,1.1074486,-0.83920352,-2.7531677,-3.6596592,-4.4884929,-4.2090193,-2.8818302,-1.9358107,-1.7887466,-0.86322252,Turn Off Machine
6815120,2010-06-13,-1.9959247,-3.0150745,-3.3019005,-3.6898802,-3.5620552,-3.0632496,-2.2527669,-1.8233284,-1.7050089,-1.3002233,Run at 25% Capacity
4317679,2013-04-06,0.21290177,-0.73918391,-2.1012689,-3.1005689,-3.6460996,-3.7385878,-3.0598393,-2.1243962,-1.9172784,-1.4458004,Run at 75% Capacity
3423999,2020-01-01,0.103087,-0.36160839,-0.74708822,-0.97842868,-0.93949101,-0.75912383,-0.48821599,-0.22001836,-0.025693293,0.010309793,Test Power Source
6494340,2009-12-27,-1.2180926,-3.1540306,-4.1224174,-4.6706885,-3.9914038,-2.8276997,-1.8495794,-1.6487862,-1.0201105,-0.44339616,Run at 25% Capacity
5528519,2017-01-06,-0.43190266,-0.82520676,-0.62132704,-0.61898983,-0.71937106,-0.6548307,-0.63952926,-0.73664107,-0.7349051,-0.65827471,Check for Corrosion
2097608,2011-10-28,0.81382389,-0.26470628,-2.0340498,-3.2407493,-4.2347469,-4.4521359,-3.1588916,-2.0595472,-1.8792845,-1.0202072,Run at 50% Capacity
8052933,2016-01-27,1.2747581,-0.82698912,-2.8142713,-4.32991,-4.116842,-3.4681563,-2.4311802,-1.5356231,-1.5153985,-0.90537693,Check Belts
926117,2021-08-04,0.27821069,0.031725086,0.36706347,0.40693516,-0.13744159,-0.82970507,-1.3010182,-1.615228,-1.9096738,-2.1584794,Test HVAC
3743483,2012-04-25,-0.80905378,-1.1478444,-2.3573656,-2.7869799,-3.5740561,-3.5824535,-2.7332348,-1.5009477,-1.2761613,-0.76846324,Run at 50% Capacity
7254812,2011-01-26,2.3209216,0.70803163,-0.92651269,-1.7524699,-1.490571,-0.90811902,-0.011926664,0.51327934,0.59719588,1.1632914,Run at 50% Capacity
9663505,2021-02-23,-1.551231,-2.4366437,-2.3614459,-2.8816478,-2.7990774,-2.7622802,-2.430146,-1.8878199,-1.2939037,-0.89388589,Test HVAC
8197000,2009-12-13,-0.39483106,-3.3196961,-4.2699454,-4.4898931,-3.8591154,-2.7204241,-1.7920597,-1.5255655,-0.91530585,-0.29389575,Run at 25% Capacity
7184659,2008-09-24,-1.3255691,-2.6954824,-3.0475356,-3.8353443,-3.7509065,-3.2874929,-2.2372787,-1.730741,-1.5198557,-1.1157773,Turn Off Machine
5817580,2020-05-24,-0.54678098,-1.8248686,-2.174795,-2.8665606,-2.9198776,-2.914734,-2.7815167,-2.4318022,-1.9969383,-1.4783203,Test HVAC
7885233,2017-02-09,-0.8850417,-2.1750728,-2.801528,-3.4225963,-3.5319219,-3.3076014,-3.1237908,-2.6762921,-1.6902224,-0.94346611,Check for Corrosion
7450770,2015-07-18,0.53608564,-2.9111311,-4.0271348,-4.6269735,-4.1960121,-3.0879838,-1.6427053,-1.4591279,-0.9221887,-0.12062577,Check Belts
6702407,2015-11-03,-2.2225435,-3.9908739,-3.9426851,-3.8633892,-3.4437892,-2.5696673,-1.5654197,-1.4954684,-1.0502424,-0.66176958,Check Belts
5019181,2020-02-10,1.5384482,0.5931013,-0.59961816,-1.8898523,-2.7907645,-3.0993783,-3.009047,-2.6071786,-2.1322553,-1.6098408,Test Power Source
9000576,2011-05-27,-1.5750394,-2.73993,-3.2249128,-3.6977431,-3.9351732,-3.6085446,-2.854985,-1.8170462,-1.4224612,-1.0968037,Run at 50% Capacity
4245047,2015-11-30,-0.14338433,-2.3545043,-3.3801896,-3.7601306,-3.6805913,-3.5037486,-2.8105942,-1.8377667,-1.3981506,-1.3238586,Check Belts
8522812,2008-04-28,1.5319341,0.92006083,-0.49019514,-2.0132361,-2.8349715,-3.4859333,-3.2619857,-2.3102226,-1.7047485,-1.678492,Turn Off Machine
3881822,2013-04-27,0.75362956,-0.75871159,-2.0479727,-2.8123237,-3.2599662,-3.1987919,-2.700918,-1.4598662,-0.72824597,-0.44464487,Run at 75% Capacity
5047415,2012-01-06,2.4550368,1.155657,-0.71017197,-2.2941248,-3.8681543,-4.0952412,-3.6524761,-2.4340619,-1.509079,-1.2817241,Run at 50% Capacity
36807,2012-02-06,0.44034205,0.16599565,-1.6214063,-3.1940335,-4.1317897,-4.875341,-4.0105707,-2.3623486,-1.6353021,-1.2200444,Run at 50% Capacity
91399,2012-02-18,1.3345463,-0.34093911,-2.3079524,-3.1471127,-3.9862566,-4.0716617,-2.9094119,-1.9874809,-1.625519,-0.9553919,Run at 50% Capacity
8726148,2011-05-24,-0.66702322,-2.093629,-2.9739918,-4.0690305,-4.2495083,-3.7450081,-2.58007,-1.5376692,-1.3574648,-1.0202969,Run at 50% Capacity
7006989,2015-07-19,-0.15643301,-1.3880274,-2.4836688,-3.3823204,-3.85385,-3.6898867,-3.1310564,-2.1460028,-1.840903,-1.7184974,Check Belts
8824414,2014-05-01,-2.3106928,-4.3415996,-4.1878369,-4.3002712,-4.0424173,-3.1967665,-1.6483284,-1.1454956,-0.99033985,-0.36305439,Check Bearings
9984009,2012-05-15,0.20315245,-1.9100368,-3.3980169,-4.3396373,-4.1915831,-3.0783655,-1.7347663,-1.3748577,-1.181564,-0.35235103,Run at 75% Capacity
5008973,2013-05-28,0.41466943,-1.1185291,-2.7751075,-4.0333087,-4.0332169,-3.3312637,-2.4695011,-1.7820708,-1.6624206,-1.149186,Run at 75% Capacity
4603369,2010-06-07,0.30808027,-2.3541313,-4.0525743,-4.5475812,-3.8726349,-2.873448,-1.9329046,-1.7957404,-1.3965563,-0.70482047,Run at 25% Capacity
4326203,2012-09-27,0.50005684,0.17579862,-1.2735232,-2.593494,-3.250015,-4.1758902,-4.0236105,-3.0838914,-1.8144913,-1.5629759,Run at 75% Capacity
8727075,2020-11-02,1.8861256,1.5882646,0.29822374,-1.4129485,-2.0709525,-2.957272,-3.478518,-3.4692079,-2.7122602,-1.750256,Test HVAC
6938774,2010-09-30,0.61559148,-1.2264459,-2.9603013,-3.955691,-4.3214802,-3.5828557,-2.4545672,-2.0039326,-1.5702154,-0.70957714,Run at 25% Capacity
1798571,2016-07-18,0.71666566,-1.278821,-3.0345106,-3.9758277,-4.6689536,-3.9684009,-2.5240284,-1.851589,-1.5524192,-0.5622815,Check for Corrosion
5166407,2015-04-30,-0.51290734,-2.2542933,-2.9994836,-3.7331545,-4.2076171,-3.9389395,-3.3091121,-2.1803965,-1.5153195,-1.25694,Check Belts
2338985,2012-01-08,-0.40405266,-2.0267389,-3.2861929,-3.5367375,-3.3506949,-2.737319,-1.4782577,-0.40396803,-0.19056323,0.29023204,Run at 50% Capacity
908296,2014-11-24,-3.1007793,-4.717448,-4.3157719,-4.391396,-3.651069,-2.2238237,-1.2021043,-1.0042871,-0.35571432,-0.098000034,Check Bearings
6714252,2017-09-16,-1.1453621,-2.1228584,-2.1898899,-2.9663573,-2.8700274,-2.9587507,-2.7536764,-2.4479511,-2.0693668,-1.5326644,Check for Corrosion
5019593,2011-01-07,-1.2649872,-3.7549341,-4.5309126,-4.1910424,-3.2993438,-2.3677106,-1.8237262,-1.6090984,-0.76667592,-0.44482877,Run at 50% Capacity
9423953,2018-11-30,-0.051424033,-0.7470029,-1.0959729,-1.5802913,-1.9378676,-2.1877647,-2.3810065,-2.4020695,-2.1881102,-1.7686411,Check for Misalignment
30467,2014-04-22,-0.47533173,-2.2227933,-3.2374477,-4.5594319,-4.7061027,-3.5661463,-2.1781356,-1.285549,-1.1509351,-0.32535281,Check Bearings
3042501,2011-08-20,-1.8168121,-2.691529,-2.9474235,-3.41071,-3.407187,-3.1338094,-2.5432698,-2.2410466,-2.0437865,-1.7329782,Run at 50% Capacity
1236747,2015-02-18,-1.4465347,-2.9025933,-3.4340701,-4.3429595,-4.3761145,-3.5307483,-2.2786768,-1.686592,-1.318152,-0.53576658,Check Belts
1266928,2010-04-13,2.6871486,0.15937941,-2.5508971,-4.6722196,-4.5904891,-3.4719081,-2.0516654,-1.053118,-0.84881189,-0.071946419,Run at 25% Capacity
461887,2014-02-26,-1.028633,-2.8965856,-4.1479267,-4.6368762,-3.9358181,-2.8650893,-1.9281085,-1.7899251,-1.1631758,-0.55782996,Check Bearings
8564874,2015-05-16,0.56290576,-1.2818252,-2.715639,-4.1203164,-4.0640317,-3.0355557,-2.0248385,-1.8610009,-1.1778579,-0.44384757,Check Belts
3037316,2009-06-12,-0.33465752,-1.3255297,-1.497576,-2.3815916,-2.7646504,-2.9004751,-3.0817118,-2.9444407,-2.7182295,-2.3986575,Review Capacity
1244748,2011-05-10,-0.66551119,-2.9743856,-4.4855485,-4.4539844,-3.3184157,-1.9025776,-1.4665109,-1.3741465,-0.6090619,-0.19882765,Run at 50% Capacity
3511620,2012-10-13,-0.99417737,-2.84255,-3.7524535,-4.3171954,-3.6186374,-2.6365107,-2.1741872,-1.8375281,-0.96203286,-0.58806994,Run at 75% Capacity
1960168,2016-05-05,1.3961496,1.3187638,-0.74424845,-2.2670787,-3.1287585,-3.7681021,-3.4152067,-2.3301046,-1.759199,-1.7668016,Check Belts
1776920,2015-08-27,0.83787427,-1.0471704,-2.3019621,-3.1819874,-4.0766255,-3.9413194,-3.159873,-2.1883514,-1.8629808,-1.3111173,Check Belts
5000564,2013-06-20,-2.1264775,-3.8896193,-3.9710722,-3.9196742,-3.5592326,-2.8778719,-1.7069056,-1.4173478,-1.3572706,-0.60131427,Run at 75% Capacity
3319967,2016-12-05,-1.4739661,-2.6682493,-2.6832043,-2.9442867,-2.8246452,-2.8748969,-2.7381799,-2.4215981,-1.8984058,-1.2323025,Check for Corrosion
5360792,2017-06-12,-0.92073905,-1.6912191,-1.5785158,-2.126085,-2.1584601,-2.2986499,-2.2027337,-1.9552908,-1.6765961,-1.1460483,Check for Corrosion
3735374,2015-08-02,-0.15409567,-2.8916432,-3.98123,-4.4048756,-4.1297841,-2.959525,-1.849717,-1.6400653,-1.0195058,-0.3081105,Check Belts
2337994,2008-12-02,-0.49044649,-2.2007418,-3.232344,-4.0917426,-4.2000202,-3.769176,-3.1612888,-1.9182283,-1.3599797,-1.2886439,Turn Off Machine
7933640,2014-06-16,-1.8549068,-3.8788731,-4.2996058,-4.3355835,-3.718991,-2.5903273,-1.6020014,-1.3542312,-0.8848165,-0.30051109,Check Bearings
1431117,2017-04-23,-0.65590021,-1.1853073,-1.7333147,-2.0332124,-2.5921437,-2.8876976,-2.6942778,-2.3671037,-1.6461119,-0.98476964,Check for Corrosion
1103820,2015-07-09,-2.0589217,-3.9277876,-4.1052007,-4.2325839,-3.9005637,-2.8644036,-1.5606486,-1.237734,-0.81200069,-0.080466069,Check Belts
1908033,2010-05-04,1.6926019,0.76822367,-1.4944245,-3.0225665,-3.8845197,-4.2340474,-3.0917563,-2.0465291,-1.8092728,-1.0780536,Run at 25% Capacity
7708617,2011-02-20,0.74389521,-1.0622009,-2.5490464,-3.9964459,-4.59753,-3.8916441,-2.6615235,-1.7956421,-1.5728635,-0.94629495,Run at 50% Capacity
5794303,2008-05-24,-0.42019446,-2.2895413,-3.230651,-3.7655611,-3.7326101,-3.5870565,-2.8350787,-1.8828295,-1.6274844,-1.3961483,Turn Off Machine
6432988,2018-03-03,-0.6403399,-1.1138234,-1.5387977,-2.1307264,-2.3167115,-2.772414,-2.8520075,-2.6607567,-2.5085779,-2.1059767,Check for Misalignment
9602754,2019-11-08,-1.4306507,-1.9467028,-1.9011865,-2.5840309,-2.8693186,-3.0734892,-3.1510321,-2.8045676,-2.3739259,-1.8957636,Test Power Source
1353315,2016-07-13,-1.2092348,-2.38048,-2.9941778,-3.5487698,-3.9428243,-3.8723727,-3.1412452,-1.8235115,-1.3122635,-1.2004905,Check for Corrosion
8811857,2016-02-05,-1.022412,-2.8977896,-3.8455832,-3.7918923,-3.0820643,-2.1960964,-1.7494689,-1.7019991,-1.0918959,-0.85770287,Check Belts
2004075,2016-11-21,-1.5008938,-2.3655078,-2.306307,-2.8253465,-2.7390758,-2.5571858,-2.5372758,-2.1774605,-1.6699881,-1.1113671,Check for Corrosion
4935307,2014-10-10,0.18522213,-1.8017254,-2.4965107,-3.7015608,-3.9259967,-3.1335844,-2.1288889,-1.8986667,-1.4252519,-0.7165466,Check Bearings
5170030,2018-03-10,-0.42877829,-0.90058465,-1.0439074,-1.378848,-1.4857473,-1.7699705,-2.0040535,-1.9945874,-1.9655846,-1.7391428,Check for Misalignment
2884723,2018-09-21,0.064019062,-0.6336356,-1.0113979,-1.467612,-1.7820083,-2.2519651,-2.4346833,-2.447899,-2.2170569,-1.7208454,Check for Misalignment
7785185,2020-01-03,0.61523092,-0.20486428,-0.71686235,-1.6072461,-2.3579076,-3.0226728,-3.2963308,-3.1050006,-2.7677998,-2.2692218,Test Power Source
5230812,2013-10-11,2.9368236,0.35368708,-1.6811287,-3.1617203,-3.7840359,-3.6993211,-2.8557827,-1.6109626,-1.2010223,-1.0221041,Check Bearings
434193,2015-12-23,0.37003998,-1.8278082,-3.2656672,-4.4599026,-4.0406183,-2.8879175,-1.9726981,-1.8448142,-1.1402238,-0.5070406,Check Belts
3075418,2008-07-24,-2.6113457,-1.6082489,-1.7455445,-4.6825033,-4.6415307,-4.3551567,-3.1905713,-2.1450959,-1.4156088,-0.52272862,Turn Off Machine
494751,2014-02-10,-0.99740608,-2.5984085,-3.444406,-4.4985208,-4.4237099,-3.1716652,-1.8195702,-1.6231307,-1.1422436,-0.27816966,Check Bearings
3494657,2008-09-13,0.9963011,-1.9488039,-3.2577517,-4.0412007,-4.3233387,-3.742956,-2.2937983,-1.3595327,-1.3512866,-0.474824,Turn Off Machine
9535778,2016-05-29,-1.259319,-3.1203508,-3.7185637,-3.9197994,-3.6870622,-3.2857052,-2.4276223,-1.6843713,-1.5233215,-1.1163885,Check Belts
6132816,2021-09-15,0.54256669,-1.0330419,-2.0473539,-2.9639207,-4.0500457,-4.339991,-4.1711851,-3.4417911,-2.4733263,-1.5638852,Test HVAC
9406569,2019-12-28,0.30740632,-0.45851643,-1.0308569,-1.8324606,-2.552502,-3.2877505,-3.4916164,-3.3854443,-3.0381679,-2.4318515,Test Power Source
9155172,2014-08-12,1.3150942,-1.7154515,-3.7197542,-4.8924488,-4.2547822,-2.9526275,-1.8111917,-1.3089506,-0.82577156,0.029133035,Check Bearings
534568,2017-04-28,-1.1379177,-1.4052998,-1.4695163,-1.7165609,-1.7368288,-1.737878,-1.5827596,-1.4188121,-1.1592227,-0.88619409,Check for Corrosion
4351672,2019-06-15,4.1223835,3.4796887,2.5162805,1.8200795,1.3204987,1.0642804,0.8699785,0.8126115,0.75195788,0.84962756,Test Electrical
9175792,2008-08-03,0.011899162,-0.043893207,-1.3191872,-2.9852164,-3.9556113,-4.7492243,-3.6925982,-2.2513854,-1.647244,-1.3782748,Turn Off Machine
2418718,2011-06-13,0.62035652,-1.2073029,-3.3796393,-4.425429,-4.1141755,-3.2355417,-2.2900772,-1.7454014,-1.5507247,-0.73126145,Run at 50% Capacity
8641390,2021-03-11,0.39910044,-0.70044113,-1.8876659,-2.6331547,-2.7207891,-2.7995659,-2.6489759,-2.465501,-1.9511892,-1.254223,Test HVAC
1462330,2010-02-14,-0.84897113,-2.2005218,-3.4058055,-4.5419863,-4.6033135,-3.8003635,-2.5957905,-1.8882617,-1.4078889,-0.49237615,Run at 25% Capacity
4775452,2010-08-31,-1.2645679,-3.5044439,-3.7989647,-4.178442,-3.7332384,-3.2740775,-2.1180078,-1.5176712,-1.3871592,-0.88293784,Run at 25% Capacity
647443,2019-05-28,-0.96015613,-2.3488312,-3.2501982,-3.4302453,-3.2473804,-2.8689977,-2.4066183,-1.7899912,-1.1207171,-0.94207057,Test Electrical
8255401,2013-04-15,-0.99514461,-3.2167996,-4.1789742,-4.9533992,-3.9385401,-2.332177,-1.5755243,-1.5968166,-0.46835316,-0.14712205,Run at 75% Capacity
6380450,2014-05-30,-0.27730819,-1.8568212,-3.4340418,-4.4938943,-4.2136404,-3.1532823,-1.9119134,-1.6136684,-1.5077505,-0.71666303,Check Bearings
1181199,2019-08-15,0.04294895,-0.98927995,-1.5005918,-1.8156185,-1.5596726,-1.1804897,-0.75325852,-0.5676831,-0.39760815,-0.12118919,Test Electrical
7530339,2014-07-16,1.4054191,-0.45215724,-3.0411942,-4.45251,-4.3689516,-3.5044535,-2.4149037,-1.6400965,-1.4310714,-0.68483493,Check Bearings
5706903,2011-06-02,1.072784,-0.33299912,-2.2095454,-3.8020867,-4.5923974,-4.0401773,-3.1833426,-2.0427207,-1.6019402,-1.3618048,Run at 50% Capacity
1841498,2021-06-24,-0.67881391,-1.642572,-2.1190664,-2.8276808,-2.8568487,-2.5064237,-1.8150578,-1.2409191,-0.87757597,-0.74269482,Test HVAC
6395396,2010-10-03,1.2114378,-0.84823063,-2.736529,-3.6823416,-4.4168466,-3.5947018,-2.524402,-2.0331222,-1.1727267,-0.37382096,Run at 25% Capacity
153891,2014-01-28,1.5609677,-0.49010147,-3.1221683,-4.3102607,-4.4427207,-3.9077535,-2.8017517,-1.7658152,-1.4618368,-0.66493353,Check Bearings
7928880,2016-06-14,0.040410249,-1.354432,-2.8237225,-4.0078291,-4.029922,-3.3628646,-2.3913392,-1.6873507,-1.5133197,-1.0763526,Check for Corrosion
8261239,2015-07-12,-0.98009784,-2.1421062,-2.9424215,-3.6908482,-3.5225026,-3.1406616,-2.536243,-1.7628547,-1.5906732,-1.3279156,Check Belts
9407306,2012-11-24,-2.5333164,-3.7756942,-4.6332799,-4.1907527,-3.0373612,-1.9895209,-1.7313995,-1.4115017,-0.60148185,-0.35493238,Run at 75% Capacity
9652163,2020-06-16,-1.1628447,-2.0311866,-2.4728244,-2.9981108,-2.9960753,-3.0031883,-2.5135597,-2.0325785,-1.4572288,-1.0657479,Test HVAC
5772348,2021-11-14,-1.408756,-2.0879124,-2.1336344,-2.7573841,-2.7300004,-2.4846405,-2.2864769,-1.8421866,-1.4303748,-0.89790081,Test HVAC
5428410,2008-04-23,-1.862747,-3.2036327,-3.6341531,-4.1693744,-3.8880809,-3.2758404,-2.1004304,-1.6623015,-1.4397477,-0.75266185,Turn Off Machine
8460513,2008-10-25,0.3973526,-1.6893153,-2.7698923,-3.8836302,-4.427945,-3.3835845,-2.1474337,-1.8391715,-0.98741251,-0.22154877,Turn Off Machine
3462657,2019-08-05,-0.23416986,-1.6808981,-2.6855486,-3.4242737,-3.4238839,-3.0445597,-2.5090882,-1.8115745,-1.2347593,-1.0410127,Test Electrical
702622,2009-03-30,-1.3230972,-2.1884996,-2.574267,-2.7345512,-2.6375783,-2.5229275,-2.0529501,-1.371116,-0.85482615,-0.67198971,Review Capacity
5426020,2009-06-03,0.075319218,-1.0560698,-1.8675198,-3.3878477,-3.5654752,-3.7112028,-3.0829505,-2.3910152,-1.7967859,-1.36534,Review Capacity
5551545,2014-03-11,0.35733914,-2.0829652,-3.8695616,-4.3345902,-3.9888505,-3.3696582,-2.2762801,-1.6835352,-1.4889834,-0.76869412,Check Bearings
5552241,2014-03-31,0.47918574,-1.3824858,-3.1168243,-4.5687397,-4.352339,-3.3142218,-2.0958274,-1.658193,-1.3015902,-0.54955014,Check Bearings
5033810,2018-02-19,-0.22933933,-0.76811046,-0.90910248,-1.3403185,-1.4225513,-1.6123125,-1.964497,-2.0623189,-2.1007139,-1.9809672,Check for Misalignment
7477448,2012-09-19,-0.68188335,-2.9989868,-3.9900206,-4.2534212,-3.1326141,-1.7908676,-0.82982197,-0.9767985,-0.66062754,0.36016003,Run at 75% Capacity
1723152,2013-12-08,1.0854888,-1.1650594,-3.1012085,-3.8858208,-4.0601672,-3.5679092,-2.3926834,-1.790387,-1.5599994,-0.69801659,Check Bearings
921579,2016-11-26,-0.52427199,-1.4707067,-2.2928386,-2.5220738,-2.526174,-2.461099,-2.3132293,-2.076225,-1.4288455,-0.84864415,Check for Corrosion
1846611,2015-05-18,-0.83958625,-3.2809648,-4.0107828,-4.6292483,-4.1905091,-2.9329353,-1.8725583,-1.6790954,-0.90643098,-0.24257946,Check Belts
7385491,2010-11-24,0.06961167,-2.1483256,-4.1145595,-4.9308403,-3.9113437,-2.6181664,-1.7881162,-1.7136689,-0.95222881,-0.44238152,Run at 25% Capacity
9102092,2011-05-20,-0.77282963,-3.3795477,-4.4651231,-4.3744598,-3.4923925,-2.4612294,-1.6886085,-1.5476423,-0.80652525,-0.32398212,Run at 50% Capacity
1158337,2009-12-30,-0.79301181,-2.0171033,-2.906587,-3.4485773,-3.3634723,-2.5353181,-1.7162103,-1.6194741,-1.1023316,-0.36014543,Run at 25% Capacity
325714,2017-07-06,-0.71579807,-1.6453382,-2.072921,-2.7781124,-2.8186005,-2.7508175,-2.5551852,-2.3739605,-2.1514943,-1.5456356,Check for Corrosion
6181943,2014-08-13,-0.54282874,-3.0825282,-3.9934882,-4.3198593,-4.0553995,-3.4365821,-2.3445502,-1.562671,-1.3024118,-0.66102054,Check Bearings
3568715,2018-03-15,-0.27999474,-0.88703722,-1.2035413,-1.7077764,-1.825967,-1.9338663,-1.962609,-1.7766986,-1.6308443,-1.4173394,Check for Misalignment
952535,2010-01-18,0.15648371,-1.9273526,-3.8034243,-4.3685966,-3.7207057,-2.8148672,-1.9445389,-1.6499407,-1.2996315,-0.52733365,Run at 25% Capacity
9371925,2019-10-05,-0.99610538,-1.5777836,-1.7526663,-2.144546,-2.4517236,-2.797476,-2.6831206,-2.4969181,-2.1339166,-1.584104,Test Power Source
246530,2013-11-29,1.019834,0.071752509,-1.5015827,-2.5631117,-3.3547094,-3.7484135,-3.1066693,-2.1063032,-1.9859756,-1.6799912,Check Bearings
306132,2020-09-03,0.99775926,1.0780875,0.90924167,0.36275858,-0.054989925,-0.45473654,-0.62881713,-0.8079821,-1.1264916,-1.2719045,Test HVAC
8245987,2013-12-24,0.24589672,-2.3817315,-3.379114,-4.1505601,-4.3621519,-3.6047352,-2.20383,-1.6929113,-1.4115929,-0.4531603,Check Bearings
3709776,2021-04-04,-0.61423088,-1.670864,-2.2344016,-2.692276,-2.9212131,-2.9564342,-2.533781,-1.9526328,-1.4947585,-1.3186529,Test HVAC
9202162,2009-03-03,-0.22560212,-1.0069979,-1.7478347,-2.2630139,-2.6591297,-2.9433985,-2.9687215,-2.8596136,-2.6605491,-2.2708663,Review Capacity
3051509,2019-11-13,0.53258567,-0.066142906,0.024876983,-0.64934887,-0.87824045,-1.1227085,-1.267536,-1.0472339,-0.78836858,-0.39922809,Test Power Source
60068,2017-07-12,-1.076052,-1.7122001,-1.9703477,-2.0806734,-1.9719608,-1.8310337,-1.5852248,-1.1270188,-0.77102169,-0.69713333,Check for Corrosion
5487123,2015-07-15,-1.0301951,-3.4735073,-4.2025991,-4.5048823,-3.3587684,-2.1298999,-1.8072763,-1.3162154,-0.44232443,-0.26861795,Check Belts
5921952,2009-05-14,-0.92282223,-1.1388419,-1.1923367,-1.5927683,-1.545915,-1.707827,-1.8900388,-2.0065937,-2.0883727,-2.0254898,Review Capacity
9443552,2014-01-06,-1.322983,-3.5416143,-3.9664131,-4.0773687,-3.1680316,-2.068422,-1.6234508,-1.3309068,-0.73518447,-0.50164446,Check Bearings
4261371,2009-02-07,-0.91837251,-1.2429257,-1.3007632,-1.6873751,-1.6892276,-1.8778009,-2.0833862,-2.1088562,-2.0068948,-1.7611881,Review Capacity
2381444,2013-05-19,-0.82860355,-2.556639,-3.77344,-4.0902879,-3.395271,-2.5047991,-1.9304889,-1.69717,-0.96855991,-0.60509549,Run at 75% Capacity
8654505,2020-12-17,0.77073643,0.44252366,-0.10421992,-0.68867326,-1.0344506,-1.2326099,-1.5874792,-1.6971523,-1.611499,-1.335995,Test HVAC
6471384,2016-01-30,-0.5176889,-1.8696881,-2.6604887,-3.63612,-4.2514723,-3.9381365,-3.0871652,-1.8208743,-1.3796498,-1.2540538,Check Belts
1186543,2016-03-22,0.26772844,-2.1947212,-3.9323049,-4.8459918,-4.1909924,-3.0880528,-1.756472,-1.5559344,-1.1731808,-0.35092302,Check Belts
4745458,2010-10-18,-1.3977914,-2.8416218,-3.2851297,-3.8811381,-3.9681684,-3.7516293,-2.8492473,-1.7669261,-1.3809639,-1.1360787,Run at 25% Capacity
6267783,2011-05-23,1.5568074,-0.41022926,-2.1316809,-3.3238828,-4.2485284,-3.8521325,-2.7026053,-1.5928239,-1.6994396,-0.75692933,Run at 50% Capacity
