Loan_ID,APP_DATE,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,ACTION
489180,2008-04-14,10000,,69502.0,,,,,,,,,25.77278284,Request Samller HELOC
216544,2016-01-27,21200,62067.0,104579.0,HomeImp,Office,13.0,0.0,0.0,143.3645296,0.0,14.0,36.1076674,Request Samller HELOC
492106,2011-06-04,14200,100664.0,129166.0,DebtCon,Mgr,4.0,,,255.6876484,2.0,41.0,38.74675979,Request Samller HELOC
864754,2020-10-10,45200,89427.0,157731.0,DebtCon,Other,17.0,0.0,0.0,209.7670286,8.0,18.0,39.16706289,Request Samller HELOC
694820,2010-09-11,13200,70069.0,88303.0,DebtCon,Other,3.0,0.0,0.0,240.8560165,2.0,25.0,29.06412827,Request Samller HELOC
243573,2007-06-18,9000,51091.0,68264.0,DebtCon,Other,22.0,0.0,0.0,277.7556619,2.0,29.0,39.38731755,Request Samller HELOC
240532,2019-11-16,32200,108871.0,151667.0,DebtCon,Other,11.0,0.0,0.0,227.4154384,0.0,40.0,40.18309857,Request Samller HELOC
760910,2011-07-27,14500,35799.0,51720.0,HomeImp,Other,10.0,0.0,0.0,123.218105,1.0,9.0,18.32493528,Request Samller HELOC
456662,2013-12-05,17400,102228.0,115898.0,DebtCon,ProfExe,0.0,0.0,0.0,144.1981676,0.0,30.0,35.11415035,Request Samller HELOC
309361,2009-05-16,11600,57200.0,72500.0,DebtCon,Other,5.0,0.0,0.0,34.46666667,4.0,15.0,,Request Samller HELOC
557805,2019-11-30,32500,193409.0,297294.0,DebtCon,Other,30.0,0.0,0.0,150.7998535,0.0,22.0,40.59278045,Request Samller HELOC
82979,2005-04-15,4500,66127.0,79087.0,HomeImp,Other,4.0,1.0,0.0,81.3490651,0.0,15.0,40.70530876,Request Samller HELOC
313564,2020-10-08,45000,87000.0,151000.0,DebtCon,Other,16.0,0.0,0.0,223.2,8.0,19.0,,Request Samller HELOC
576843,2020-05-17,38300,93255.0,144457.0,DebtCon,Other,10.0,0.0,0.0,73.65685393,1.0,36.0,41.93949606,Request Samller HELOC
456203,2012-04-07,15200,142766.0,177998.0,DebtCon,Mgr,12.0,0.0,0.0,260.3834391,0.0,21.0,27.53327222,Request Samller HELOC
549988,2018-12-02,27200,24070.0,58216.0,DebtCon,Other,35.0,0.0,0.0,273.3417572,0.0,24.0,37.63994733,Request Samller HELOC
299286,2005-07-01,5000,46696.0,85202.0,HomeImp,Other,2.0,1.0,2.0,148.3406455,0.0,14.0,46.489874,Request Samller HELOC
204659,2018-12-20,27400,113364.0,146520.0,HomeImp,Office,16.0,1.0,1.0,284.3680179,2.0,13.0,34.6276594,Request Samller HELOC
819301,2010-01-21,12400,94000.0,112000.0,DebtCon,Mgr,4.0,0.0,0.0,,0.0,0.0,,Request Samller HELOC
336418,2011-11-08,14900,69723.0,83553.0,DebtCon,Office,5.0,0.0,0.0,114.8555346,1.0,19.0,22.9572918,Request Samller HELOC
708751,2012-08-16,15700,149305.0,,DebtCon,ProfExe,25.0,0.0,2.0,382.8588359,0.0,71.0,38.22834475,Request Samller HELOC
568776,2007-02-28,8500,18240.0,40200.0,HomeImp,Other,1.0,0.0,1.0,306.4,0.0,12.0,,Request Samller HELOC
761641,2018-02-12,25100,26889.0,47061.0,DebtCon,Other,28.0,0.0,0.0,318.9013325,,13.0,31.32456596,Request Samller HELOC
857185,2018-04-26,25600,58606.0,89508.0,DebtCon,Other,8.0,1.0,0.0,140.7127577,2.0,30.0,41.66996371,Request Samller HELOC
547584,2018-06-05,25900,,33888.0,HomeImp,Other,24.0,0.0,0.0,73.85849672,2.0,14.0,28.24306257,Request Samller HELOC
821693,2010-09-26,13300,58000.0,75000.0,DebtCon,Mgr,6.6,0.0,1.0,226.2,1.0,33.0,,Request Samller HELOC
948768,2006-11-12,8100,43553.0,88242.0,DebtCon,,2.0,0.0,0.0,207.9404687,4.0,30.0,31.32965172,Request Samller HELOC
796217,2019-07-07,29700,100657.0,148653.0,DebtCon,Other,14.0,0.0,0.0,221.9253115,0.0,40.0,42.30290733,Request Samller HELOC
250575,2016-10-09,22400,106561.0,157214.0,DebtCon,Mgr,15.0,0.0,0.0,186.6280966,0.0,25.0,33.4306376,Request Samller HELOC
477815,2008-06-26,10300,59340.0,84708.0,HomeImp,Other,13.0,0.0,0.0,222.3648894,1.0,36.0,34.92598425,Request Samller HELOC
544338,2019-01-29,27700,97834.0,132396.0,HomeImp,ProfExe,18.0,0.0,2.0,303.9519145,2.0,26.0,6.887024127,Request Samller HELOC
335058,2017-06-15,23800,9124.0,41900.0,DebtCon,Other,28.0,0.0,2.0,120.7333333,1.0,16.0,,Request Samller HELOC
468562,2015-01-24,19400,51360.0,76100.0,DebtCon,Office,1.0,0.0,0.0,222.8321181,0.0,11.0,36.2633362,Request Samller HELOC
471554,2020-12-20,50800,44992.0,108486.0,HomeImp,Self,6.0,0.0,0.0,204.9624883,2.0,36.0,40.771305,Request Samller HELOC
726501,2015-11-07,20800,150507.0,126763.0,,ProfExe,4.0,0.0,0.0,102.4223879,2.0,33.0,31.990311,Request Samller HELOC
603427,2017-11-06,24800,43287.0,72898.0,DebtCon,Other,8.0,0.0,0.0,87.01103562,1.0,18.0,34.0310957,Request Samller HELOC
647936,2013-11-26,17400,44479.0,78121.0,DebtCon,Mgr,1.0,0.0,0.0,117.3235888,0.0,9.0,27.13398944,Request Samller HELOC
742951,2011-05-28,14200,44412.0,72946.0,DebtCon,ProfExe,19.0,0.0,0.0,196.1321341,0.0,15.0,23.77320187,Request Samller HELOC
207367,2005-06-16,5000,78565.0,98500.0,DebtCon,ProfExe,24.0,0.0,0.0,51.76666667,3.0,14.0,,Request Samller HELOC
774872,2017-04-29,23500,55731.0,89079.0,DebtCon,Mgr,4.0,0.0,0.0,273.6743799,1.0,25.0,33.50940904,Request Samller HELOC
183724,2005-05-13,4900,57461.0,68494.0,DebtCon,ProfExe,8.0,0.0,4.0,183.6356132,0.0,30.0,22.79542355,Request Samller HELOC
741663,2019-01-01,27500,132000.0,179000.0,DebtCon,ProfExe,1.0,1.0,0.0,226.2333333,2.0,19.0,,Request Samller HELOC
935960,2019-10-30,31900,34498.0,82962.0,DebtCon,Other,,,,285.2974893,0.0,16.0,41.15524125,Request Samller HELOC
534111,2013-07-26,17000,134689.0,158661.0,DebtCon,Mgr,,0.0,0.0,227.3954647,0.0,19.0,36.42557176,Request Samller HELOC
705341,2009-08-24,12000,102109.0,121229.0,DebtCon,,2.0,0.0,0.0,104.4825912,0.0,25.0,34.76728889,Request Samller HELOC
181925,2014-09-07,18600,96476.0,119780.0,DebtCon,Office,0.0,,2.0,264.1531247,0.0,29.0,40.80574336,Request Samller HELOC
19938,2019-01-14,27600,131887.0,174323.0,DebtCon,Mgr,0.0,0.0,0.0,243.053713,2.0,24.0,35.27186703,Request Samller HELOC
553470,2013-05-17,16700,102687.0,137417.0,DebtCon,ProfExe,7.0,0.0,0.0,97.76351186,0.0,14.0,31.10800492,Request Samller HELOC
432183,2008-03-12,10000,19225.53,35500.0,HomeImp,Office,5.0,0.0,2.0,186.0,1.0,10.0,,Request Samller HELOC
663740,2020-07-21,41100,129281.0,194500.0,DebtCon,Mgr,,1.0,0.0,197.4320691,0.0,25.0,32.51476871,Request Samller HELOC
118317,2020-03-20,36100,233417.0,324987.0,HomeImp,ProfExe,4.0,0.0,0.0,152.2454279,0.0,25.0,21.86293891,Request Samller HELOC
665280,2010-08-09,13000,26863.0,44218.0,HomeImp,Other,10.0,0.0,0.0,92.99959341,2.0,11.0,29.11293615,Request Samller HELOC
224617,2014-09-28,18700,87958.0,114696.0,DebtCon,Other,20.0,0.0,0.0,301.9122949,0.0,17.0,24.41521969,Request Samller HELOC
972489,2010-06-02,12900,58566.0,74655.0,DebtCon,Mgr,5.0,,,116.7758176,,24.0,39.97705119,Request Samller HELOC
715835,2005-01-27,2900,7750.0,67996.0,HomeImp,Other,16.0,3.0,0.0,122.2046628,2.0,8.0,36.211348,Request Samller HELOC
918314,2019-12-24,33100,111917.0,156552.0,DebtCon,Mgr,12.0,0.0,0.0,107.2948996,2.0,37.0,41.44154866,Request Samller HELOC
380667,2013-03-21,16500,52028.0,63745.0,DebtCon,Other,7.0,0.0,0.0,105.5303761,4.0,18.0,41.34484583,Request Samller HELOC
977264,2006-01-28,6500,51724.0,87770.0,DebtCon,,4.0,0.0,0.0,209.3263116,4.0,29.0,30.3434486,Request Samller HELOC
618170,2009-10-30,12100,50150.0,65565.0,DebtCon,Other,4.0,0.0,0.0,166.2317086,0.0,13.0,26.64432479,Request Samller HELOC
506824,2009-07-06,11800,116742.0,137385.0,DebtCon,ProfExe,15.0,,1.0,170.5400351,1.0,33.0,30.78500359,Request Samller HELOC
295575,2009-10-14,12000,84191.0,100654.0,HomeImp,ProfExe,0.0,0.0,0.0,79.67788538,1.0,20.0,33.77330326,Request Samller HELOC
373361,2011-09-15,14700,65660.0,81937.0,DebtCon,Office,2.0,0.0,0.0,106.6575189,1.0,19.0,25.19780688,Request Samller HELOC
946666,2015-11-23,20900,16174.0,34886.0,DebtCon,Other,1.0,0.0,0.0,52.30365625,1.0,4.0,29.7527322,Request Samller HELOC
23590,2018-09-06,26500,14000.0,45000.0,DebtCon,Other,0.0,0.0,0.0,195.2333333,1.0,7.0,,Request Samller HELOC
700342,2020-11-30,50000,30338.0,,DebtCon,Mgr,8.0,0.0,0.0,91.43100485,0.0,5.0,35.08400093,Request Samller HELOC
131854,2006-04-22,7000,58843.0,75300.0,HomeImp,Other,1.5,0.0,0.0,103.6666667,0.0,7.0,,Request Samller HELOC
500456,2021-03-31,81200,18834.0,108355.0,HomeImp,,28.0,0.0,0.0,139.136329,0.0,14.0,34.04215317,Request Samller HELOC
50808,2013-12-21,17500,56647.0,78000.0,DebtCon,ProfExe,11.0,3.0,2.0,92.3,7.0,29.0,,Request Samller HELOC
127181,2011-03-28,13900,80836.0,93912.0,DebtCon,Other,5.0,2.0,0.0,69.26840914,0.0,20.0,23.91634661,Request Samller HELOC
21710,2018-10-21,26900,115638.0,145440.0,DebtCon,Office,4.0,,,294.7001921,2.0,36.0,43.90864533,Request Samller HELOC
12168,2014-04-11,18000,45000.0,68500.0,DebtCon,ProfExe,10.0,0.0,0.0,190.8,1.0,42.0,,Request Samller HELOC
365942,2017-02-01,23000,,46846.0,DebtCon,Other,,,,77.55320305,,13.0,25.61429467,Request Samller HELOC
356729,2011-06-30,14300,70322.0,88626.0,DebtCon,Other,3.0,0.0,0.0,244.8398642,2.0,26.0,32.64754112,Request Samller HELOC
324897,2019-04-03,28200,185607.0,227617.0,DebtCon,ProfExe,0.0,0.0,0.0,311.0627554,0.0,33.0,42.435285,Request Samller HELOC
395895,2010-01-12,12400,80510.0,97548.0,HomeImp,ProfExe,1.0,0.0,0.0,74.40426333,1.0,19.0,36.45734993,Request Samller HELOC
620439,2010-10-23,13300,25698.0,58760.0,HomeImp,Self,15.0,0.0,0.0,147.9109824,1.0,10.0,30.96207665,Request Samller HELOC
117282,2009-05-06,11500,22758.0,36922.0,DebtCon,Office,7.0,0.0,1.0,103.0481171,0.0,16.0,19.0201683,Request Samller HELOC
901686,2007-10-08,9500,41541.0,57280.0,DebtCon,Other,6.0,0.0,0.0,69.22936935,1.0,10.0,29.16012708,Request Samller HELOC
294686,2018-04-18,25500,,44707.0,DebtCon,Other,,,,95.59549608,,12.0,27.50357097,Request Samller HELOC
322667,2014-06-12,18200,57980.0,79265.0,DebtCon,Other,16.0,0.0,0.0,194.0542928,0.0,20.0,37.72576061,Request Samller HELOC
633134,2014-09-05,18600,15243.0,172611.0,HomeImp,Mgr,25.0,0.0,0.0,73.44153854,2.0,21.0,29.0958828,Request Samller HELOC
43040,2018-01-21,25000,11300.0,154340.0,DebtCon,Other,19.0,1.0,5.0,119.6666667,1.0,21.0,,Request Samller HELOC
914676,2018-08-06,26300,,43472.0,DebtCon,Other,,,,90.08032697,,12.0,28.68850032,Request Samller HELOC
727492,2011-04-15,14000,37019.0,57125.0,DebtCon,Other,,0.0,0.0,69.82355313,0.0,15.0,41.63705877,Request Samller HELOC
956459,2017-09-23,24400,95843.0,123377.0,DebtCon,Self,2.0,0.0,0.0,201.9767562,1.0,26.0,32.90346813,Request Samller HELOC
15682,2013-05-21,16700,54079.0,112463.0,HomeImp,Office,1.0,,3.0,134.9257138,1.0,23.0,37.03395439,Request Samller HELOC
245380,2017-06-20,23900,7500.0,26500.0,DebtCon,Other,17.0,3.0,0.0,126.8333333,2.0,19.0,,Request Samller HELOC
837641,2019-01-21,27600,124139.0,157940.0,DebtCon,Mgr,4.0,0.0,0.0,288.8865395,0.0,24.0,38.22673698,Request Samller HELOC
767056,2018-05-30,25800,112388.0,180313.0,DebtCon,Sales,16.0,0.0,0.0,295.5460058,0.0,31.0,33.24109601,Request Samller HELOC
584654,2012-04-18,15200,77636.0,95682.0,DebtCon,ProfExe,10.0,1.0,1.0,335.8413218,,41.0,37.98254375,Request Samller HELOC
710791,2008-05-03,10100,55559.0,89231.0,HomeImp,Other,16.0,1.0,0.0,175.5555713,0.0,29.0,26.900321,Request Samller HELOC
415406,2011-01-06,13600,81620.0,101933.0,DebtCon,Other,1.0,0.0,0.0,148.0672908,0.0,22.0,41.61289898,Request Samller HELOC
941332,2016-05-19,21700,45697.0,68144.0,DebtCon,Office,5.0,0.0,0.0,166.8710357,1.0,27.0,36.40831543,Request Samller HELOC
482793,2018-05-11,25700,94295.0,143788.0,DebtCon,Mgr,23.0,0.0,0.0,220.7295189,0.0,13.0,42.35812804,Request Samller HELOC
437359,2020-02-07,34300,146171.0,196270.0,DebtCon,ProfExe,19.0,0.0,0.0,195.555801,1.0,21.0,37.94959341,Request Samller HELOC
182786,2009-07-07,11800,38825.0,51984.0,DebtCon,Other,,0.0,0.0,82.52779435,0.0,14.0,40.88273326,Request Samller HELOC
636981,2016-02-22,21300,98507.0,125539.0,HomeImp,Mgr,0.0,0.0,1.0,311.3257037,0.0,19.0,42.22721497,Request Samller HELOC
206617,2009-09-08,12000,73000.0,94900.0,DebtCon,ProfExe,9.0,3.0,0.0,189.7,1.0,30.0,,Request Samller HELOC
230927,2018-01-24,25000,103700.0,172762.0,DebtCon,Other,4.0,0.0,0.0,,0.0,0.0,,Request Samller HELOC
585200,2019-04-04,28200,,117181.0,DebtCon,Mgr,9.0,0.0,0.0,170.6461537,0.0,26.0,31.60143615,Request Samller HELOC
531268,2019-04-25,28400,207687.0,242544.0,HomeImp,Other,8.0,0.0,0.0,134.0076805,0.0,41.0,41.29838663,Request Samller HELOC
583260,2011-10-03,14800,49000.0,98900.0,HomeImp,Other,0.1,0.0,3.0,51.66666667,1.0,10.0,,Request Samller HELOC
836182,2005-09-12,5600,55160.0,86800.0,HomeImp,Other,3.0,1.0,1.0,148.1333333,1.0,14.0,,Request Samller HELOC
390244,2015-10-20,20700,48134.0,78954.0,,,,,,,,,37.76048242,Request Samller HELOC
481335,2006-01-31,6500,65000.0,80400.0,DebtCon,Other,15.0,0.0,0.0,224.8666667,0.0,13.0,,Request Samller HELOC
642124,2011-09-06,14700,,,,,,,,,,,24.59537785,Request Samller HELOC
359709,2013-03-31,16500,48833.0,68872.0,DebtCon,Other,1.0,0.0,0.0,60.39065229,0.0,12.0,22.45962439,Request Samller HELOC
485000,2011-10-12,14800,88898.0,107208.0,DebtCon,Office,30.0,,0.0,329.7602146,1.0,50.0,36.74501301,Request Samller HELOC
749360,2017-07-28,24100,77435.0,113000.0,DebtCon,ProfExe,10.0,0.0,1.0,124.7666667,0.0,19.0,,Request Samller HELOC
272785,2007-09-19,9400,61185.0,65302.0,DebtCon,Other,1.0,0.0,2.0,117.1710044,2.0,18.0,35.61194388,Request Samller HELOC
113702,2013-08-29,17000,51018.0,108148.0,HomeImp,Office,0.0,,2.0,114.9462923,0.0,23.0,40.24125987,Request Samller HELOC
940657,2014-04-27,18000,50409.0,78404.0,DebtCon,ProfExe,9.0,0.0,0.0,191.2820789,0.0,42.0,39.48302397,Request Samller HELOC
715708,2005-04-24,4500,118000.0,146870.0,HomeImp,ProfExe,4.5,2.0,0.0,203.8666667,1.0,20.0,,Request Samller HELOC
29543,2019-07-16,30000,74975.0,118886.0,DebtCon,Mgr,12.0,0.0,0.0,85.0457549,0.0,34.0,26.34913193,Request Samller HELOC
287602,2015-07-26,20200,59347.0,97816.0,HomeImp,ProfExe,18.0,0.0,0.0,618.7358902,1.0,24.0,21.66864227,Request Samller HELOC
857724,2013-05-16,16700,,29387.0,DebtCon,Other,13.0,,,80.82059146,2.0,8.0,33.36449134,Request Samller HELOC
656233,2010-10-14,13300,86360.0,116111.0,HomeImp,Mgr,8.0,0.0,0.0,232.2921386,0.0,24.0,32.01270136,Request Samller HELOC
616862,2016-03-30,21500,125451.0,200594.0,HomeImp,ProfExe,13.0,0.0,0.0,205.2783646,0.0,22.0,36.89339399,Request Samller HELOC
433625,2010-02-14,12500,55000.0,75393.0,DebtCon,Other,0.75,0.0,1.0,113.0333333,1.0,16.0,,Request Samller HELOC
910726,2012-09-15,15800,104913.0,121214.0,DebtCon,ProfExe,2.0,0.0,0.0,134.0038302,0.0,21.0,44.91516055,Request Samller HELOC
669017,2007-11-20,9700,5801.0,58305.0,HomeImp,Other,8.0,2.0,1.0,352.9666667,1.0,22.0,,Request Samller HELOC
782152,2020-02-12,34600,169960.0,224716.0,DebtCon,Mgr,2.0,0.0,0.0,182.0684611,2.0,21.0,32.71020486,Request Samller HELOC
201936,2019-12-21,33000,227543.0,289091.0,DebtCon,ProfExe,3.0,0.0,0.0,203.9415861,0.0,29.0,17.42563348,Request Samller HELOC
876031,2009-12-29,12300,159798.0,177853.0,DebtCon,ProfExe,6.0,,0.0,206.8170726,4.0,25.0,41.42504139,Reduce Credit Card Debt
541478,2005-08-04,5300,60826.0,80826.0,HomeImp,Mgr,10.0,,1.0,212.8917461,0.0,25.0,38.59149403,Reduce Credit Card Debt
920684,2014-03-23,18000,68000.0,98898.0,DebtCon,Office,10.0,0.0,0.0,206.9666667,2.0,13.0,,Reduce Credit Card Debt
528796,2019-07-30,30000,15214.0,38094.0,DebtCon,Other,26.0,0.0,0.0,199.4697909,0.0,15.0,39.5498738,Reduce Credit Card Debt
360113,2012-08-21,15700,64185.0,84000.0,DebtCon,Other,0.2,2.0,2.0,112.0333333,2.0,26.0,,Reduce Credit Card Debt
920793,2016-01-13,21100,61427.0,83722.0,DebtCon,Other,19.0,0.0,0.0,220.5535336,0.0,21.0,32.72762776,Reduce Credit Card Debt
982033,2012-01-30,15000,40000.0,58000.0,,ProfExe,4.0,7.0,0.0,268.8333333,3.0,26.0,,Reduce Credit Card Debt
803466,2009-11-07,12100,74594.0,90555.0,DebtCon,Mgr,4.0,0.0,0.0,123.7766246,2.0,27.0,41.63484731,Reduce Credit Card Debt
79423,2007-06-01,8900,62733.0,77741.0,DebtCon,Mgr,8.0,0.0,0.0,68.89009617,3.0,17.0,37.77330059,Reduce Credit Card Debt
714799,2008-10-23,10800,31149.0,67239.0,DebtCon,Mgr,,,,,,,35.26543738,Reduce Credit Card Debt
823126,2012-08-15,15700,111367.0,127421.0,DebtCon,,16.0,0.0,0.0,184.2348073,1.0,18.0,41.03530607,Reduce Credit Card Debt
284823,2012-11-26,16000,50000.0,71130.0,DebtCon,ProfExe,2.5,0.0,0.0,189.7,0.0,22.0,,Reduce Credit Card Debt
872003,2017-08-13,24200,37500.0,,,ProfExe,4.0,0.0,0.0,123.8,0.0,14.0,,Reduce Credit Card Debt
776621,2009-05-07,11600,82326.0,94599.0,DebtCon,Other,0.0,4.0,0.0,,0.0,3.0,29.89362148,Reduce Credit Card Debt
115920,2007-06-12,9000,75453.0,100646.0,DebtCon,ProfExe,3.0,0.0,0.0,126.309835,0.0,26.0,33.75846632,Reduce Credit Card Debt
604547,2014-03-12,17900,66823.0,91680.0,DebtCon,Mgr,0.0,0.0,0.0,89.43649279,0.0,18.0,27.71065729,Reduce Credit Card Debt
512367,2013-04-09,16500,67000.0,109500.0,DebtCon,Mgr,2.0,4.0,0.0,217.1,2.0,24.0,,Reduce Credit Card Debt
592604,2019-01-13,27600,103898.0,130784.0,DebtCon,Office,11.0,0.0,0.0,147.1283978,0.0,29.0,42.00981358,Reduce Credit Card Debt
866111,2016-06-03,21800,,25566.0,DebtCon,ProfExe,8.0,0.0,0.0,114.5417511,1.0,19.0,21.82563105,Reduce Credit Card Debt
356562,2017-02-19,23100,61524.0,96308.0,DebtCon,Office,1.0,0.0,0.0,160.3831681,1.0,21.0,35.1122412,Reduce Credit Card Debt
558123,2006-02-06,6500,96314.0,105800.0,HomeImp,ProfExe,27.0,0.0,0.0,475.8,2.0,40.0,,Reduce Credit Card Debt
933299,2019-05-03,28500,73188.0,111925.0,HomeImp,Other,5.0,,,123.6131744,11.0,21.0,44.52055475,Reduce Credit Card Debt
788375,2010-05-17,12800,42801.0,51123.0,HomeImp,Other,23.0,0.0,1.0,127.839662,0.0,22.0,39.38959461,Reduce Credit Card Debt
714981,2018-11-12,27000,23160.0,58074.0,DebtCon,Other,36.0,0.0,0.0,275.8432307,1.0,24.0,40.13322041,Reduce Credit Card Debt
444107,2021-02-19,62900,119903.0,201928.0,DebtCon,ProfExe,9.0,0.0,0.0,297.3074808,1.0,25.0,37.63650245,Reduce Credit Card Debt
327867,2008-04-02,10000,,79500.0,DebtCon,ProfExe,19.0,0.0,0.0,285.1,2.0,7.0,,Reduce Credit Card Debt
790994,2010-05-03,12800,73624.0,103213.0,DebtCon,Other,10.0,0.0,0.0,201.6508442,0.0,20.0,19.55727283,Reduce Credit Card Debt
446187,2020-01-23,33700,36851.0,78893.0,DebtCon,Other,,,,302.7271504,0.0,16.0,41.82215987,Reduce Credit Card Debt
955448,2007-01-18,8300,71922.0,117151.0,DebtCon,Office,2.0,0.0,0.0,246.9347582,1.0,37.0,18.15682662,Reduce Credit Card Debt
552728,2007-12-18,9800,80267.0,209931.0,HomeImp,Self,14.0,0.0,0.0,0.50711453,,8.0,19.9696287,Reduce Credit Card Debt
813125,2012-03-17,15100,127045.0,163833.0,DebtCon,Office,4.0,0.0,0.0,135.9752767,0.0,21.0,25.86181234,Reduce Credit Card Debt
389623,2020-12-05,50200,,85567.0,HomeImp,Other,,0.0,0.0,351.1856524,0.0,6.0,24.08456584,Reduce Credit Card Debt
927147,2006-07-02,7400,72739.0,91425.0,DebtCon,ProfExe,3.5,0.0,0.0,128.8333333,0.0,26.0,,Reduce Credit Card Debt
948054,2018-08-07,26300,25530.0,79885.0,DebtCon,Other,,1.0,1.0,105.6387889,2.0,26.0,29.92863683,Reduce Credit Card Debt
526065,2010-03-09,12600,83921.0,90876.0,DebtCon,Other,3.0,0.0,0.0,106.9373967,1.0,32.0,41.47300108,Reduce Credit Card Debt
620431,2012-10-04,15900,95120.0,114674.0,DebtCon,Office,4.0,0.0,1.0,278.8920593,0.0,34.0,28.23229678,Reduce Credit Card Debt
391749,2014-07-15,18400,16756.0,66340.0,DebtCon,Office,,0.0,0.0,239.8448526,0.0,21.0,38.6626294,Reduce Credit Card Debt
570032,2011-09-27,14800,53738.0,66258.0,DebtCon,Other,7.0,0.0,0.0,240.8634414,0.0,17.0,34.53249608,Reduce Credit Card Debt
392716,2016-05-09,21700,29258.0,53807.0,DebtCon,Other,0.0,,,300.6792922,,24.0,35.69801743,Reduce Credit Card Debt
642969,2018-10-27,26900,113724.0,151969.0,DebtCon,Office,4.0,,,294.8927627,1.0,36.0,42.39724899,Reduce Credit Card Debt
660326,2012-12-30,16100,49244.0,65523.0,HomeImp,Office,2.0,0.0,0.0,110.2198934,0.0,17.0,31.00152371,Reduce Credit Card Debt
689477,2018-12-24,27400,51298.0,90010.0,DebtCon,Other,6.0,1.0,0.0,146.6562202,3.0,29.0,42.15993654,Reduce Credit Card Debt
628401,2005-01-09,2300,28192.0,40150.0,HomeImp,Other,4.5,0.0,0.0,54.6,1.0,16.0,,Reduce Credit Card Debt
65118,2018-04-29,25600,111000.0,153000.0,DebtCon,ProfExe,7.0,0.0,0.0,112.6333333,3.0,27.0,,Reduce Credit Card Debt
876254,2016-06-13,21800,,59736.0,DebtCon,Other,,0.0,0.0,304.7369303,0.0,18.0,36.71311371,Reduce Credit Card Debt
368473,2008-05-25,10200,54900.0,79000.0,DebtCon,Office,14.0,0.0,0.0,113.6333333,0.0,24.0,,Reduce Credit Card Debt
265793,2020-03-07,35600,116080.0,163905.0,DebtCon,Other,,0.0,0.0,252.3710369,3.0,14.0,34.62775217,Reduce Credit Card Debt
494523,2014-05-30,18200,139000.0,171350.0,DebtCon,Other,0.1,0.0,1.0,102.5,7.0,18.0,,Reduce Credit Card Debt
156221,2018-02-21,25100,24205.0,54464.0,DebtCon,Other,25.0,0.0,0.0,116.4407697,0.0,11.0,22.45936936,Reduce Credit Card Debt
866700,2005-07-02,5000,,46281.0,HomeImp,Other,2.0,0.0,0.0,257.6522064,0.0,26.0,40.95258888,Reduce Credit Card Debt
334568,2011-04-16,14000,,58407.0,,,8.0,0.0,0.0,107.5333333,0.0,15.0,,Reduce Credit Card Debt
502935,2016-03-17,21400,143151.0,185014.0,HomeImp,Mgr,7.0,0.0,0.0,314.9842869,0.0,17.0,43.10300163,Reduce Credit Card Debt
614916,2009-09-27,12000,36000.0,51900.0,DebtCon,Other,0.1,0.0,0.0,247.5,1.0,10.0,,Reduce Credit Card Debt
325934,2009-02-07,11100,54496.0,71895.0,HomeImp,Other,6.0,0.0,0.0,125.7657749,0.0,16.0,35.50677407,Reduce Credit Card Debt
850526,2017-11-11,24900,17139.0,33269.0,DebtCon,Other,16.0,3.0,0.0,124.1968265,1.0,18.0,26.27583242,Reduce Credit Card Debt
928060,2019-07-02,29500,50079.0,80222.0,DebtCon,Office,1.0,0.0,0.0,147.9901182,2.0,19.0,38.139022,Reduce Credit Card Debt
791225,2012-12-20,16100,107758.0,124610.0,DebtCon,ProfExe,0.0,0.0,0.0,129.1788981,0.0,29.0,34.2115674,Reduce Credit Card Debt
60661,2016-06-12,21800,41582.0,71574.0,DebtCon,Other,25.0,0.0,0.0,308.7370531,2.0,32.0,34.36936756,Reduce Credit Card Debt
656306,2016-10-02,22400,62354.0,88287.0,DebtCon,Office,3.0,,,163.0564093,,16.0,37.17139554,Reduce Credit Card Debt
421358,2012-08-09,15700,64793.0,99157.0,HomeImp,ProfExe,22.0,0.0,0.0,244.7316735,1.0,23.0,38.32818888,Reduce Credit Card Debt
895269,2010-10-28,13400,156455.0,180313.0,DebtCon,ProfExe,6.0,,1.0,210.7182561,4.0,25.0,40.2473728,Reduce Credit Card Debt
735872,2007-10-28,9600,70589.0,99384.0,HomeImp,Other,0.0,0.0,1.0,176.4674623,0.0,31.0,34.23478957,Reduce Credit Card Debt
505924,2011-09-07,14700,10098.0,51653.0,DebtCon,ProfExe,3.0,0.0,0.0,302.652472,0.0,16.0,18.42392382,Reduce Credit Card Debt
805800,2017-09-22,24400,112178.0,159638.0,DebtCon,Mgr,17.0,0.0,0.0,197.9695585,0.0,26.0,33.13017589,Reduce Credit Card Debt
943418,2016-08-25,22200,64809.0,96831.0,HomeImp,ProfExe,17.0,0.0,0.0,639.0581723,0.0,24.0,22.61418191,Reduce Credit Card Debt
398578,2008-01-28,10000,34350.0,54146.0,DebtCon,Other,3.0,0.0,0.0,144.4228889,0.0,18.0,31.5390134,Reduce Credit Card Debt
498710,2020-07-15,40800,12064.0,66193.0,HomeImp,Office,,0.0,0.0,305.7860989,0.0,18.0,12.93568769,Reduce Credit Card Debt
456925,2016-11-07,22600,91177.0,112123.0,DebtCon,Other,24.0,0.0,0.0,251.5824035,1.0,26.0,42.07798838,Reduce Credit Card Debt
