APP_DATE,TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,INC,INC1,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,ACTION
2011-08-23,H,1,3,26,21,33,2,1,1,2300,0,2500,2,V,1,1,3,7,1,600,"Radio, TV, Hifi",Lease,Greek,Others,Car,no credit cards,Offer Longer Contract Term
2006-07-15,H,1,3,30,3,54,2,0,0,2200,0,2500,2,V,1,1,0,0,0,1500,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards,Offer Longer Contract Term
2005-03-15,R,0,1,46,60,336,1,0,0,2300,1,2500,3,G,3,1,0,0,0,5000,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2005-07-18,H,0,1,25,36,6,1,0,0,2000,0,2500,2,U,1,1,1,3,1,600,"Dept. Store,Mail",Lease,German,"Civil Service, M",Car,no credit cards,Offer Longer Contract Term
2012-08-09,H,1,3,27,48,18,2,2,0,2700,0,100000,4,V,1,1,2,2,1,600,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2012-06-28,H,0,1,29,108,42,2,2,1,2300,0,2500,2,U,1,1,1,4,1,800,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2009-04-11,R,0,2,24,48,12,2,0,0,2700,0,100000,4,V,3,1,0,2,1,2500,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2011-09-07,H,0,1,27,84,72,2,2,1,4000,0,100000,4,U,1,1,1,8,1,2000,Cars,Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2007-03-22,H,0,1,22,36,6,2,0,0,3200,0,100000,4,U,3,1,0,4,1,1300,"Furniture,Carpet",Lease,Others,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2011-04-12,R,2,3,42,144,192,2,2,0,3200,0,100000,4,G,1,1,2,4,1,1000,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2011-09-13,H,0,1,25,6,36,2,0,1,2000,0,2500,2,U,1,1,1,2,1,3000,"Radio, TV, Hifi",Lease,German,"Sea Vojage, Gast",Car,VISA Others,Offer Longer Contract Term
2013-03-05,R,0,1,42,24,27,2,2,1,1500,0,2500,2,U,1,1,1,3,1,1800,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2012-03-21,H,0,1,26,3,48,1,2,0,1700,0,2500,2,U,1,1,1,5,1,800,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2009-12-23,H,1,2,32,36,15,1,0,0,2300,0,2500,2,W,3,1,0,5,1,100000,Cars,Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2007-09-27,R,0,1,23,36,45,2,0,1,1500,0,2500,2,U,1,1,1,4,1,900,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2005-04-25,H,2,4,44,96,108,2,0,0,2900,0,100000,4,V,1,1,1,0,0,700,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-06-08,H,0,1,19,120,6,1,0,0,0,1,0,1,U,1,1,0,0,0,4000,Cars,Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2012-11-14,H,0,1,30,9,96,2,1,1,2800,0,100000,4,U,1,1,2,3,1,700,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-07-20,R,1,3,42,120,30,1,0,0,0,1,0,1,V,1,1,1,0,0,4000,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2007-05-19,H,1,2,22,264,3,2,0,0,2300,0,2500,2,U,3,1,0,8,1,600,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-06-29,H,1,3,25,60,36,1,0,0,0,1,0,1,V,1,1,1,0,0,800,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Longer Contract Term
2011-01-21,H,0,2,30,3,144,2,2,1,3000,0,100000,4,V,1,1,1,6,1,2500,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2011-03-09,H,0,2,31,84,36,2,2,0,4000,0,100000,4,V,1,1,1,4,1,9000,"Furniture,Carpet",Owner,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2008-11-13,H,0,1,33,54,39,2,0,1,3500,0,100000,4,U,1,1,1,5,1,9000,Leisure,Lease,German,"Civil Service, M",Car,no credit cards,Offer Longer Contract Term
2009-09-14,H,1,3,28,6,66,2,0,1,3500,0,100000,4,V,1,1,1,5,1,3000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2009-01-08,R,0,1,23,15,15,1,0,1,2000,0,2500,2,U,1,1,1,8,1,900,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2011-11-02,R,0,1,37,0,12,2,2,0,2000,0,2500,2,U,3,0,0,7,1,500,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2008-11-28,H,0,1,23,288,66,1,0,1,1800,0,2500,2,U,3,1,0,4,1,100000,Cars,Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-08-03,R,2,4,44,216,6,1,0,0,0,1,0,1,V,1,1,4,0,0,3000,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,Cheque card,Offer Longer Contract Term
2008-08-01,H,0,1,29,264,72,2,0,1,2500,0,2500,2,U,3,1,0,3,1,800,"Radio, TV, Hifi",Lease,German,Chemical Industr,Car,no credit cards,Offer Longer Contract Term
2012-10-14,H,2,4,33,108,27,2,2,1,0,1,0,1,V,1,1,2,3,1,2500,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,Cheque card,Offer Longer Contract Term
2005-09-30,R,1,2,40,36,15,1,0,0,0,1,0,1,U,1,1,0,0,0,1100,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,Offer Longer Contract Term
2008-02-10,R,2,4,38,21,27,2,0,0,0,1,0,1,V,1,1,1,2,1,4000,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,Cheque card,Offer Longer Contract Term
2012-06-01,H,0,1,28,30,60,2,2,1,0,0,0,0,U,1,1,1,3,1,2500,"Radio, TV, Hifi",Lease,German,Others,Car,VISA Others,Offer Longer Contract Term
2006-05-10,R,0,2,50,216,216,2,0,0,0,1,0,1,V,3,1,0,0,0,1000,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card,Offer Longer Contract Term
2011-08-25,H,0,2,28,30,120,2,2,1,5000,0,100000,4,V,1,1,4,7,1,4000,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-01-18,H,2,4,30,96,21,2,0,1,0,1,0,1,V,1,1,3,0,0,600,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2006-02-27,H,0,1,26,264,9,2,0,0,1900,0,2500,2,U,1,1,0,0,0,2500,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2009-04-13,H,2,4,39,216,216,2,0,0,2700,0,100000,4,V,3,1,0,5,1,800,"Radio, TV, Hifi",Owner,German,"Civil Service, M",Car,no credit cards,Offer Longer Contract Term
2007-07-26,H,1,3,55,216,216,2,0,1,1800,0,2500,2,V,1,1,3,7,1,3000,"Radio, TV, Hifi",0,Turkish,Pensioner,Car,no credit cards,Offer Longer Contract Term
2005-10-17,R,0,1,59,999,33,2,0,0,0,1,0,1,G,3,1,0,0,0,1500,"Furniture,Carpet",Lease,German,Pensioner,Car,Cheque card,Offer Longer Contract Term
2009-08-25,R,0,2,44,312,120,2,0,0,0,1,0,1,V,3,1,0,3,1,2000,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2005-03-02,R,0,2,54,108,108,2,2,1,0,1,0,1,V,1,1,1,0,0,1300,"Radio, TV, Hifi",0,German,"Sea Vojage, Gast",Car,Cheque card,Offer Longer Contract Term
2006-11-13,R,0,2,28,66,39,1,0,0,0,1,0,1,V,3,1,0,0,0,800,"Dept. Store,Mail",Lease,German,Pensioner,Car,Cheque card,Offer Longer Contract Term
2009-05-11,R,2,3,29,30,15,2,0,0,1500,0,2500,2,W,1,1,0,2,1,800,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2010-09-24,H,0,1,37,54,42,2,0,1,2500,0,2500,2,G,1,1,3,5,1,2000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2009-07-16,H,0,1,38,144,54,2,0,1,2500,0,2500,2,U,1,1,1,3,1,1000,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2010-01-01,H,0,2,28,18,24,2,0,0,1500,0,2500,2,V,3,1,0,5,1,500,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2005-01-21,H,1,3,55,48,48,1,0,1,3300,0,100000,4,V,1,1,1,0,0,1700,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2011-05-21,R,1,3,26,48,42,2,2,0,0,1,0,1,V,1,1,2,5,1,2000,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,Cheque card,Offer Longer Contract Term
2009-08-17,H,2,4,37,42,36,2,0,0,10000,1,100000,5,V,1,1,1,4,1,800,"Radio, TV, Hifi",Lease,Others,Self-employed pe,Car,Cheque card,Offer Longer Contract Term
2009-09-04,H,0,2,54,360,999,2,0,1,3000,0,100000,4,V,3,1,0,3,1,7000,"Furniture,Carpet",Owner,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2009-08-19,H,0,1,23,288,84,2,0,1,2200,0,2500,2,U,1,1,1,4,1,1600,Cars,Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-04-08,H,0,1,29,72,15,1,2,1,0,1,0,1,U,1,1,1,0,0,600,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2010-10-21,H,0,1,25,3,18,2,0,1,1900,0,2500,2,U,1,1,1,4,1,1100,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2011-03-24,H,2,4,26,30,6,2,2,0,4000,0,100000,4,V,1,1,1,5,1,1100,"Dept. Store,Mail",0,Other European,Others,Car,no credit cards,Offer Longer Contract Term
2012-11-29,H,0,2,49,240,240,2,2,1,3500,0,100000,4,V,1,1,4,4,1,1200,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2011-11-15,H,0,1,23,216,24,2,1,1,2200,0,2500,2,U,1,1,1,6,1,1100,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2012-02-13,H,0,2,49,192,288,2,2,1,3000,0,100000,4,V,1,1,3,3,1,1300,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2007-10-02,H,0,2,29,30,30,2,0,0,2500,0,2500,2,V,1,1,1,4,1,600,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2007-04-06,R,0,1,20,72,33,2,0,0,0,1,0,1,U,3,1,0,6,1,700,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card,Offer Longer Contract Term
2007-11-09,R,1,2,25,18,30,1,0,0,2400,0,2500,2,G,1,1,2,4,1,1900,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards,Offer Longer Contract Term
2005-06-17,R,0,1,46,120,36,1,0,0,0,1,0,1,G,3,1,0,0,0,4000,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,Offer Longer Contract Term
2007-01-07,R,0,1,22,15,12,2,0,0,1900,0,2500,2,U,3,1,0,3,1,3000,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2010-09-25,H,0,1,24,0,39,2,0,1,2900,0,100000,4,U,1,1,2,7,1,1500,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2007-11-07,R,1,2,35,96,21,2,0,0,2500,0,2500,2,G,1,1,1,4,1,1700,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2010-09-03,R,2,4,29,264,27,2,0,0,2000,0,2500,2,V,1,1,1,3,1,1000,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2006-07-01,R,2,3,36,18,42,1,0,0,0,1,0,1,G,1,1,2,0,0,1600,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,Offer Longer Contract Term
2011-12-01,R,0,1,23,30,9,1,2,0,0,1,0,1,U,1,1,2,2,1,1000,"Radio, TV, Hifi",0,German,Others,Without Vehicle,Cheque card,Offer Longer Contract Term
2010-03-17,H,1,3,39,3,54,2,0,0,0,1,0,1,V,3,1,0,6,1,1500,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2012-08-24,H,0,1,34,60,12,1,2,1,1700,0,2500,2,U,1,1,1,5,1,600,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2007-08-11,H,0,1,24,168,9,1,0,0,1800,0,2500,2,U,3,1,0,4,1,700,"Radio, TV, Hifi",0,Turkish,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2009-05-18,H,0,1,26,96,3,2,0,0,0,1,0,1,U,3,1,0,0,0,1100,"Radio, TV, Hifi",Lease,German,"Sea Vojage, Gast",Car,Cheque card,Offer Longer Contract Term
2006-09-10,H,0,1,19,108,15,2,0,0,1500,0,2500,2,U,3,1,0,0,0,500,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2008-03-13,H,1,2,34,36,24,2,0,1,2700,0,100000,4,G,1,1,1,7,1,1500,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2009-02-20,H,0,2,29,21,21,2,0,0,3500,0,100000,4,V,3,1,0,7,1,1700,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2009-06-14,H,2,4,38,84,54,2,0,0,3000,0,100000,4,V,1,1,1,0,0,6000,"Radio, TV, Hifi",Lease,Others,Others,Car,American Express,Offer Longer Contract Term
2007-07-15,H,1,3,24,48,9,2,0,0,2700,0,100000,4,V,3,1,0,4,1,6000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2010-01-29,H,0,1,29,240,9,2,0,1,2300,0,2500,2,U,1,1,1,3,1,800,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2008-11-15,H,0,2,25,36,12,2,0,1,3200,0,100000,4,V,3,1,0,4,1,1700,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-09-12,H,0,2,46,999,999,2,2,1,5000,0,100000,4,V,1,1,2,3,1,3000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-11-12,H,2,3,34,120,15,2,0,0,2100,0,2500,2,G,1,1,1,0,0,1100,"Radio, TV, Hifi",Owner,German,"Civil Service, M",Car,no credit cards,Offer Longer Contract Term
2007-01-08,H,0,1,19,168,12,2,0,0,0,1,0,1,U,3,1,0,2,1,600,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Longer Contract Term
2011-01-25,R,0,2,57,120,66,1,2,1,2500,0,2500,2,V,3,1,0,4,1,2500,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2011-06-24,H,1,3,28,21,9,2,2,1,2300,0,2500,2,V,1,1,2,7,1,500,Cars,Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2008-08-16,H,3,5,30,60,96,2,0,1,3200,0,100000,4,V,1,1,4,6,1,1600,"Furniture,Carpet",Owner,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2006-08-17,H,3,4,49,96,192,2,0,0,0,1,0,1,G,1,1,1,0,0,4000,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,Cheque card,Offer Longer Contract Term
2012-05-14,H,0,1,40,120,240,2,2,1,2500,1,2500,3,U,3,1,0,3,1,1500,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Longer Contract Term
2012-11-17,H,1,3,32,72,24,2,2,0,3200,0,100000,4,V,1,1,1,4,1,6000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2008-02-01,H,2,4,31,120,120,2,0,1,2500,0,2500,2,V,1,1,1,3,1,6000,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2009-02-25,R,3,5,35,108,108,2,0,0,0,1,0,1,V,3,1,0,0,0,900,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,Offer Longer Contract Term
2008-04-06,H,0,1,34,3,54,2,0,0,2500,0,2500,2,G,1,1,3,9,1,2500,Cars,Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-09-18,H,1,2,29,36,36,2,0,1,0,1,0,1,G,1,1,1,0,0,2000,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card,Offer Longer Contract Term
2008-10-23,H,0,1,24,18,108,2,0,1,2400,0,2500,2,U,1,1,2,8,1,2500,"Furniture,Carpet",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2011-02-02,H,1,3,31,30,42,2,2,1,0,1,0,1,V,1,1,2,0,0,4000,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card,Offer Longer Contract Term
2008-09-27,H,2,4,34,48,45,2,0,0,3100,0,100000,4,V,3,1,0,8,1,1900,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2007-06-14,H,0,2,54,6,240,2,0,0,3300,0,100000,4,V,3,1,0,5,1,600,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2007-10-23,H,2,4,25,9,9,2,0,1,2700,0,100000,4,V,1,1,1,5,1,3000,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2006-05-29,R,0,2,52,192,9,2,0,0,2100,0,2500,2,V,1,1,1,3,1,1600,"Dept. Store,Mail",0,German,"State,Steel Ind,",Without Vehicle,no credit cards,Offer Longer Contract Term
2012-04-24,H,0,2,51,54,84,2,0,0,0,0,0,0,V,1,1,1,2,1,600,"Radio, TV, Hifi",Lease,German,Pensioner,Car,Mastercard/Euroc,Offer Longer Contract Term
2012-06-07,H,0,2,39,6,54,2,2,1,0,1,0,1,V,3,1,0,8,1,4000,"Furniture,Carpet",Lease,Others,Others,Car,Cheque card,Offer Longer Contract Term
2007-08-02,H,1,3,32,120,24,2,0,1,2500,0,2500,2,V,1,1,1,6,1,700,"Radio, TV, Hifi",Lease,German,"State,Steel Ind,",Car,no credit cards,Offer Longer Contract Term
2007-03-02,H,0,1,19,144,6,2,0,0,1000,0,2500,2,U,1,1,1,4,1,1300,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2008-03-29,R,1,3,38,6,27,2,0,0,1500,0,2500,2,V,3,1,0,3,1,600,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2011-08-28,H,0,1,21,6,6,2,2,1,2900,0,100000,4,U,1,1,1,4,1,2000,"Radio, TV, Hifi",0,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2013-01-30,H,0,1,24,168,60,2,2,1,2400,0,2500,2,U,1,1,3,5,1,700,"Dept. Store,Mail",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2008-03-22,H,1,3,45,288,288,2,0,0,3300,0,100000,4,V,1,1,4,3,1,4000,"Furniture,Carpet",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2011-11-17,H,4,6,40,84,192,2,2,1,4000,0,100000,4,V,1,1,4,2,1,1900,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2012-09-16,H,0,2,52,36,84,2,2,1,3500,0,100000,4,V,1,1,2,3,1,3000,"Furniture,Carpet",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2009-03-22,H,0,1,26,312,3,2,0,1,2000,0,2500,2,U,3,1,0,2,1,700,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-05-08,R,1,3,41,216,336,1,2,1,0,1,0,1,V,1,1,3,0,0,1200,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2012-08-11,H,2,4,31,54,9,2,2,0,2500,0,2500,2,V,1,1,0,5,1,15000,Cars,Lease,Others,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2011-05-22,H,2,4,44,999,999,2,2,0,3000,0,100000,4,V,1,1,2,5,1,9000,Cars,Lease,German,"Civil Service, M",Car and Motor bi,no credit cards,Offer Longer Contract Term
2011-09-14,H,0,1,22,3,72,2,2,1,2300,0,2500,2,U,1,1,3,2,1,1600,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2012-03-24,H,1,3,53,264,288,2,2,1,2500,0,2500,2,V,3,1,0,7,1,2000,"Furniture,Carpet",Lease,Yugoslav,Others,Car,no credit cards,Offer Longer Contract Term
2010-10-04,H,1,3,42,999,240,2,0,0,3300,0,100000,4,V,1,1,1,2,1,100000,Cars,Owner,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-01-10,R,0,2,46,168,336,2,0,1,2600,0,100000,4,V,1,1,1,0,0,800,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2011-06-30,H,2,4,25,48,45,2,2,1,3200,0,100000,4,V,1,1,1,5,1,2500,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,Offer Longer Contract Term
2009-12-02,R,0,1,32,999,18,2,0,1,0,1,0,1,U,1,1,2,6,1,700,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2006-04-29,R,2,4,41,36,72,2,0,0,0,1,0,1,V,1,1,1,2,1,1600,"Radio, TV, Hifi",0,German,"Civil Service, M",Car,Cheque card,Offer Longer Contract Term
2007-10-21,H,0,1,29,3,54,1,0,0,3100,0,100000,4,U,1,1,2,2,1,15000,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2012-02-18,H,0,1,22,9,9,2,1,0,0,1,0,1,U,1,1,1,5,1,1400,Cars,Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2012-10-21,H,0,1,24,9,15,1,0,0,2000,0,2500,2,U,1,1,0,7,1,1900,"Radio, TV, Hifi",Lease,Other European,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2010-09-23,H,2,4,41,108,288,2,0,0,3300,0,100000,4,V,1,1,1,2,1,1000,"Radio, TV, Hifi",0,German,"Civil Service, M",Car,no credit cards,Offer Longer Contract Term
2005-11-04,R,0,2,28,9,48,2,0,0,0,1,0,1,V,3,1,0,0,0,1100,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2010-11-12,H,0,1,29,30,21,2,0,0,3000,0,100000,4,U,3,1,0,9,1,4000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2011-01-22,H,1,3,27,6,18,2,2,0,4000,0,100000,4,V,1,1,1,9,1,4000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2008-02-29,R,2,4,30,120,144,2,0,0,1800,0,2500,2,V,1,1,1,4,1,1500,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-07-04,R,0,2,54,288,999,2,0,0,0,1,0,1,V,1,1,1,0,0,800,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2006-08-08,R,0,2,35,15,45,1,0,0,0,1,0,1,V,3,1,0,0,0,700,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2012-11-25,R,2,4,28,36,96,2,2,1,3300,0,100000,4,V,1,1,2,0,0,700,"Radio, TV, Hifi",Lease,Turkish,"Food,Building,Ca",Without Vehicle,no credit cards,Offer Longer Contract Term
2012-07-23,H,0,1,27,336,84,1,2,1,2900,0,100000,4,U,1,1,1,3,1,6000,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards,Offer Longer Contract Term
2012-04-30,H,0,1,22,42,39,2,2,1,3000,0,100000,4,U,1,1,4,4,1,1400,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2010-08-28,H,1,3,30,18,30,2,0,0,5000,1,100000,5,V,3,1,0,4,1,2500,"Furniture,Carpet",0,German,Others,Without Vehicle,Cheque card,Offer Longer Contract Term
2006-09-24,R,1,3,33,36,192,2,0,0,1500,0,2500,2,V,3,1,0,0,0,1400,"Furniture,Carpet",Owner,German,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2007-10-16,R,2,4,39,60,36,1,0,0,0,1,0,1,V,1,1,2,0,0,2500,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2009-08-10,R,3,5,31,66,36,2,0,0,1500,0,2500,2,V,3,1,0,2,1,2500,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-01-07,H,0,1,29,21,144,1,0,0,2300,0,2500,2,U,3,1,0,0,0,2500,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,no credit cards,Offer Longer Contract Term
2005-01-11,H,0,1,20,240,9,2,0,0,2700,0,100000,4,U,3,1,0,0,0,800,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-05-06,H,0,1,30,144,15,1,0,0,0,1,0,1,U,1,1,1,0,0,700,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
2010-03-06,R,1,3,46,30,39,2,0,0,1800,0,2500,2,V,1,1,1,7,1,500,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2008-01-18,H,3,5,30,6,54,1,0,1,2600,0,100000,4,V,3,1,0,4,1,4000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2005-07-06,H,0,1,27,216,18,1,0,0,1800,0,2500,2,U,1,1,0,0,0,15000,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards,Offer Longer Contract Term
2010-08-15,R,0,1,41,3,72,2,0,0,2300,0,2500,2,T,1,1,1,5,1,3000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,Offer Longer Contract Term
2005-04-27,R,0,1,66,48,72,1,0,1,0,0,0,0,W,1,1,0,3,1,4000,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,Mastercard/Euroc,Offer Longer Contract Term
2008-03-05,H,0,1,23,42,45,2,0,1,3300,0,100000,4,U,1,1,3,4,1,1200,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Longer Contract Term
2006-01-25,H,3,5,31,84,108,1,0,0,0,1,0,1,V,1,1,2,0,0,1000,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Longer Contract Term
