MACHINE_ID,REPAIR_DATE,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY,ACTION
516633,2013-03-18,16500,44330.0,72618.0,CarProd,6.0,0.0,0.0,101.4953657,2.0,15.0,41.4570252,Other,Run at 50% Capacity
787780,2011-07-19,14400,111914.0,142105.0,CarProd,3.0,0.0,0.0,284.516966,1.0,46.0,32.91138466,GOVERNMENT,Run at 50% Capacity
133590,2006-07-23,7500,,40150.0,TruckPr,5.0,0.0,0.0,,1.0,0.0,,Other,Run at 50% Capacity
858982,2009-05-24,11600,129432.0,198705.0,TruckPr,0.0,0.0,0.0,341.0473292,0.0,16.0,39.96325851,FLEET,Run at 50% Capacity
247401,2008-05-23,10200,60180.0,72370.0,CarProd,5.0,,,125.2948667,,23.0,42.50461354,COMMERCIAL,Run at 50% Capacity
34934,2013-04-10,16500,126872.0,167611.0,CarProd,5.0,0.0,0.0,136.1224348,1.0,21.0,26.40452841,FLEET,Run at 50% Capacity
970623,2011-10-19,14900,55480.0,76464.0,TruckPr,15.0,0.0,1.0,122.0894998,5.0,20.0,43.06260476,Other,Run at 50% Capacity
209797,2019-08-02,30100,92249.0,,TruckPr,2.0,1.0,0.0,180.6801536,0.0,21.0,31.08912029,FLEET,Run at 50% Capacity
485754,2016-08-19,22200,138121.0,180144.0,CarProd,22.0,0.0,0.0,240.703069,1.0,24.0,40.62189416,GOVERNMENT,Run at 50% Capacity
258136,2014-07-20,18400,43188.0,68876.0,CarProd,,0.0,0.0,199.000576,6.0,25.0,41.00610329,Other,Run at 50% Capacity
172227,2021-02-17,62500,124491.0,198338.0,CarProd,10.0,0.0,0.0,324.3207318,1.0,26.0,38.06975144,GOVERNMENT,Run at 50% Capacity
36365,2013-06-25,16800,115870.0,130809.0,CarProd,15.0,0.0,0.0,177.6322825,0.0,17.0,39.56720816,,Run at 50% Capacity
589806,2018-04-01,25400,69035.0,108365.0,CarProd,13.0,0.0,0.0,281.2219109,1.0,33.0,39.5433415,GOVERNMENT,Run at 50% Capacity
687377,2016-08-26,22200,67626.0,109042.0,TruckPr,4.0,0.0,0.0,203.9649128,0.0,12.0,31.5290287,Other,Run at 50% Capacity
970104,2005-08-11,5400,45509.0,57453.0,CarProd,4.0,0.0,0.0,95.6,0.0,22.0,,FARMING,Run at 50% Capacity
59871,2020-12-02,50100,,85756.0,TruckPr,,0.0,0.0,348.7860099,0.0,6.0,23.21980601,Other,Run at 50% Capacity
340483,2006-11-29,8100,28187.0,32584.0,CarProd,0.0,1.0,0.0,27.04883471,10.0,7.0,29.28795683,Other,Run at 50% Capacity
133115,2017-08-01,24100,80005.0,102098.0,CarProd,18.0,1.0,0.0,196.2531041,1.0,12.0,39.7589325,Other,Run at 50% Capacity
295041,2006-10-30,8000,21944.0,31352.0,CarProd,0.0,1.0,1.0,33.43333333,9.0,3.0,,Other,Run at 50% Capacity
538118,2018-07-04,26100,75164.0,108483.0,CarProd,7.0,0.0,0.0,300.8359581,2.0,28.0,30.07140205,COMMERCIAL,Run at 50% Capacity
274723,2017-10-02,24500,62490.0,97467.0,CarProd,14.0,0.0,0.0,96.97267872,1.0,17.0,34.97565503,Other,Run at 50% Capacity
871027,2016-11-08,22600,96485.0,120470.0,TruckPr,9.0,0.0,0.0,112.8403356,2.0,24.0,31.86591683,COMMERCIAL,Run at 50% Capacity
523840,2016-07-24,22000,88898.0,121357.0,TruckPr,12.0,0.0,0.0,115.8322132,2.0,24.0,31.10896086,COMMERCIAL,Run at 50% Capacity
764528,2013-07-08,16900,53252.0,89720.0,CarProd,29.0,0.0,0.0,204.5879339,0.0,22.0,33.01615312,FLEET,Run at 50% Capacity
695796,2010-06-14,12900,46266.0,62000.0,CarProd,7.0,0.0,0.0,77.13333333,5.0,18.0,,Other,Run at 50% Capacity
284169,2014-04-09,18000,94554.0,119000.0,TruckPr,1.0,0.0,1.0,308.4666667,1.0,20.0,,COMMERCIAL,Run at 50% Capacity
958151,2010-05-18,12800,67060.0,83989.0,CarProd,9.0,,3.0,116.4667574,2.0,24.0,43.57230751,FLEET,Run at 50% Capacity
768720,2006-08-06,7500,60192.0,76475.0,CarProd,8.0,0.0,0.0,60.50362521,2.0,24.0,39.28051238,GOVERNMENT,Run at 50% Capacity
938711,2010-03-27,12600,76002.0,94236.0,CarProd,11.0,0.0,0.0,164.7623042,5.0,21.0,39.52570494,Other,Run at 50% Capacity
713247,2020-08-13,42000,140000.0,,CarProd,25.0,2.0,1.0,311.4333333,1.0,15.0,,GOVERNMENT,Run at 50% Capacity
201296,2014-04-20,18000,55169.0,114786.0,TruckPr,2.0,,2.0,120.1541063,0.0,24.0,37.54773286,FLEET,Run at 50% Capacity
237121,2020-02-27,35000,391000.0,505000.0,CarProd,4.5,0.0,0.0,192.7666667,0.0,22.0,,GOVERNMENT,Run at 50% Capacity
55047,2006-05-17,7100,,40185.0,TruckPr,3.0,0.0,0.0,272.9226847,1.0,25.0,41.91689953,Other,Run at 50% Capacity
105688,2010-04-09,12700,27459.0,38577.0,TruckPr,16.0,0.0,0.0,72.32957204,0.0,9.0,31.60566546,COMMERCIAL,Run at 50% Capacity
370640,2011-10-09,14800,43983.0,60826.0,CarProd,4.0,1.0,1.0,113.8979666,1.0,9.0,27.10808171,,Run at 50% Capacity
117130,2011-06-25,14300,,29115.0,CarProd,14.0,,,82.06640517,2.0,7.0,32.76978633,Other,Run at 50% Capacity
365547,2009-06-15,11700,64278.0,76055.0,,12.0,0.0,0.0,245.2951629,0.0,26.0,28.43996584,Other,Run at 50% Capacity
242878,2006-02-07,6500,81145.0,117530.0,TruckPr,29.0,0.0,0.0,327.2006385,1.0,38.0,34.34583769,FLEET,Run at 50% Capacity
41214,2013-03-20,16500,47636.0,59586.0,CarProd,16.0,0.0,0.0,284.065542,0.0,21.0,29.96900633,Other,Run at 50% Capacity
566943,2019-07-05,29600,233916.0,291490.0,CarProd,15.0,0.0,1.0,259.7334653,2.0,25.0,25.10508606,GOVERNMENT,Run at 50% Capacity
392716,2016-05-09,21700,29258.0,53807.0,CarProd,0.0,,,300.6792922,,24.0,35.69801744,Other,Run at 50% Capacity
744347,2006-12-12,8200,51730.0,59025.0,CarProd,16.0,0.0,3.0,220.8132902,0.0,37.0,24.38009265,Other,Run at 50% Capacity
722587,2011-09-17,14700,14275.0,90376.0,TruckPr,14.0,0.0,1.0,273.6025171,0.0,23.0,26.84247974,Other,Run at 50% Capacity
60661,2016-06-12,21800,41582.0,71574.0,CarProd,25.0,0.0,0.0,308.7370531,2.0,32.0,34.36936756,Other,Run at 50% Capacity
52666,2017-05-17,23600,96452.0,125277.0,TruckPr,11.0,0.0,0.0,127.359922,1.0,23.0,30.98553896,COMMERCIAL,Run at 50% Capacity
622769,2010-05-24,12800,79151.0,110583.0,CarProd,4.0,0.0,0.0,79.3713845,1.0,13.0,33.58669163,Other,Run at 50% Capacity
472499,2005-01-14,2400,18000.0,,TruckPr,22.0,,2.0,121.7333333,0.0,10.0,,COMMERCIAL,Run at 50% Capacity
874991,2008-02-10,10000,186000.0,225750.0,TruckPr,2.0,0.0,0.0,75.86666667,,5.0,,GOVERNMENT,Run at 50% Capacity
266744,2009-10-05,12000,48786.0,89800.0,TruckPr,29.9,0.0,5.0,220.1333333,1.0,16.0,,GOVERNMENT,Run at 50% Capacity
646043,2011-07-07,14400,20996.0,41987.0,CarProd,9.0,0.0,0.0,120.9555144,0.0,10.0,21.11871262,COMMERCIAL,Run at 50% Capacity
435729,2016-08-05,22100,57018.0,80673.0,CarProd,12.0,0.0,0.0,108.7492561,1.0,10.0,7.39014306,Other,Run at 50% Capacity
370251,2020-11-11,49500,247500.0,,,0.0,0.0,4.0,160.3333333,2.0,25.0,,Other,Run at 50% Capacity
346389,2021-04-12,88900,57264.0,90185.0,CarProd,16.0,0.0,0.0,221.8087175,0.0,16.0,36.11234652,Other,Run at 50% Capacity
152496,2007-08-28,9300,21138.0,30700.0,CarProd,3.0,,,,,,,Other,Run at 50% Capacity
383906,2005-03-11,3900,21200.0,39000.0,CarProd,4.0,0.0,1.0,86.56666667,2.0,14.0,,COMMERCIAL,Run at 50% Capacity
888771,2012-03-06,15100,96763.0,114896.0,TruckPr,2.0,0.0,0.0,144.52965,0.0,21.0,36.37170403,FLEET,Run at 50% Capacity
273519,2007-02-25,8500,54000.0,62533.0,CarProd,4.0,0.0,1.0,313.4666667,0.0,10.0,,Other,Run at 50% Capacity
931393,2013-03-02,16400,82869.0,94390.0,CarProd,8.0,0.0,2.0,358.0506602,,42.0,39.06062731,GOVERNMENT,Run at 50% Capacity
843365,2016-11-21,22600,41920.0,70383.0,CarProd,5.0,0.0,0.0,178.7866403,1.0,26.0,36.09869413,FLEET,Run at 50% Capacity
518611,2018-11-29,27200,101680.0,134864.0,CarProd,10.0,0.0,1.0,150.596198,0.0,29.0,40.88049467,FLEET,Run at 50% Capacity
443400,2012-08-08,15700,64625.0,93272.0,CarProd,0.0,0.0,0.0,178.8913882,0.0,24.0,23.74406826,FLEET,Run at 50% Capacity
431029,2007-12-25,9800,79767.0,93525.0,CarProd,0.0,4.0,0.0,,0.0,4.0,31.29011899,Other,Run at 50% Capacity
406353,2005-02-28,3600,48507.0,61000.0,CarProd,13.0,1.0,4.0,97.4,0.0,17.0,,FLEET,Run at 50% Capacity
646715,2015-11-25,20900,127077.0,204192.0,TruckPr,13.0,0.0,0.0,181.6508803,0.0,22.0,34.58958143,GOVERNMENT,Run at 50% Capacity
378510,2021-04-02,81400,21041.0,111304.0,TruckPr,26.0,0.0,0.0,146.3227829,0.0,14.0,32.13137313,,Run at 50% Capacity
724153,2011-09-03,14700,30210.0,42751.0,CarProd,17.0,0.0,0.0,86.64182333,0.0,17.0,23.39736224,COMMERCIAL,Run at 50% Capacity
757470,2014-05-17,18100,23928.0,55734.0,CarProd,17.0,0.0,0.0,175.8953545,0.0,19.0,37.94552227,GOVERNMENT,Run at 50% Capacity
964636,2012-01-17,15000,62674.0,76950.0,TruckPr,8.0,1.0,5.0,249.5333333,0.0,31.0,,COMMERCIAL,Run at 50% Capacity
753322,2013-09-08,17100,100082.0,119585.0,CarProd,1.0,0.0,0.0,147.9158091,0.0,29.0,34.73427716,GOVERNMENT,Run at 50% Capacity
948274,2012-03-22,15100,,98114.0,,,0.0,0.0,198.0753807,1.0,10.0,31.54584266,Other,Run at 50% Capacity
301950,2006-01-15,6400,39687.0,51666.0,TruckPr,9.0,,,177.591354,,19.0,26.1209597,FLEET,Run at 50% Capacity
118667,2018-11-24,27200,70730.0,93752.0,CarProd,8.0,0.0,0.0,165.9193329,0.0,20.0,36.17090549,FLEET,Run at 50% Capacity
490438,2005-06-30,5000,51209.0,55320.0,CarProd,5.0,,1.0,69.1074656,,15.0,35.02507297,,Run at 50% Capacity
895311,2010-08-02,13000,94941.0,120000.0,CarProd,0.1,0.0,0.0,132.8666667,0.0,21.0,,GOVERNMENT,Run at 50% Capacity
25033,2009-08-15,12000,57371.0,69076.0,CarProd,10.0,1.0,0.0,83.25197204,1.0,19.0,29.63210826,COMMERCIAL,Run at 50% Capacity
817483,2014-12-04,19000,24658.0,47027.0,TruckPr,19.0,0.0,0.0,159.1052252,4.0,31.0,53.54819585,COMMERCIAL,Run at 50% Capacity
620439,2010-10-23,13300,25698.0,58760.0,TruckPr,15.0,0.0,0.0,147.9109824,1.0,10.0,30.96207665,INDUSTRIAL,Run at 50% Capacity
471264,2011-05-25,14200,34558.0,40754.0,TruckPr,8.0,0.0,0.0,76.43121321,2.0,11.0,31.04118388,Other,Run at 50% Capacity
245771,2011-11-21,15000,4734.0,55500.0,TruckPr,24.0,2.0,0.0,14.6,1.0,1.0,,Other,Run at 50% Capacity
22750,2020-03-26,36300,25867.0,43823.0,CarProd,6.0,0.0,0.0,56.12733917,0.0,6.0,33.67673955,COMMERCIAL,Run at 50% Capacity
107639,2009-01-26,11100,82329.0,100139.0,TruckPr,5.0,0.0,0.0,108.5325636,0.0,26.0,26.0992587,GOVERNMENT,Run at 50% Capacity
78951,2013-05-06,16600,,56631.0,CarProd,2.0,0.0,0.0,98.76022323,1.0,8.0,39.7995274,FLEET,Run at 50% Capacity
400199,2006-07-21,7500,33600.0,50125.0,CarProd,2.0,0.0,0.0,146.9333333,0.0,18.0,,Other,Run at 50% Capacity
957889,2014-10-11,18800,63836.0,87000.0,CarProd,8.0,2.0,1.0,110.5666667,2.0,33.0,,Other,Run at 50% Capacity
805184,2014-05-26,18200,49653.0,159076.0,CarProd,20.0,0.0,0.0,231.5497227,0.0,27.0,20.41593161,GOVERNMENT,Run at 50% Capacity
913007,2019-03-10,28000,49764.0,74526.0,CarProd,24.0,,1.0,294.594783,1.0,30.0,37.61130938,Other,Run at 50% Capacity
775159,2016-05-10,21700,79240.0,96784.0,CarProd,5.0,0.0,0.0,64.50842359,6.0,24.0,38.07896313,COMMERCIAL,Run at 50% Capacity
725499,2008-09-21,10700,56197.0,79272.0,TruckPr,18.0,0.0,0.0,218.9816622,1.0,16.0,34.01535961,Other,Run at 50% Capacity
410522,2012-05-05,15300,79541.0,94973.0,CarProd,5.0,2.0,0.0,76.2075921,0.0,20.0,22.90250662,Other,Run at 50% Capacity
910160,2007-01-01,8300,57503.0,72704.0,CarProd,18.0,0.0,0.0,156.5937076,0.0,11.0,33.33711876,,Run at 50% Capacity
653007,2010-06-09,12900,87270.0,97929.0,TruckPr,0.0,0.0,0.0,65.10749654,1.0,20.0,34.69636554,GOVERNMENT,Run at 50% Capacity
667950,2010-01-09,12300,64265.0,90956.0,CarProd,10.0,0.0,1.0,233.1561248,0.0,32.0,32.90882386,Other,Run at 50% Capacity
358837,2005-04-17,4500,39000.0,66000.0,TruckPr,1.0,0.0,0.0,170.3666667,1.0,19.0,,Other,Run at 50% Capacity
190044,2006-04-06,7000,73873.0,111781.0,CarProd,0.0,0.0,0.0,231.7999135,0.0,38.0,19.27357946,FLEET,Run at 50% Capacity
121921,2019-06-27,29400,119256.0,160683.0,CarProd,6.0,0.0,0.0,109.121197,3.0,27.0,33.30176289,GOVERNMENT,Run at 50% Capacity
735975,2012-06-13,15400,30703.0,57184.0,TruckPr,10.0,0.0,0.0,122.8043265,0.0,10.0,18.15090215,Other,Run at 50% Capacity
928084,2006-04-16,7000,19894.0,32500.0,CarProd,4.0,0.0,0.0,134.7,1.0,16.0,,Other,Run at 50% Capacity
939593,2005-12-18,6200,45564.0,61956.0,TruckPr,2.0,0.0,,101.1670603,,13.0,38.67514015,Other,Run at 50% Capacity
57301,2013-03-01,16400,63574.0,88586.0,TruckPr,,0.0,0.0,298.1465517,0.0,20.0,29.15337202,Other,Run at 50% Capacity
550445,2017-04-12,23500,44952.0,70191.0,CarProd,6.0,0.0,0.0,164.9639399,1.0,26.0,35.78815771,FLEET,Run at 50% Capacity
658647,2020-02-14,34600,143542.0,195327.0,CarProd,23.0,0.0,0.0,174.6353487,1.0,22.0,37.44738401,GOVERNMENT,Run at 50% Capacity
13206,2015-11-13,20800,63764.0,97090.0,CarProd,1.0,0.0,0.0,63.24887692,0.0,23.0,34.59966898,FLEET,Run at 50% Capacity
704983,2017-06-07,23700,58068.0,97948.0,CarProd,1.0,0.0,0.0,160.0582364,1.0,21.0,34.35546078,FLEET,Run at 50% Capacity
370528,2012-07-09,15500,46846.0,70082.0,CarProd,7.0,0.0,0.0,152.1680601,2.0,12.0,30.13149723,GOVERNMENT,Run at 50% Capacity
324381,2015-08-31,20500,82638.0,109915.0,CarProd,,0.0,0.0,176.3666652,1.0,25.0,37.86483283,Other,Run at 50% Capacity
440807,2018-09-12,26500,,122693.0,CarProd,9.0,0.0,0.0,153.9424281,0.0,27.0,32.20081121,COMMERCIAL,Run at 50% Capacity
601799,2008-03-30,10000,16288.0,48600.0,CarProd,24.0,0.0,0.0,268.8333333,1.0,16.0,,Other,Run at 50% Capacity
494484,2008-03-24,10000,42321.0,53800.0,CarProd,4.0,0.0,0.0,275.9,0.0,19.0,,Other,Run at 50% Capacity
294686,2018-04-18,25500,,44707.0,CarProd,,,,95.59549608,,12.0,27.50357097,Other,Run at 50% Capacity
245634,2014-08-14,18600,23850.0,61808.0,TruckPr,12.0,0.0,0.0,46.94616405,0.0,8.0,40.8529275,Other,Run at 50% Capacity
212557,2017-09-05,24400,88000.0,119100.0,TruckPr,12.0,0.0,0.0,84.23333333,5.0,19.0,,Other,Run at 50% Capacity
783689,2007-08-10,9200,48130.0,62358.0,CarProd,15.0,0.0,4.0,219.657131,0.0,36.0,27.61706343,Other,Run at 50% Capacity
927733,2009-08-12,12000,83560.0,126479.0,TruckPr,8.0,,,,,,38.92831569,Other,Run at 50% Capacity
867272,2012-07-11,15500,54653.0,73117.0,CarProd,13.0,,,,,,29.54185091,Other,Run at 50% Capacity
557056,2012-02-08,15000,82000.0,130000.0,CarProd,18.0,0.0,5.0,122.7333333,10.0,19.0,,COMMERCIAL,Run at 50% Capacity
899832,2006-09-16,7900,126919.0,166566.0,TruckPr,10.0,,,,,,,COMMERCIAL,Run at 50% Capacity
335058,2017-06-15,23800,9124.0,41900.0,CarProd,28.0,0.0,2.0,120.7333333,1.0,16.0,,Other,Run at 50% Capacity
769769,2015-10-21,20700,,64980.0,TruckPr,6.0,0.0,0.0,112.6358603,1.0,5.0,17.69314418,FLEET,Run at 50% Capacity
943605,2016-08-24,22200,98624.0,140938.0,CarProd,,0.0,0.0,207.2889332,0.0,20.0,29.21889542,GOVERNMENT,Run at 50% Capacity
665280,2010-08-09,13000,26863.0,44218.0,TruckPr,10.0,0.0,0.0,92.99959341,2.0,11.0,29.11293616,Other,Run at 50% Capacity
500577,2017-10-25,24700,44306.0,74197.0,CarProd,5.0,0.0,0.0,73.71525064,1.0,18.0,35.44157026,Other,Run at 50% Capacity
128420,2020-03-03,35200,239987.0,43028.0,CarProd,2.0,0.0,1.0,210.1890052,3.0,49.0,41.33662673,COMMERCIAL,Run at 50% Capacity
240141,2018-05-03,25600,,147598.0,,,,,,,,14.46198733,,Run at 50% Capacity
553668,2005-07-31,5300,44993.0,50673.0,TruckPr,7.0,,,184.7427672,,18.0,27.90612273,FLEET,Run at 50% Capacity
123026,2018-10-22,26900,69000.0,106500.0,CarProd,0.6,0.0,1.0,115.7,2.0,19.0,,FARMING,Run at 50% Capacity
907016,2006-10-04,8000,70546.0,81272.0,CarProd,4.0,0.0,0.0,119.066922,0.0,31.0,33.3615863,FARMING,Run at 50% Capacity
884284,2010-06-03,12900,105638.0,112608.0,CarProd,17.0,0.0,2.0,208.3068822,2.0,16.0,39.67790581,Other,Run at 50% Capacity
744731,2007-04-21,8700,78817.0,115527.0,CarProd,1.0,0.0,0.0,221.5515413,1.0,37.0,16.37841295,FLEET,Run at 50% Capacity
649162,2018-07-01,26000,20119.0,54563.0,CarProd,24.0,0.0,0.0,126.9879594,0.0,11.0,25.62363851,Other,Run at 50% Capacity
711018,2020-09-12,43200,15635.0,60925.0,CarProd,19.0,0.0,0.0,212.1152801,0.0,30.0,40.46067582,Other,Run at 50% Capacity
657594,2018-10-26,26900,54071.0,85557.0,CarProd,0.0,0.0,2.0,91.20997623,0.0,22.0,34.5971919,FLEET,Run at 50% Capacity
302722,2007-01-24,8400,82597.0,83858.0,TruckPr,25.0,0.0,0.0,350.5681362,1.0,47.0,28.91075714,Other,Run at 50% Capacity
386286,2012-05-28,15400,48275.0,69427.0,CarProd,17.0,0.0,0.0,202.5462196,0.0,15.0,23.16004059,GOVERNMENT,Run at 50% Capacity
952096,2013-02-04,16300,84480.0,101243.0,CarProd,30.0,,0.0,337.3423041,2.0,49.0,35.41287035,FLEET,Run at 50% Capacity
171690,2012-10-07,15900,65827.0,97935.0,CarProd,1.0,0.0,0.0,160.4169586,4.0,20.0,32.60020273,FLEET,Run at 50% Capacity
317399,2006-02-22,6700,,30544.0,CarProd,2.0,0.0,0.0,283.8972313,0.0,14.0,24.12045156,Other,Run at 50% Capacity
974871,2021-01-22,53500,179116.0,257688.0,CarProd,5.0,0.0,0.0,232.5959521,1.0,33.0,39.78989915,GOVERNMENT,Run at 50% Capacity
953401,2017-09-25,24500,,149489.0,,,,,,,,15.44348605,,Run at 50% Capacity
548704,2008-11-08,10800,83441.0,92148.0,CarProd,5.0,0.0,0.0,119.145844,1.0,26.0,40.97863532,COMMERCIAL,Run at 50% Capacity
174043,2021-01-25,53700,49669.0,63995.0,CarProd,12.0,0.0,1.0,92.96631275,2.0,26.0,40.10162342,FLEET,Run at 50% Capacity
198192,2018-12-27,27400,100951.0,149305.0,CarProd,21.0,0.0,0.0,194.5330279,0.0,13.0,41.64417205,COMMERCIAL,Run at 50% Capacity
153449,2013-08-12,17000,47000.0,112720.0,CarProd,16.0,0.0,0.0,257.7,0.0,20.0,,GOVERNMENT,Run at 50% Capacity
803925,2015-05-12,20000,56683.0,90600.0,CarProd,2.0,0.0,0.0,155.2,1.0,22.0,,FLEET,Run at 50% Capacity
70754,2013-01-11,16200,68873.0,101797.0,TruckPr,23.0,0.0,0.0,220.9651523,0.0,23.0,36.25933734,GOVERNMENT,Run at 50% Capacity
201936,2019-12-21,33000,227543.0,289091.0,CarProd,3.0,0.0,0.0,203.9415862,0.0,29.0,17.42563348,GOVERNMENT,Run at 50% Capacity
562898,2013-09-07,17100,,96036.0,CarProd,27.0,0.0,0.0,327.0017911,0.0,15.0,12.4986698,FLEET,Run at 50% Capacity
927843,2007-02-06,8400,30146.0,39326.0,TruckPr,11.0,0.0,0.0,183.0927495,0.0,12.0,23.09720188,GOVERNMENT,Run at 50% Capacity
440916,2012-01-27,15000,54294.0,85460.0,CarProd,18.0,0.0,3.0,118.6666667,1.0,23.0,,Other,Run at 50% Capacity
363923,2020-08-19,42200,21393.0,68111.0,CarProd,19.0,0.0,0.0,208.5229244,0.0,30.0,39.75171656,Other,Run at 50% Capacity
703027,2010-04-14,12700,105293.0,121416.0,,14.0,0.0,0.0,250.0188805,0.0,16.0,35.28716643,FLEET,Run at 50% Capacity
699067,2007-11-30,9700,,54385.0,TruckPr,10.0,0.0,0.0,314.7328327,1.0,13.0,34.17040354,Other,Run at 50% Capacity
690152,2011-10-10,14800,63508.0,87310.0,CarProd,2.0,0.0,0.0,127.1652299,3.0,10.0,38.95372268,Other,Run at 50% Capacity
787698,2019-05-26,28700,25190.0,59841.0,CarProd,1.0,0.0,1.0,201.1767833,0.0,11.0,35.72928694,FLEET,Run at 50% Capacity
104860,2020-11-29,50000,160000.0,235000.0,CarProd,0.3,0.0,0.0,184.7,0.0,41.0,,GOVERNMENT,Run at 50% Capacity
664554,2019-01-30,27700,54617.0,87722.0,CarProd,9.0,0.0,1.0,132.4113818,3.0,29.0,39.63110299,Other,Run at 50% Capacity
573177,2009-06-26,11800,52104.0,61618.0,CarProd,0.0,0.0,0.0,160.7499314,0.0,21.0,37.12951204,FLEET,Run at 50% Capacity
382628,2015-08-15,20400,29985.0,54038.0,CarProd,15.0,0.0,0.0,177.5936728,1.0,20.0,35.55430368,GOVERNMENT,Run at 50% Capacity
954273,2010-05-02,12800,100241.0,113073.0,CarProd,17.0,0.0,1.0,197.2736792,1.0,15.0,39.46758845,Other,Run at 50% Capacity
45099,2017-08-03,24100,95549.0,112283.0,CarProd,22.0,0.0,0.0,243.3497326,0.0,28.0,39.08269663,Other,Run at 50% Capacity
207367,2005-06-16,5000,78565.0,98500.0,CarProd,24.0,0.0,0.0,51.76666667,3.0,14.0,,GOVERNMENT,Run at 50% Capacity
687900,2016-03-23,21500,107799.0,160526.0,CarProd,16.0,0.0,0.0,195.48568,0.0,25.0,32.37876814,COMMERCIAL,Run at 50% Capacity
792450,2009-11-05,12100,67927.0,94126.0,CarProd,2.0,0.0,0.0,35.53887812,2.0,3.0,38.84759708,Other,Run at 50% Capacity
709693,2014-01-25,17700,10847.0,94611.0,TruckPr,14.0,0.0,1.0,271.3966671,0.0,22.0,27.2833953,Other,Run at 50% Capacity
330705,2020-02-11,34500,109000.0,159500.0,CarProd,,0.0,0.0,250.6333333,3.0,14.0,,Other,Run at 50% Capacity
455125,2013-10-14,17200,45900.0,68126.0,TruckPr,4.0,0.0,0.0,111.1259517,0.0,17.0,34.17904688,FLEET,Run at 50% Capacity
392819,2006-03-21,6800,75964.0,88754.0,CarProd,19.0,0.0,1.0,298.7004822,0.0,23.0,39.10750164,COMMERCIAL,Run at 50% Capacity
190900,2012-10-06,15900,96854.0,156450.0,CarProd,1.0,0.0,0.0,212.6660046,0.0,19.0,40.21338458,COMMERCIAL,Run at 50% Capacity
310805,2018-11-18,27100,24494.0,77479.0,CarProd,,1.0,1.0,101.3129167,1.0,26.0,31.12455386,Other,Run at 50% Capacity
303485,2016-06-29,21900,53458.0,77455.0,CarProd,10.0,0.0,0.0,192.8877492,1.0,42.0,40.95631078,GOVERNMENT,Run at 50% Capacity
633388,2017-04-03,23400,35634.0,61149.0,CarProd,,0.0,0.0,204.6427862,0.0,13.0,41.11515894,Other,Run at 50% Capacity
963534,2006-04-10,7000,58128.0,93740.0,TruckPr,5.0,0.0,0.0,213.3630277,2.0,24.0,34.47530193,GOVERNMENT,Run at 50% Capacity
436518,2005-10-26,6000,65000.0,94355.0,,26.0,1.0,3.0,69.3,1.0,34.0,,Other,Run at 50% Capacity
563199,2020-11-08,48900,41260.0,102771.0,TruckPr,8.0,0.0,0.0,192.2261774,3.0,35.0,41.21871452,INDUSTRIAL,Run at 50% Capacity
408843,2010-02-16,12500,71582.0,93400.0,CarProd,6.0,3.0,0.0,74.06666667,1.0,21.0,,Other,Run at 50% Capacity
134488,2015-10-17,20700,71408.0,103991.0,TruckPr,4.0,0.0,0.0,208.3517505,1.0,12.0,31.32739444,Other,Run at 50% Capacity
656730,2011-06-17,14300,45615.0,80818.0,CarProd,4.0,0.0,0.0,115.136885,0.0,9.0,28.73834319,COMMERCIAL,Run at 50% Capacity
764780,2009-03-31,11400,66491.0,89553.0,CarProd,4.0,0.0,0.0,212.7832827,0.0,16.0,31.12013265,,Run at 50% Capacity
390506,2013-12-24,17500,90221.0,113564.0,CarProd,19.0,0.0,0.0,265.1846253,1.0,17.0,27.02943897,Other,Run at 50% Capacity
929098,2020-03-01,35200,239513.0,37076.0,CarProd,0.0,0.0,1.0,183.3734524,2.0,49.0,40.7798487,COMMERCIAL,Run at 50% Capacity
419491,2017-11-16,24900,51155.0,83000.0,CarProd,9.0,1.0,1.0,139.0333333,3.0,30.0,,Other,Run at 50% Capacity
557805,2019-11-30,32500,193409.0,297294.0,CarProd,30.0,0.0,0.0,150.7998535,0.0,22.0,40.59278045,Other,Run at 50% Capacity
410804,2018-10-12,26800,35485.0,74949.0,CarProd,14.0,0.0,0.0,84.76662481,5.0,15.0,36.19145855,COMMERCIAL,Run at 50% Capacity
50424,2015-01-04,19300,53710.0,78082.0,CarProd,5.0,,,114.1426962,0.0,7.0,36.99134349,Other,Run at 50% Capacity
534348,2016-10-20,22500,127709.0,167975.0,CarProd,1.0,,0.0,367.1895151,,51.0,37.88804981,FLEET,Run at 50% Capacity
18640,2005-05-12,4900,65576.0,65774.0,TruckPr,6.0,1.0,2.0,61.64250608,1.0,14.0,40.59091002,Other,Run at 50% Capacity
623862,2011-01-28,13700,46000.0,81000.0,CarProd,1.5,0.0,1.0,101.5666667,0.0,25.0,,GOVERNMENT,Run at 50% Capacity
928576,2014-03-03,17800,69306.0,94504.0,TruckPr,7.0,0.0,0.0,85.85082998,0.0,15.0,32.2942169,GOVERNMENT,Run at 50% Capacity
198664,2016-05-05,21700,70252.0,186320.0,,11.0,0.0,0.0,356.886499,1.0,16.0,30.18400134,Other,Run at 50% Capacity
